T,TM,Tm,H,PP,VV,V,VM,CO
34,42.8,24.8,19,0,4.2,10.2,27.8,2.15
34,42.8,24.8,19,0,4.2,10.2,27.8,2.9
33.7,43,25.8,39,0,3.7,8.3,22.2,3.13
33.7,43,25.8,39,0,3.7,8.3,22.2,3.31
33.9,43,26,27,0,4,6.1,22.2,1.79
33.9,43,26,27,0,4,6.1,22.2,0.81
33,37,28,50,0,3.7,2.8,11.1,2.55
33,37,28,50,0,3.7,2.8,11.1,2.3
33.4,39,26.2,48,0,4.2,6.1,16.5,2.91
33.4,39,26.2,48,0,4.2,6.1,16.5,2.08
33.2,39,26.6,54,0,4.5,6.7,13,1.06
33.2,39,26.6,54,0,4.5,6.7,13,1.46
33.26666667,39,26.46666667,52,0,4.4,6.5,14.16666667,1.74
33.26666667,39,26.46666667,52,0,4.4,6.5,14.16666667,1.66
33.26666667,39,26.46666667,52,0,4.4,6.5,14.16666667,1.2
33,40,27,55,0,4.3,14.1,18.3,0.93
33,40,27,55,0,4.3,14.1,18.3,1.42
33,40,27,55,0,4.3,14.1,18.3,1.92
33,40,27,55,0,4.3,14.1,18.3,2.14
33,40,27,55,0,4.3,14.1,18.3,3.58
33,40,27,55,0,4.3,14.1,18.3,3.1
33,40,27,55,0,4.3,14.1,18.3,2.75
32.1,39,27,64,0,4.2,13,22.2,1.47
32.1,39,27,64,0,4.2,13,22.2,1.2
30.9,37,25,67,0,3.5,9.6,16.5,1.13
30.9,37,25,67,0,3.5,9.6,16.5,1.38
34.4,41,27,46,0,4.2,10.9,25.9,1.42
34.4,41,27,46,0,4.2,10.9,25.9,1.81
32.4,40.2,26,47,0,4.3,14.8,27.8,2.41
32.4,40.2,26,47,0,4.3,14.8,27.8,2.71
30.7,36.6,25.4,57,0,4.2,19.4,25.9,3.03
30.7,36.6,25.4,57,0,4.2,19.4,25.9,2.17
31.7,37.8,26,62,0,4.2,18,27.8,1.62
31.7,37.8,26,62,0,4.2,18,27.8,1.37
30.7,37.2,25,57,0,4.2,16.9,25.9,1.84
30.7,37.2,25,57,0,4.2,16.9,25.9,2.41
29.6,33.4,25,61,0,4.3,13.3,22.2,2.45
29.6,33.4,25,61,0,4.3,13.3,22.2,1.31
33.7,39,28,54,0,4,13.1,22.2,1.79
33.7,39,28,54,0,4,13.1,22.2,2.43
34.4,40.4,29,52,0,4.7,13,22.2,2.64
34.4,40.4,29,52,0,4.7,13,22.2,3.65
35.2,42.4,29,45,0,4.3,10.7,22.2,4.16
35.2,42.4,29,45,0,4.3,10.7,22.2,4.05
34.1,40.4,26.6,47,0,4.2,5.7,11.1,3.27
34.1,40.4,26.6,47,0,4.2,5.7,11.1,2.07
37.1,43,30,39,0,4.3,8.1,18.3,0.95
37.1,43,30,39,0,4.3,8.1,18.3,0.76
37.8,45.4,30,32,0,4.3,11.5,22.2,0.87
37.8,45.4,30,32,0,4.3,11.5,22.2,1.49
34.7,40.8,29.8,50,0,4.3,7.2,18.3,1.56
34.7,40.8,29.8,50,0,4.3,7.2,18.3,1.26
33.2,39.4,30,56,0,4,8.3,22.2,0.84
33.2,39.4,30,56,0,4,8.3,22.2,1.2
32.2,39,28,65,2.03,4,10.2,18.3,1.43
32.2,39,28,65,2.03,4,10.2,18.3,1.69
36.2,41,30.8,49,0,4,9.1,18.3,1.46
36.2,41,30.8,49,0,4,9.1,18.3,1.18
33,39,29,58,0,4,11.3,25.9,1.47
33,39,29,58,0,4,11.3,25.9,0.82
31.2,37,26,71,7.87,3.5,6.9,9.4,1.03
31.2,37,26,71,7.87,3.5,6.9,9.4,0.73
30.9,37,26.7,77,2.03,3.2,6.3,18.3,1.05
30.9,37,26.7,77,2.03,3.2,6.3,18.3,1.74
30.2,33.2,28,75,0.51,4,21.1,29.4,1.3
30.2,33.2,28,75,0.51,4,21.1,29.4,1.3
30.4,34,27.6,73,0,4.2,15.7,27.8,1.52
30.4,34,27.6,73,0,4.2,15.7,27.8,1.37
27.3,29,27,97,0.51,2.7,9.6,22.2,1.47
27.3,29,27,97,0.51,2.7,9.6,22.2,1.36
26.9,28.6,26,99,65.02,2.6,8.7,18.3,1.25
26.9,28.6,26,99,65.02,2.6,8.7,18.3,1
26.7,30,25,97,49.02,2.1,9.4,18.3,1.26
26.7,30,25,97,49.02,2.1,9.4,18.3,1.36
28.3,32.4,24,84,29.97,3.1,11.1,22.2,0.83
28.3,32.4,24,84,29.97,3.1,11.1,22.2,1.02
30.3,35,23.2,77,13.97,4.2,11.5,31.7,1.17
30.3,35,23.2,77,13.97,4.2,11.5,31.7,1.1
31.9,36,27,68,0,4.2,10,22.2,1.32
31.9,36,27,68,0,4.2,10,22.2,1.2
32.2,37.4,28.4,70,0,3.9,7.8,18.3,0.96
32.2,37.4,28.4,70,0,3.9,7.8,18.3,1.01
32.8,37.2,29,69,0,4,8.5,18.3,1.12
32.8,37.2,29,69,0,4,8.5,18.3,0.9
33.1,37.4,29,66,0,4,6.9,11.1,0.79
33.1,37.4,29,66,0,4,6.9,11.1,0.79
28.7,31,27,84,5.08,3.4,5,11.1,0.98
28.7,31,27,84,5.08,3.4,5,11.1,1.36
29.4,34,27,82,0,3.1,8.1,14.8,1.54
29.4,34,27,82,0,3.1,8.1,14.8,1.35
28.4,33,26.6,87,6.1,3.1,13.5,27.8,1.25
28.4,33,26.6,87,6.1,3.1,13.5,27.8,1.28
30.6,34,27,68,0,4.3,11.1,18.3,1.19
30.6,34,27,68,0,4.3,11.1,18.3,0.9
30.1,33.6,27,78,0,3.7,12,22.2,0.69
30.1,33.6,27,78,0,3.7,12,22.2,0.81
29.6,34,26,82,1.02,3.4,11.5,18.3,0.89
29.6,34,26,82,1.02,3.4,11.5,18.3,0.91
31,35.8,28,75,0.25,3.9,9.8,16.5,1.32
31,35.8,28,75,0.25,3.9,9.8,16.5,1.01
29.9,32.2,26.4,76,11.94,3.9,18,27.8,1.26
29.9,32.2,26.4,76,11.94,3.9,18,27.8,1.04
28.6,31,26.8,80,0,3.9,20.6,27.8,1.04
28.6,31,26.8,80,0,3.9,20.6,27.8,1.18
29.4,33.8,26.7,82,0,3.9,11.1,22.2,1.4
29.4,33.8,26.7,82,0,3.9,11.1,22.2,1.47
29.7,32.6,27,79,2.03,3.7,17,27.8,1.57
29.7,32.6,27,79,2.03,3.7,17,27.8,1.4
28.4,31,26.8,87,2.03,3.2,16.5,22.2,1.6
28.4,31,26.8,87,2.03,3.2,16.5,22.2,1.88
29.2,33,27,83,0,3.2,7.8,18.3,1.54
29.2,33,27,83,0,3.2,7.8,18.3,1.45
29,32,26,83,12.95,3.5,10.7,22.2,1.63
29,32,26,83,12.95,3.5,10.7,22.2,1.74
30.4,34,27.8,81,0,3.4,7.4,14.8,1.71
30.4,34,27.8,81,0,3.4,7.4,14.8,1.68
29.5,34,25,80,7.87,3.7,8.9,22.2,1.49
29.5,34,25,80,7.87,3.7,8.9,22.2,0.62
29.2,32,26.2,81,0,3.5,11.9,18.3,0.53
29.2,32,26.2,81,0,3.5,11.9,18.3,1.61
30.4,34.4,27,76,1.02,4,11.9,22.2,1.86
30.4,34.4,27,76,1.02,4,11.9,22.2,1.79
31.1,34,27,71,1.02,4.3,11.3,20.6,1.55
31.1,34,27,71,1.02,4.3,11.3,20.6,1.47
32,35.6,28,71,0,3.9,9.6,14.8,1.43
32,35.6,28,71,0,3.9,9.6,14.8,1.42
31.9,36,28.8,74,0,3.9,5.7,11.1,1.64
31.9,36,28.8,74,0,3.9,5.7,11.1,1.76
31.2,36.6,28,75,0,3.9,5.4,14.8,1.76
31.2,36.6,28,75,0,3.9,5.4,14.8,1.44
30.6,35,28,78,0,3.9,11.1,22.2,1.53
30.6,35,28,78,0,3.9,11.1,22.2,1.47
30.2,33.2,28,76,0.25,4.2,15.6,22.2,1.37
30.2,33.2,28,76,0.25,4.2,15.6,22.2,1.4
29.7,33,27.8,79,0,4,15.6,22.2,1.27
29.7,33,27.8,79,0,4,15.6,22.2,1.32
29.4,33,27,83,0,3.4,10.7,14.8,1.35
29.4,33,27,83,0,3.4,10.7,14.8,1.37
28.2,33.2,25,87,3.05,2.9,11.1,22.2,1.4
28.2,33.2,25,87,3.05,2.9,11.1,22.2,1.28
29.1,34,25,83,55.88,3.2,7.2,13,1.29
29.1,34,25,83,55.88,3.2,7.2,13,0.93
30.1,34,26.6,82,0.51,3.4,3.5,9.4,0.45
30.1,34,26.6,82,0.51,3.4,3.5,9.4,0.42
28.4,33,24.8,84,0,3.5,6.1,14.8,0.38
28.4,33,24.8,84,0,3.5,6.1,14.8,0.37
29.7,34.2,26,77,0,3.7,5.4,11.1,0.43
29.7,34.2,26,77,0,3.7,5.4,11.1,0.39
27.6,34,25,87,8.89,3.5,3.7,11.1,0.42
27.6,34,25,87,8.89,3.5,3.7,11.1,0.52
27,30,24,85,7.43,3.4,15.4,22.2,0.46
27,30,24,85,7.43,3.4,15.4,22.2,0.48
24.7,26.2,24,99,11.94,2.7,7.4,14.8,0.44
24.7,26.2,24,99,11.94,2.7,7.4,14.8,0.34
24.6,26,23.8,98,18.03,2.7,6.5,16.5,0.38
24.6,26,23.8,98,18.03,2.7,6.5,16.5,0.44
25.6,29,23,89,1.02,3.9,2,9.4,0.52
25.6,29,23,89,1.02,3.9,2,9.4,0.49
27.4,30.2,23.3,83,0,3.5,5.4,11.1,0.56
27.4,30.2,23.3,83,0,3.5,5.4,11.1,0.56
27.9,32,25,86,0,2.7,4.3,11.1,0.56
27.9,32,25,86,0,2.7,4.3,11.1,0.69
28.6,33,24.6,75,0,3.1,3,14.8,0.75
28.6,33,24.6,75,0,3.1,3,14.8,0.77
27.9,33,24,78,0,3.1,6.5,16.5,0.55
27.9,33,24,78,0,3.1,6.5,16.5,0.69
27.3,31,24,82,0,3.4,3.3,9.4,0.76
27.3,31,24,82,0,3.4,3.3,9.4,0.72
27.1,32.6,22.4,71,0,3.5,4.1,9.4,0.57
27.1,32.6,22.4,71,0,3.5,4.1,9.4,0.51
26.9,32.2,22,71,0,3.5,2.8,13,0.42
26.9,32.2,22,71,0,3.5,2.8,13,0.37
26.7,32,22,73,0,2.7,1.3,9.4,0.52
26.7,32,22,73,0,2.7,1.3,9.4,0.67
25.5,28,23.8,84,2.03,1.9,2.4,16.5,0.68
25.5,28,23.8,84,2.03,1.9,2.4,16.5,0.63
25,28.4,23.3,93,0,2.4,5.7,11.1,0.45
25,28.4,23.3,93,0,2.4,5.7,11.1,0.38
25.5,28.8,23,90,0,1.9,6.9,14.8,0.44
25.5,28.8,23,90,0,1.9,6.9,14.8,0.44
22,24,21,86,0,2.9,8,14.8,0.37
22,24,21,86,0,2.9,8,14.8,0.46
22.9,26.2,20.8,88,0,2.7,4.8,11.1,0.71
22.9,26.2,20.8,88,0,2.7,4.8,11.1,0.78
23.4,28,20,85,0,2.6,3.3,9.4,0.73
23.4,28,20,85,0,2.6,3.3,9.4,0.58
25.2,30.2,21,81,0,1.8,2,9.4,0.67
25.2,30.2,21,81,0,1.8,2,9.4,0.72
25.1,31,21.4,84,0,1.6,0.9,5.4,0.74
25.1,31,21.4,84,0,1.6,0.9,5.4,0.82
25.1,30,21.4,88,0,1,1.1,7.6,0.7
25.1,30,21.4,88,0,1,1.1,7.6,0.58
26.2,31,22,81,0,1.3,4.3,11.1,0.45
26.2,31,22,81,0,1.3,4.3,11.1,0.45
23.3,30,17.4,71,0,2.4,0.6,7.6,0.45
23.3,30,17.4,71,0,2.4,0.6,7.6,0.71
23.8,29.2,18,79,0,2.4,1.5,11.1,0.87
23.8,29.2,18,79,0,2.4,1.5,11.1,0.87
24.5,29.6,20,82,0,3.1,2,7.6,0.85
24.5,29.6,20,82,0,3.1,2,7.6,0.66
21.6,30,15,67,0,2.7,2,11.1,0.61
21.6,30,15,67,0,2.7,2,11.1,0.45
22.3,30,15,68,0,2.4,0.2,3.5,0.74
22.3,30,15,68,0,2.4,0.2,3.5,0.86
22.5,30.2,16.4,66,0,3.1,3.1,9.4,0.77
22.5,30.2,16.4,66,0,3.1,3.1,9.4,0.95
20.6,28,14.2,63,0,3.2,4.4,16.5,0.79
20.6,28,14.2,63,0,3.2,4.4,16.5,0.87
19.9,26.8,15,71,0,2.4,0.9,7.6,0.72
19.9,26.8,15,71,0,2.4,0.9,7.6,0.88
19.9,27,14,72,0,2.1,1.7,9.4,0.83
19.9,27,14,72,0,2.1,1.7,9.4,0.82
26.6,31.4,22.4,78,0,6,3.9,7.6,0.71
26.6,31.4,22.4,78,0,6,3.9,7.6,0.71
26.2,33,19.8,70,0,6.9,3.3,5.4,0.71
26.2,33,19.8,70,0,6.9,3.3,5.4,0.73
26.5,33,21,70,0,6.9,1.1,5.4,0.722
26.5,33,21,70,0,6.9,1.1,5.4,0.73
26.9,32,23.5,78,0,5.8,2,5.4,0.84
26.9,32,23.5,78,0,5.8,2,5.4,0.71
27.6,32,23.7,75,0,7.4,2,9.4,0.6
27.6,32,23.7,75,0,7.4,2,9.4,0.56
27.1,32,24.3,81,0,6.3,3.1,5.4,0.47
27.1,32,24.3,81,0,6.3,3.1,5.4,0.64
26.3,32.7,20.4,65,0,5.5,3,9.4,0.64
26.3,32.7,20.4,65,0,5.5,3,9.4,0.57
26.8,33,21.5,65,0,6.3,2.8,5.4,0.56
26.8,33,21.5,65,0,6.3,2.8,5.4,0.68
27,33,23,71,0,6.9,1.1,5.4,0.57
27,33,23,71,0,6.9,1.1,5.4,0.65
27.5,33,23.5,72,0,6.9,2.4,11.1,0.66
27.5,33,23.5,72,0,6.9,2.4,11.1,0.7
27.5,33,22.5,71,0,5.5,2.2,5.4,0.59
27.5,33,22.5,71,0,5.5,2.2,5.4,0.65
27.2,32.7,22.5,75,0,6.3,3.7,7.6,0.75
27.2,32.7,22.5,75,0,6.3,3.7,7.6,0.53
27.6,32.8,23.7,76,0,6.3,2.2,5.4,0.68
27.6,32.8,23.7,76,0,6.3,2.2,5.4,0.53
27.3,32.6,23.8,66,0,7.7,3.1,11.1,0.65
27.3,32.6,23.8,66,0,7.7,3.1,11.1,0.63
27.7,32.6,23.1,64,0,6.9,1.9,5.4,0.55
27.7,32.6,23.1,64,0,6.9,1.9,5.4,0.58
28.4,33.8,23.9,62,0,6.9,2,5.4,0.51
28.4,33.8,23.9,62,0,6.9,2,5.4,0.46
27.9,34,23.7,67,0,6.3,3.1,7.6,0.55
27.9,34,23.7,67,0,6.3,3.1,7.6,0.47
27.8,34,23,63,0,6.8,3.1,5.4,0.63
27.8,34,23,63,0,6.8,3.1,5.4,0.49
28.6,34.4,23.4,54,0,6.9,2,7.6,0.6025
28.6,34.4,23.4,54,0,6.9,2,7.6,0.6025
28.3,34,24.4,68,0,7.7,3.5,9.4,0.82
28.3,34,24.4,68,0,7.7,3.5,9.4,0.64
28.1,34,23.7,66,0,6.3,2,5.4,0.73
28.1,34,23.7,66,0,6.3,2,5.4,0.63
28,34,22.8,67,0,6.9,1.3,3.5,0.58
28,34,22.8,67,0,6.9,1.3,3.5,0.52
28.3,33.2,24.6,75,0,6.9,1.5,5.4,0.55
28.3,33.2,24.6,75,0,6.9,1.5,5.4,0.72
28.3,33.2,24,75,0,6.3,3.1,11.1,0.77
28.3,33.2,24,75,0,6.3,3.1,11.1,0.99
28.1,33.5,23.6,71,0,7.7,3.7,11.1,0.98
28.1,33.5,23.6,71,0,7.7,3.7,11.1,0.95
27.2,33.1,21.7,67,0,6.3,4.8,11.1,0.91
27.2,33.1,21.7,67,0,6.3,4.8,11.1,0.9
27.3,33.1,21.8,71,0,6.9,2.6,7.6,0.96
27.3,33.1,21.8,71,0,6.9,2.6,7.6,0.99
27.6,33.4,22.5,60,0,6.9,2.6,7.6,1.01
27.6,33.4,22.5,60,0,6.9,2.6,7.6,1.03
28.2,33.9,23.4,70,0,6.9,1.9,7.6,0.98
28.2,33.9,23.4,70,0,6.9,1.9,7.6,0.96
27.7,33.9,24.3,74,0,5.5,2.6,7.6,0.93
27.7,33.9,24.3,74,0,5.5,2.6,7.6,0.97
28.1,33.3,24.4,74,0,6.9,1.9,5.4,0.92
28.1,33.3,24.4,74,0,6.9,1.9,5.4,0.93
28.3,33.4,23.2,72,0,6.3,3.3,5.4,0.99
28.3,33.4,23.2,72,0,6.3,3.3,5.4,0.9
28.9,33.7,25,73,0,6.9,3,7.6,0.92
28.9,33.7,25,73,0,6.9,3,7.6,0.88
27.8,33.7,24.8,78,0,6.3,1.1,5.4,0.95
27.8,33.7,24.8,78,0,6.3,1.1,5.4,0.88
29.4,34.6,25,70,0,6.6,1.3,5.4,0.93
29.4,34.6,25,70,0,6.6,1.3,5.4,1.01
28.8,34.6,25,71,0.51,6.9,2.8,7.6,1.02
28.8,34.6,25,71,0.51,6.9,2.8,7.6,0.97
27.9,33.9,21.4,73,0,6.9,4.6,11.1,0.91
27.9,33.9,21.4,73,0,6.9,4.6,11.1,1
29.2,34.3,25,67,0,6.9,4.3,9.4,0.95
29.2,34.3,25,67,0,6.9,4.3,9.4,0.92
25.9,34.3,24.4,85,1.02,5.5,4.6,9.4,0.98
25.9,34.3,24.4,85,1.02,5.5,4.6,9.4,0.9
27.3,34,23.4,83,19.05,5.5,2.2,9.4,0.99
27.3,34,23.4,83,19.05,5.5,2.2,9.4,0.95
28.4,33.5,24,71,0,6.9,3,9.4,0.88
28.4,33.5,24,71,0,6.9,3,9.4,0.93
28.4,33.5,23.2,67,0,6.9,2.4,5.4,0.85
28.4,33.5,23.2,67,0,6.9,2.4,5.4,0.98
28.9,34.4,23.6,66,0,6.9,2,11.1,1.01
28.9,34.4,23.6,66,0,6.9,2,11.1,0.95
29.8,35.4,25.7,72,0,6.3,2,5.4,0.94
29.8,35.4,25.7,72,0,6.3,2,5.4,1.03
29.6,36.4,24.7,71,0,6.3,3.5,14.8,0.96
29.6,36.4,24.7,71,0,6.3,3.5,14.8,0.94
29.8,36.4,24.7,65,0,7.7,3.1,5.4,0.93
29.8,36.4,24.7,65,0,7.7,3.1,5.4,1.01
29.6,34.5,25.2,69,0,6.9,1.3,5.4,1.07
29.6,34.5,25.2,69,0,6.9,1.3,5.4,0.91
28.6,34.5,25.8,80,0.51,6.3,2.4,11.1,0.97
28.6,34.5,25.8,80,0.51,6.3,2.4,11.1,0.95
27.7,34.4,25.2,82,3.05,6.9,0.9,3.5,0.95
27.7,34.4,25.2,82,3.05,6.9,0.9,3.5,0.93
29.6,34.5,24.7,73,0,7.7,4.3,11.1,0.97
29.6,34.5,24.7,73,0,7.7,4.3,11.1,0.93
29.7,35.1,26.6,77,3.05,6.3,2.6,7.6,0.91
29.7,35.1,26.6,77,3.05,6.3,2.6,7.6,1.08
27.1,35.1,22.9,86,34.04,5.5,2.2,7.6,1.03
27.1,35.1,22.9,86,34.04,5.5,2.2,7.6,0.97
28.5,33.3,25,79,3.05,6,2,5.4,1.13
28.5,33.3,25,79,3.05,6,2,5.4,0.97
26.6,32.9,23.9,83,1.02,5.5,2.2,5.4,0.97
26.6,32.9,23.9,83,1.02,5.5,2.2,5.4,0.23
28.1,32.8,23.5,74,27.94,6.9,2.4,5.4,0.16
28.1,32.8,23.5,74,27.94,6.9,2.4,5.4,0.16
28.9,32.8,24.5,76,0,6.3,3.9,9.4,0.18
28.9,32.8,24.5,76,0,6.3,3.9,9.4,0.19
29.2,33.8,25.3,75,0,6.9,2.6,11.1,0.14
29.2,33.8,25.3,75,0,6.9,2.6,11.1,0.25
27.4,33.7,23.6,85,1.02,6.3,1.5,7.6,0.19
27.4,33.7,23.6,85,1.02,6.3,1.5,7.6,0.3
25.4,33.3,23,91,14.99,4,3.5,11.1,0
25.4,33.3,23,91,14.99,4,3.5,11.1,0
26.9,33.6,21.5,78,0,6.6,0,7.3,0
26.9,33.6,21.5,78,0,6.6,0,7.3,0
26.3,32.5,24.2,83,1.02,6.3,3.3,5.4,0
26.3,32.5,24.2,83,1.02,6.3,3.3,5.4,0
26.8,32.3,23.4,87,4.06,5.5,0,7.3,0
26.8,32.3,23.4,87,4.06,5.5,0,8.48,0
29.6,34.2,25.5,75,0,6.9,2.8,5.4,0
29.6,34.2,25.5,75,0,6.9,2.8,5.4,0.45
29.7,34.2,25.6,76,0,6.9,4.4,11.1,0.02
29.7,34.2,25.6,76,0,6.9,4.4,11.1,0.12
29.8,34,26.2,69,0,7.4,3,9.4,0
29.8,34,26.2,69,0,7.4,3,9.4,0.2
28.9,34,26.2,80,0,6.9,2,5.4,0.02
28.9,34,26.2,80,0,6.9,2,5.4,0
28.4,34,25.7,77,0.25,6.9,3,11.1,0
28.4,34,25.7,77,0.25,6.9,3,11.1,0.03
28.2,34,25.5,82,0.1,6,2.4,9.4,0
28.2,34,25.5,82,13.87,6,2.4,9.4,0
26.9,31,24.4,91,17.02,5.5,1.5,11.1,0
26.9,31,24.4,91,17.02,5.5,1.5,11.1,1.15
28.5,32.5,24.2,80,6.1,6.9,4.8,9.4,1.06
28.5,32.5,24.2,80,6.1,6.9,4.8,9.4,1.12
28.3,32.5,24.6,85,23.11,6.3,2.8,7.6,1.18
28.3,32.5,24.6,85,23.11,6.3,2.8,7.6,1.31
25.9,31,23.8,94,0.51,4.8,4.4,7.6,1.05
25.9,31,23.8,94,0.51,4.8,4.4,7.6,1.24
28.5,32,23.4,84,40.89,6.9,4.8,11.1,1.11
28.5,32,23.4,84,40.89,6.9,4.8,11.1,1.27
28.8,32,27,88,0,6.3,5.2,11.1,1.11
28.8,32,27,88,0,6.3,5.2,11.1,1.27
29,32.8,25.3,84,17.02,6.9,0,12.025,1.16
29,32.8,25.3,84,17.02,6.9,0,12.025,1.25
29.3,32.8,26.7,83,0,6.3,6.1,11.1,1.45
29.3,32.8,26.7,83,0,6.3,6.1,11.1,1.21
29.7,34.1,26.4,78,0,6.3,6.3,14.8,1.23
29.7,34.1,26.4,78,0,6.3,6.3,14.8,1.23
27.4,33.2,25.2,90,4.06,4.8,1.7,7.6,1.25
27.4,33.2,25.2,90,4.06,4.8,1.7,7.6,1.33
26.7,31.2,24.8,88,14.99,6.3,2.8,9.4,1.13
26.7,31.2,24.8,88,14.99,6.3,2.8,9.4,1.16
28.9,32.8,24.4,81,0,6.9,2.6,7.6,1.08
28.9,32.8,24.4,81,0,6.9,2.6,7.6,1.28
28.3,33,24.6,85,0,6.8,3.1,7.6,1.31
28.3,33,24.6,85,0,6.8,3.1,7.6,1.28
28.4,32.7,24,83,0,6.9,3,7.6,1.61
28.4,32.7,24,83,0,6.9,3,7.6,1.33
26.6,32.6,24,90,48.01,5.5,1.1,5.4,1.33
26.6,32.6,24,90,48.01,5.5,1.1,5.4,1.43
28.6,32.6,24,79,6.1,7.7,5,9.4,1.23
28.6,32.6,24,79,6.1,7.7,5,9.4,0.97
28.2,33,24.4,77,0.51,7.7,7,18.3,0.92
28.2,33,24.4,77,0.51,7.7,7,18.3,1.08
26.6,31.9,24.2,89,16,6,5.4,11.1,1.22
26.6,31.9,24.2,89,16,6,5.4,11.1,1.26
26.9,31.9,24.6,90,11.94,6.3,6.1,16.5,1.34
26.9,31.9,24.6,90,11.94,6.3,6.1,16.5,1.34
28.6,31,24.7,87,17.02,6.9,9.4,11.1,1.58
28.6,31,24.7,87,17.02,6.9,9.4,11.1,1.31
28.6,31.8,26,87,0,6.9,9.6,14.8,1.21
28.6,31.8,26,87,0,6.9,9.6,14.8,1.26
28.6,31.8,25.8,87,6.1,6.3,7.6,14.8,1.31
28.6,31.8,25.8,87,6.1,6.3,7.6,14.8,1.37
27.3,31.5,24.4,89,14.99,6.3,8,18.3,1.3
27.3,31.5,24.4,89,14.99,6.3,8,18.3,1.4
26.2,31.5,23.6,91,22.1,5.3,7.2,14.8,1.59
26.2,31.5,23.6,91,22.1,5.3,7.2,14.8,1.26
24.5,30.7,22.9,96,28.96,3.5,4.4,14.8,1.23
24.5,30.7,22.9,96,28.96,3.5,4.4,14.8,1.25
28.7,32.2,26,82,0,6.9,6.9,18.3,1.3
28.7,32.2,26,82,0,6.9,6.9,18.3,1.15
28.8,32.5,26.2,81,2.03,6.9,5.6,11.1,1.27
28.8,32.5,26.2,81,2.03,6.9,5.6,11.1,1.16
28.4,32.5,25.6,80,0,6.9,8.9,20.6,1.31
28.4,32.5,25.6,80,0,6.9,8.9,20.6,1
27.9,32.8,25.2,82,0,6.9,8.5,20.6,1.07
27.9,32.8,25.2,82,0,6.9,8.5,20.6,1.31
28.3,32.8,25,81,0,6.9,7.4,9.4,1.38
28.3,32.8,25,81,0,6.9,7.4,9.4,1.36
27.2,32,24.4,82,2.03,6.3,8.5,18.3,1.2
27.2,32,24.4,82,2.03,6.3,8.5,18.3,1.42
28.4,33.2,24.9,79,0,6.9,11.9,22.2,1.19
28.4,33.2,24.9,79,0,6.9,11.9,22.2,1.28
28.4,33.2,25.2,81,0,6.9,7.6,13,1.32
28.4,33.2,25.2,81,0,6.9,7.6,13,1.36
27.1,32.3,25,87,0.25,6.3,10.9,20.6,1.4
27.1,32.3,25,87,0.25,6.3,10.9,20.6,1.32
25.9,31.4,24.2,87,0.25,6.9,8.1,14.8,1.32
25.9,31.4,24.2,87,0.25,6.9,8.1,14.8,1.27
26.7,31,23.5,86,0.76,6.3,5.4,7.6,1.69
26.7,31,23.5,86,0.76,6.3,5.4,7.6,1.55
27.2,31.2,24.1,86,0,7.7,9.1,14.8,1.58
27.2,31.2,24.1,86,0,7.7,9.1,14.8,1.57
27.6,32.1,24.4,81,0,7.7,8.5,14.8,1.59
27.6,32.1,24.4,81,0,7.7,8.5,14.8,1.58
27.3,32,24.5,80,0,6.9,9.1,14.8,1.25
27.3,32,24.5,80,0,6.9,9.1,14.8,1.58
27.7,32.6,24.1,77,0,6.9,8.9,14.8,1.54
27.7,32.6,24.1,77,0,6.9,8.9,14.8,1.6
27.6,31.1,25,85,0,6.9,5.9,11.1,1.56
27.6,31.1,25,85,0,6.9,5.9,11.1,1.4
28,32.6,25.4,80,0,6.9,8.1,9.4,1.47
28,32.6,25.4,80,0,6.9,8.1,9.4,1.48
27.9,32.6,24.2,77,0,6.9,7,11.1,1.8
27.9,32.6,24.2,77,0,6.9,7,11.1,1.68
27.5,32.4,24.7,82,0.25,6.9,7,14.8,1.17
27.5,32.4,24.7,82,0.25,6.9,7,14.8,0.91
28.4,32.4,25.2,82,2.03,6.9,8.5,22.2,0.89
28.4,32.4,25.2,82,2.03,6.9,8.5,22.2,0.88
28.1,32.4,25.3,82,0,6.9,5.6,9.4,0.92
28.1,32.4,25.3,82,0,6.9,5.6,9.4,1.18
27.8,32.5,24.5,78,0.25,6.3,7.6,11.1,0.92
27.8,32.5,24.5,78,0.25,6.3,7.6,11.1,1.16
27.8,32,24.5,79,1.02,5.5,8.1,11.1,1.14
27.8,32,24.5,79,1.02,5.5,8.1,11.1,1.06
27.9,32,23.8,79,5.08,6.9,8.7,11.1,0.96
27.9,32,23.8,79,5.08,6.9,8.7,11.1,0.9
28.1,32.6,25.2,79,0,6.9,11.1,18.3,0.94
28.1,32.6,25.2,79,0,6.9,11.1,18.3,0.91
28.1,33.2,24.2,81,8.89,6.3,3.7,11.1,0.94
28.1,33.2,24.2,81,8.89,6.3,3.7,11.1,0.89
27.7,32,25,86,5.08,6.9,2,5.4,0.95
27.7,32,25,86,5.08,6.9,2,5.4,0.95
28.3,32,25.3,83,5.08,6.4,2.6,9.4,0.88
28.3,32,25.3,83,5.08,6.4,2.6,9.4,1.05
28.2,33.1,24.9,78,0,7.7,6.9,9.4,0.94
28.2,33.1,24.9,78,0,7.7,6.9,9.4,0.93
28.3,33.1,24.6,74,0,7.7,7.4,14.8,1.08
28.3,33.1,24.6,74,0,7.7,7.4,14.8,1.04
28.6,33.2,24.4,74,0,6.9,6.5,14.8,1.14
28.6,33.2,24.4,74,0,6.9,6.5,14.8,0.91
