T,TM,Tm,H,PP,VV,V,VM,CO
29.1,34,25.5,75,0,6.9,6.3,7.6,1.03
29.1,34,25.5,75,0,6.9,6.3,7.6,1.09
29.4,34.1,25.5,76,0,6.9,9.1,14.8,1.07
29.4,34.1,25.5,76,0,6.9,9.1,14.8,0.88
29.3,34.4,25.5,75,0,6.9,8.1,11.1,0.98
29.3,34.4,25.5,75,0,6.9,8.1,11.1,1.02
29.3,34.5,25.4,75,0,7.4,7.4,11.1,1.008
29.3,34.5,25.4,75,0,7.4,7.4,11.1,1.04
26.6,31.2,24.5,85,1.02,6.9,3,18.3,0.87
26.6,31.2,24.5,85,1.02,6.9,3,18.3,0.9
27.3,32.2,22.3,82,7.11,6.3,3.1,7.6,1.02
27.3,32.2,22.3,82,7.11,6.3,3.1,7.6,1.06
25.9,32.2,23.8,90,51.05,4.5,0.4,3.5,0.96
25.9,32.2,23.8,90,51.05,4.5,0.4,3.5,0.96
28.3,33,25,79,0.25,6.9,3.1,9.4,1.05
28.3,33,25,79,0.25,6.9,3.1,9.4,1.05
28.5,33,24.2,79,0,6.8,2,9.4,1.08
28.5,33,24.2,79,0,6.8,2,9.4,1.12
27.2,32.5,25.2,87,3.05,6.3,4.6,11.1,1.1
27.2,32.5,25.2,87,3.05,6.3,4.6,11.1,1.04
27.3,31.2,24.8,87,7.87,6.9,5.7,25.9,0.98
27.3,31.2,24.8,87,7.87,6.9,5.7,25.9,1.18
27.8,31.5,24.8,86,7.11,6.9,8.9,22.2,1.22
27.8,31.5,24.8,86,7.11,6.9,8.9,22.2,0.94
28.3,32.5,25,83,0,7.7,4.6,11.1,0.76
28.3,32.5,25,83,0,7.7,4.6,11.1,1
28.2,33.2,24.9,89,1.02,6.9,3,5.4,0.87
28.2,33.2,24.9,89,1.02,6.9,3,5.4,1
28.6,33.2,24.3,87,35.05,6.9,3.5,7.6,1.15
28.6,33.2,24.3,87,35.05,6.9,3.5,7.6,1.18
27,32.8,24.8,92,1.02,6.9,3,7.6,1.17
27,32.8,24.8,92,1.02,6.9,3,7.6,1.1
27,32,24.6,91,4.06,6.9,2.8,7.6,1.12
27,32,24.6,91,4.06,6.9,2.8,7.6,0.93
27.1,32,24.4,86,5.08,6.3,1.9,7.6,1.19
27.1,32,24.4,86,5.08,6.3,1.9,7.6,1.18
27.7,32.3,24,85,0.51,6.9,3.9,7.6,1.47
27.7,32.3,24,85,0.51,6.9,3.9,7.6,1.82
27.7,32.4,24.6,87,0,6.9,1.1,5.4,1.36
27.7,32.4,24.6,87,0,6.9,1.1,5.4,2.59
26.7,32.4,24,93,6.1,6.3,3.5,9.4,2.99
26.7,32.4,24,93,6.1,6.3,3.5,9.4,0.8
26.2,31.2,23.8,88,60.96,5.3,1.3,5.4,0.82
26.2,31.2,23.8,88,60.96,5.3,1.3,5.4,0.89
27.4,32.4,24.2,89,16,5.5,0.4,3.5,0.97
27.4,32.4,24.2,89,16,5.5,0.4,3.5,0.99
27.2,31.7,24.7,90,3.05,4.8,0.7,5.4,1.01
27.2,31.7,24.7,90,3.05,4.8,0.7,5.4,0.92
26.7,31.7,25,89,0,6.8,0.4,3.5,0.83
26.7,31.7,25,89,0,6.8,0.4,3.5,0.86
27.2,32.3,25,91,2.03,5.3,1.3,3.5,0.95
27.2,32.3,25,91,2.03,5.3,1.3,3.5,0.95
27.9,32.3,25.1,91,0.51,6.9,0,3.975,0.86
27.9,32.3,25.1,91,0.51,6.9,0,3.975,1.12
27.7,34,25,87,10.92,6.9,1.3,5.4,0.82
27.7,34,25,87,10.92,6.9,1.3,5.4,0.84
26.1,31.4,23.8,93,23.88,6.9,1.7,7.6,0.88
26.1,31.4,23.8,93,23.88,6.9,1.7,7.6,0.95
27.3,31.8,23.6,84,3.05,5.5,1.1,5.4,1.13
27.3,31.8,23.6,84,3.05,5.5,1.1,5.4,0.94
27.7,31.8,24.7,86,0,5.5,3.5,9.4,0.99
27.7,31.8,24.7,86,0,5.5,3.5,9.4,0.95
25.8,31,23.5,94,108.97,4.8,0.4,3.5,0.83
25.8,31,23.5,94,108.97,4.8,0.4,3.5,0.88
25.6,28.1,24.3,95,1.02,4.8,0.9,7.6,0.85
25.6,28.1,24.3,95,1.02,4.8,0.9,7.6,0.78
25.8,28.8,23.3,93,24.89,6.9,0.4,3.5,0.88
25.8,28.8,23.3,93,24.89,6.9,0.4,3.5,0.93
27.8,32.4,23.7,85,5.08,6.3,5,7.6,1.12
27.8,32.4,23.7,85,5.08,6.3,5,7.6,1.03
26.2,32.1,24,92,14.99,4.8,0.2,1.9,0.86
26.2,32.1,24,92,14.99,4.8,0.2,1.9,0.77
26.3,31.5,23.6,92,40.89,6.8,1.1,7.6,0.84
26.3,31.5,23.6,92,40.89,6.8,1.1,7.6,0.91
26.3,30.4,24.4,91,4.06,6.8,1.7,7.6,0.89
26.3,30.4,24.4,91,4.06,6.8,1.7,7.6,0.89
24.7,32,23.9,95,8.89,4,3.5,7.6,0.86
24.7,32,23.9,95,8.89,4,3.5,7.6,0.87
26.6,29,23.4,89,7.87,6.9,0,7.6,0.88
26.6,29,23.4,89,7.87,6.9,0,4,1.01
25.2,29,24.2,95,0,5,1.5,5.4,0.86
25.2,29,24.2,95,0,5,1.5,5.4,0.96
26.8,32.3,24.4,88,33.02,5.5,0.2,1.9,0.88
26.8,32.3,24.4,88,33.02,5.5,0.2,1.9,0.8
27.1,33,23.6,85,0,6.9,2.2,5.4,0.77
27.1,33,23.6,85,0,6.9,2.2,5.4,1.06
28,33,24.4,83,1.02,6.3,1.3,5.4,0.95
28,33,24.4,83,1.02,6.3,1.3,5.4,0.96
28.2,32.7,24.9,83,0,6.9,1.3,5.4,0.89
28.2,32.7,24.9,83,0,6.9,1.3,5.4,0.9
27.8,32.9,23.2,81,0,6.9,1.5,5.4,0.86
27.8,32.9,23.2,81,0,6.9,1.5,5.4,1
27.8,32,24.8,81,0,4.2,2.2,5.4,0.88
27.8,32,24.8,81,0,4.2,2.2,5.4,0.89
26.9,31.7,24.5,89,0.51,4.8,1.3,3.5,0.95
26.9,31.7,24.5,89,0.51,4.8,1.3,3.5,0.6
25.9,30.4,24,91,20.07,5.5,0.4,3.5,0.95
25.9,30.4,24,91,20.07,5.5,0.4,3.5,0.74
27.2,32.3,23.7,87,4.06,6.3,1.1,5.4,1
27.2,32.3,23.7,87,4.06,6.3,1.1,5.4,0.89
26.8,30.6,24.3,89,7.11,4.8,1.5,7.6,0.86
26.8,30.6,24.3,89,7.11,4.8,1.5,7.6,1
25.1,30.6,24,96,13.97,3.7,0.4,3.5,1.01
25.1,30.6,24,96,13.97,3.7,0.4,3.5,0.86
28.3,33.2,24,83,7.87,6.3,1.1,3.5,0.72
28.3,33.2,24,83,7.87,6.3,1.1,3.5,0.92
27.4,32.6,24.1,85,8.89,6.9,1.1,5.4,1.08
27.4,32.6,24.1,85,8.89,6.9,1.1,5.4,0.92
27.1,32.6,24,86,0,6.9,2,11.1,0.73
27.1,32.6,24,86,0,6.9,2,11.1,0.89
27.6,32.6,23.7,86,27.94,5.5,3.7,14.8,0.6
27.6,32.6,23.7,86,27.94,5.5,3.7,14.8,0.58
25.3,29.2,23.9,91,4.06,4.8,2.8,5.4,0.8
25.3,29.2,23.9,91,4.06,4.8,2.8,5.4,0.86
27.9,33.8,22.8,77,2.03,6.9,2,7.6,0.79
27.9,33.8,22.8,77,2.03,6.9,2,7.6,0.7
27.4,33.8,23.6,80,0,6.9,1.5,7.6,0.76
27.4,33.8,23.6,80,0,6.9,1.5,7.6,0.71
27.2,33.6,21.6,64,0,6.3,2.8,7.6,0.76
27.2,33.6,21.6,64,0,6.3,2.8,7.6,0.93
27.1,33.6,21.6,70,0,6.9,1.1,5.4,0.93
27.1,33.6,21.6,70,0,6.9,1.1,5.4,0.71
28.3,33.6,23.2,68,0,6.9,2.2,14.8,0.77
28.3,33.6,23.2,68,0,6.9,2.2,14.8,0.98
27.875,34.1,22.5,69,0,6.9,1.875,10.65,0.74
27.875,34.1,22.5,69,0,6.9,1.875,10.65,0.81
27.8,35.6,22,70,0,6.9,2,7.6,0.62
27.8,35.6,22,70,0,6.9,2,7.6,0.94
27.9,35.6,22.7,76,0,6.9,1.3,5.4,0.83
27.9,35.6,22.7,76,0,6.9,1.3,5.4,0.67
27.1,34,21.8,71,0,6.9,0,5.95,0.83
27.1,34,21.8,71,0,6.9,0,5.95,0.8
28.1,33.5,23.6,73,0,6.9,0.9,5.4,0.68
28.1,33.5,23.6,73,0,6.9,0.9,5.4,0.74
28.6,34.3,23.7,71,0,6.3,0.4,3.5,0.83
28.6,34.3,23.7,71,0,6.3,0.4,3.5,0.88
28.2,34.3,23.7,73,0,6.9,2.8,7.6,0.8
28.2,34.3,23.7,73,0,6.9,2.8,7.6,0.78
27.6,33.1,23.7,76,0,6.9,0.9,3.5,0.78
27.6,33.1,23.7,76,0,6.9,0.9,3.5,0.72
27.2,32.6,22.2,74,0,6.3,1.1,3.5,0.79
27.2,32.6,22.2,74,0,6.3,1.1,3.5,0.81
27.8,32.4,22.9,69,0,6.6,1.1,4.525,0.84
27.8,32.4,22.9,69,0,6.6,1.1,4.525,0.87
28.1,33.2,22.8,74,0,6.9,1.7,7.6,0.92
28.1,33.2,22.8,74,0,6.9,1.7,7.6,0.75
28.7,33.3,24.8,79,0,6.9,2,7.6,0.66
28.7,33.3,24.8,79,0,6.9,2,7.6,0.67
28.8,33.6,26.2,81,0,6.9,2,7.6,0.62
28.8,33.6,26.2,81,0,6.9,2,7.6,0.71
28.5,33.4,25,79,0,6.9,0.9,3.5,0.81
28.5,33.4,25,79,0,6.9,0.9,3.5,0.76
28.4,33,24.7,73,0,6.9,3.1,7.6,0.82
28.4,33,24.7,73,0,6.9,3.1,7.6,0.74
28.3,33.8,25,79,0,6.3,2.4,5.4,0.91
28.3,33.8,25,79,0,6.3,2.4,5.4,0.8
27.6,32.9,22.3,63,0,6.3,1.1,5.4,0.75
27.6,32.9,22.3,63,0,6.3,1.1,5.4,0.74
27.7,33.7,23,67,0,6.9,1.9,3.5,0.9
27.7,33.7,23,67,0,6.9,1.9,3.5,0.95
27.8,33.2,21,67,0,6.3,2,5.4,0.87
27.8,33.2,21,67,0,6.3,2,5.4,0.93
27.2,33.2,22.2,66,0,5.5,2,5.4,1.02
27.2,33.2,22.2,66,0,5.5,2,5.4,1.07
28.2,33,23.8,73,0,4.7,0.9,3.5,0.95
28.2,33,23.8,73,0,4.7,0.9,3.5,0.98
28.7,33.6,25.2,79,0,5.5,2,7.6,1.04
28.7,33.6,25.2,79,0,5.5,2,7.6,1.06
28.6,33.4,25,78,0,5,2,5.4,1
28.6,33.4,25,78,0,5,2,5.4,1.05
28.5,33.4,24.2,69,0,5.3,1.1,7.6,1.12
28.5,33.4,24.2,69,0,5.3,1.1,7.6,1.16
29,35,25,75,0,6.3,2,5.4,1.05
29,35,25,75,0,6.3,2,5.4,1.15
28.9,33.5,24.7,73,0,5.5,1.9,5.4,1.14
28.9,33.5,24.7,73,0,5.5,1.9,5.4,1.4
30.4,36.5,26.3,64,0,6.3,0.7,5.4,1.29
30.4,36.5,26.3,64,0,6.3,0.7,5.4,0.44
29.5,35.6,25.4,69,0,6.3,3,7.6,1.1
29.5,35.6,25.4,69,0,6.3,3,7.6,1.17
29.7,35.2,25.7,73,0,7.7,2.4,5.4,1.36
29.7,35.2,25.7,73,0,7.7,2.4,5.4,1.42
29.1,34.2,24.2,69,0,6,1.5,3.5,1.78
29.1,34.2,24.2,69,0,6,1.5,3.5,1.53
29.3,35,25.1,75,0,6.3,0.9,3.5,1.13
29.3,35,25.1,75,0,6.3,0.9,3.5,1.01
29.3,34.6,24.8,68,0,4.8,1.3,3.5,1.13
29.3,34.6,24.8,68,0,4.8,1.3,3.5,1.73
29.7,34.6,24.7,67,0,6.3,1.5,5.4,2.45
29.7,34.6,24.7,67,0,6.3,1.5,5.4,2.73
29.7,34.8,24.4,65,0,6.3,1.9,7.6,2.11
29.7,34.8,24.4,65,0,6.3,1.9,7.6,0.82
29.4,35.6,24.9,67,0,6.3,2.4,7.6,0.64
29.4,35.6,24.9,67,0,6.3,2.4,7.6,0.91
29.4,34,24.9,80,0,6.3,2.2,7.6,0.79
29.4,34,24.9,80,0,6.3,2.2,7.6,0.78
29.3,34.5,25.4,81,0,6.3,2,7.6,0.81
29.3,34.5,25.4,81,0,6.3,2,7.6,0.77
30.1,34.4,25.6,77,0,6.6,1.9,3.5,0.81
30.1,34.4,25.6,77,0,6.6,1.9,3.5,0.79
30.7,34.7,25.8,71,0,6.3,2.2,5.4,0.9
30.7,34.7,25.8,71,0,6.3,2.2,5.4,0.78
29.9,36.5,26.6,75,0,6.3,1.1,3.5,0.75
29.9,36.5,26.6,75,0,6.3,1.1,3.5,0.52
29.4,35.6,26.2,77,0,6.3,1.9,3.5,0.76
29.4,35.6,26.2,77,0,6.3,1.9,3.5,0.85
30.9,34.7,26.8,71,0,6.6,4.3,11.1,0.88
30.9,34.7,26.8,71,0,6.6,4.3,11.1,0.93
30.5,35.5,27.1,77,0,6.9,1.9,5.4,0.81
30.5,35.5,27.1,77,0,6.9,1.9,5.4,0.81
30.4,35,26.9,78,0,6.3,3,5.4,0.83
30.4,35,26.9,78,0,6.3,3,5.4,0.84
30.3,34.7,26.4,72,0,6.3,1.5,5.4,0.84
30.3,34.7,26.4,72,0,6.3,1.5,5.4,0.88
29.8,35.2,25.6,75,0,6.3,1.9,3.5,0.83
29.8,35.2,25.6,75,0,6.3,1.9,3.5,0.9
30.7,34.9,25.8,73,0,6.3,3,7.6,0.75
30.7,34.9,25.8,73,0,6.3,3,7.6,0.87
30.2,34.5,26.6,71,0,6.3,2.6,7.6,0.95
30.2,34.5,26.6,71,0,6.3,2.6,7.6,0.86
30.7,34.6,26.3,71,0,6.3,2.4,5.4,0.96
30.7,34.6,26.3,71,0,6.3,2.4,5.4,0.94
30.8,35,26.3,72,0,6.3,2.6,7.6,0.97
30.8,35,26.3,72,0,6.3,2.6,7.6,0.96
31.2,35,27.3,74,0,6.3,3,7.6,1.14
31.2,35,27.3,74,0,6.3,3,7.6,0.89
30.2,35.5,25.5,76,0,7.4,3.7,7.6,1.1
30.2,35.5,25.5,76,0,7.4,3.7,7.6,0.86
31,36,27.3,74,0,6.3,3,7.6,0.95
31,36,27.3,74,0,6.3,3,7.6,1.16
28,36,26.2,87,0,5.5,1.7,7.6,1.03
28,36,26.2,87,0,5.5,1.7,7.6,1.01
31,35.2,26.8,72,0,6.9,3.3,7.6,1.01
31,35.2,26.8,72,0,6.9,3.3,7.6,1.04
31.2,35.2,28.7,78,0,6.9,4.8,11.1,1.09
31.2,35.2,28.7,78,0,6.9,4.8,11.1,1.02
30.8,35.6,27.7,78,0,5.5,2.6,7.6,0.98
30.8,35.6,27.7,78,0,5.5,2.6,7.6,0.96
30.8,34.9,27.4,75,0,6.3,2.2,9.4,1.05
30.8,34.9,27.4,75,0,6.3,2.2,9.4,1.04
28.9,35,27,85,0,5.5,0.4,3.5,1.02
28.9,35,27,85,0,5.5,0.4,3.5,0.84
29.7,33.6,26,82,0,6.3,1.1,5.4,0.97
29.7,33.6,26,82,0,6.3,1.1,5.4,1.01
30.7,35.2,28.1,76,0,6.9,7.2,11.1,0.8
30.7,35.2,28.1,76,0,6.9,7.2,11.1,1.05
30.9,35,27.4,77,0,6.9,4.6,11.1,0.86
30.9,35,27.4,77,0,6.9,4.6,11.1,1.25
31.1,35.6,28.2,75,0,6.9,0.7,5.4,1.31
31.1,35.6,28.2,75,0,6.9,0.7,5.4,1.49
30.4,35.4,25.6,77,0,6.3,3,5.4,1.46
30.4,35.4,25.6,77,0,6.3,3,5.4,1.15
31,35.2,27.4,76,0,6.9,4.1,9.4,1.2
31,35.2,27.4,76,0,6.9,4.1,9.4,1.21
31.2,35.5,27.6,73,0,6.9,4.8,11.1,1.09
31.2,35.5,27.6,73,0,6.9,4.8,11.1,1.19
30.9,35.2,27.7,74,0,6.3,2.6,11.1,1.44
30.9,35.2,27.7,74,0,6.3,2.6,11.1,1.13
31.2,35.4,27,73,0,6.9,3.3,7.6,1.34
31.2,35.4,27,73,0,6.9,3.3,7.6,1.4
30.2,36,27.8,77,0,6.9,3.1,7.6,1.22
30.2,36,27.8,77,0,6.9,3.1,7.6,1.39
28.4,34,25.5,84,0,5.5,4.6,9.4,1.72
28.4,34,25.5,84,0,5.5,4.6,9.4,1.5
28.4,34,23.7,84,0,5.8,5.4,7.6,1.41
28.4,34,23.7,84,0,5.8,5.4,7.6,1.2
25.9,34.6,23,94,0,4,1.7,7.6,1.19
25.9,34.6,23,94,0,4,1.7,7.6,1.19
26.8,32.4,23.7,91,0,4.8,4.3,11.1,1.28
26.8,32.4,23.7,91,0,4.8,4.3,11.1,1.37
25.8,32.2,23.8,95,0,3.5,3.1,7.6,1.12
25.8,32.2,23.8,95,0,3.5,3.1,7.6,1.29
29.4,32.5,25,81,0,6.3,4.1,9.4,1.24
29.4,32.5,25,81,0,6.3,4.1,9.4,1.23
27.3,32.2,25.6,89,0,4,4.1,11.1,1.24
27.3,32.2,25.6,89,0,4,4.1,11.1,1.21
29.2,32,25.2,79,0,6.9,4.1,7.6,1.3
29.2,32,25.2,79,0,6.9,4.1,7.6,1.18
27.6,33.5,25.6,87,0,4,3,9.4,1.25
27.6,33.5,25.6,87,0,4,3,9.4,1.2
27.2,32,25.2,84,0,4.8,5.2,9.4,1.5
27.2,32,25.2,84,0,4.8,5.2,9.4,1.56
28,32.5,24.6,79,0,6.9,6.9,14.8,1.74
28,32.5,24.6,79,0,6.9,6.9,14.8,1.81
26.9,32.5,24.7,86,0,5.5,5.4,11.1,1.8
26.9,32.5,24.7,86,0,5.5,5.4,11.1,1.96
28.1,32.5,24.1,79,0,6.9,4.8,11.1,1.65
28.1,32.5,24.1,79,0,6.9,4.8,11.1,1.61
26.6,32.1,25.2,95,0,5.5,1.3,5.4,2.03
26.6,32.1,25.2,95,0,5.5,1.3,5.4,1.95
25.6,30.2,25,94,0,4,8.3,22.2,1.76
25.6,30.2,25,94,0,4,8.3,22.2,1.73
26.1,29.5,24.2,94,0,4,4.6,18.3,1.79
26.1,29.5,24.2,94,0,4,4.6,18.3,1.9
27.8,31,23.6,87,0,5.5,4.6,7.6,2.07
27.8,31,23.6,87,0,5.5,4.6,7.6,2.21
28.1,31.6,24.6,87,0,5.5,5.2,11.1,2.11
28.1,31.6,24.6,87,0,5.5,5.2,11.1,2.11
28.2,31.6,25.3,82,0,5.5,5.6,11.1,2.1
28.2,31.6,25.3,82,0,5.5,5.6,11.1,2.39
26.2,29.5,23,87,0,4,6.3,11.1,2.32
26.2,29.5,23,87,0,4,6.3,11.1,2.06
25.6,30.5,22.7,87,0,3.7,5.6,7.6,2.37
25.6,30.5,22.7,87,0,3.7,5.6,7.6,2.94
26.1,29.8,23,85,0,5.5,4.4,9.4,2.53
26.1,29.8,23,85,0,5.5,4.4,9.4,2.77
26.6,30.6,24,81,0,4,10.9,18.3,2.91
26.6,30.6,24,81,0,4,10.9,18.3,2.49
27.2,31,24.1,84,0,4.8,6.3,11.1,2.91
27.2,31,24.1,84,0,4.8,6.3,11.1,2.55
27.2,31.5,24.7,86,0,5.5,4.4,7.6,2.42
27.2,31.5,24.7,86,0,5.5,4.4,7.6,2.85
26.9,31.2,24.2,86,0,4.8,6.3,14.8,4.85
26.9,31.2,24.2,86,0,4.8,6.3,14.8,5.59
27.8,31.9,24.1,83,0,6.9,8,13,5.48
27.8,31.9,24.1,83,0,6.9,8,13,4.56
27.4,31.9,23,80,0,5.5,7.4,11.1,4.61
27.4,31.9,23,80,0,5.5,7.4,11.1,0.08
28.2,31.8,24.7,83,0,5.5,6.5,9.4,0.06
28.2,31.8,24.7,83,0,5.5,6.5,9.4,0.05
25.9,32.5,24,94,0,3.1,6.1,14.8,0.05
25.9,32.5,24,94,0,3.1,6.1,14.8,0
26.4,30.2,23.6,90,0,3.7,5.9,11.1,0.03
26.4,30.2,23.6,90,0,3.7,5.9,11.1,0.07
25.6,29.6,22.9,86,0,4,4.8,7.6,0.03
25.6,29.6,22.9,86,0,4,4.8,7.6,0
26.9,30,24.2,81,0,5.5,5.9,9.4,0
26.9,30,24.2,81,0,5.5,5.9,9.4,0
26.6,30.6,24.4,84,0,5.5,6.3,7.6,0
26.6,30.6,24.4,84,0,5.5,6.3,7.6,0
26.4,31.5,23.7,76,0,5.8,6.3,11.1,0.01
26.4,31.5,23.7,76,0,5.8,6.3,11.1,0
27.3,31.7,24.4,82,0,5.8,5.6,11.1,0
27.3,31.7,24.4,82,0,5.8,5.6,11.1,0.06
27.2,32,25.1,82,0,5.5,8.3,14.8,0.02
27.2,32,25.1,82,0,5.5,8.3,14.8,0.36
27,30,24.2,82,0,6.9,4.8,9.4,1.11
27,30,24.2,82,0,6.9,4.8,9.4,0.93
26.8,30.9,24.2,86,0,5.5,5.2,9.4,0.87
26.8,30.9,24.2,86,0,5.5,5.2,9.4,0.95
26.5,31.9,24.2,85,0,4.8,7.8,11.1,0.97
26.5,31.9,24.2,85,0,4.8,7.8,11.1,0.81
27.4,31.5,24.6,85,0,6.9,5.4,11.1,0.6
27.4,31.5,24.6,85,0,6.9,5.4,11.1,0.71
28.1,31.4,25.3,80,0,6.9,8.5,14.8,0.69
28.1,31.4,25.3,80,0,6.9,8.5,14.8,0.76
27.7,31.6,25,83,0,4.8,3.9,9.4,0.69
27.7,31.6,25,83,0,4.8,3.9,9.4,0.68
27.6,31.7,25.6,84,0,6.3,6.7,14.8,0.84
27.6,31.7,25.6,84,0,6.3,6.7,14.8,0.67
28.1,32.6,25,78,0,6.9,8.3,14.8,0.92
28.1,32.6,25,78,0,6.9,8.3,14.8,0.93
28.6,32,24.7,71,0,7.4,8,11.1,0.85
28.6,32,24.7,71,0,7.4,8,11.1,0.75
28.1,32.6,24.6,75,0,6.3,7.2,14.8,0.89
28.1,32.6,24.6,75,0,6.3,7.2,14.8,0.81
27.8,31.6,24.6,80,0,6.9,6.9,11.1,0.78
27.8,31.6,24.6,80,0,6.9,6.9,11.1,0.85
27.6,32.3,24.7,79,0,6.3,8,14.8,0.86
27.6,32.3,24.7,79,0,6.3,8,14.8,0.86
27.2,31.5,24.6,84,0,5.5,9.6,18.3,0.84
27.2,31.5,24.6,84,0,5.5,9.6,18.3,0.84
27.7,31,24.4,77,0,6.3,8.9,11.1,0.73
27.7,31,24.4,77,0,6.3,8.9,11.1,0.67
27.6,31.5,24.7,80,0,6.9,6.5,9.4,0.66
27.6,31.5,24.7,80,0,6.9,6.5,9.4,0.67
28.2,31.8,25.1,78,0,6.3,6.7,11.1,0.67
28.2,31.8,25.1,78,0,6.3,6.7,11.1,0.59
26.7,32.6,24.2,85,0,5.5,10,14.8,0.68
26.7,32.6,24.2,85,0,5.5,10,14.8,0.55
26.4,31.2,24.2,86,0,6.3,7.4,11.1,0.56
26.4,31.2,24.2,86,0,6.3,7.4,11.1,0.69
26.6,30.2,24.1,86,0,5.5,4.8,9.4,0.65
26.6,30.2,24.1,86,0,5.5,4.8,9.4,0.63
27.1,31.6,24.6,78,2.285,6.3,7.2,11.1,0.67
27.1,31.6,24.6,78,2.285,6.3,7.2,11.1,0.58
26.7,31.6,23.6,83,4.06,6.3,6.3,11.1,0.74
26.7,31.6,23.6,83,4.06,6.3,6.3,11.1,0.64
26,30,23.2,85,1.02,6.9,5.4,11.1,0.76
26,30,23.2,85,1.02,6.9,5.4,11.1,0.62
26.7,30.2,22.6,84,0,6.9,6.7,11.1,0.57
26.7,30.2,22.6,84,0,6.9,6.7,11.1,0.65
27,31.6,23.7,80,0,6.9,7.4,11.1,0.68
27,31.6,23.7,80,0,6.9,7.4,11.1,0.65
26.9,31.3,24,79,0,6.3,7.6,14.8,0.66
26.9,31.3,24,79,0,6.3,7.6,14.8,0.75
27.2,31,23.1,74,0,6.9,6.7,14.8,0.66
27.2,31,23.1,74,0,6.9,6.7,14.8,0.83
27.7,31.7,24.3,78,0,6.3,5.7,11.1,0.74
27.7,31.7,24.3,78,0,6.3,5.7,11.1,0.86
27.6,32.2,24.8,81,0,6.9,7,11.1,0.83
27.6,32.2,24.8,81,0,6.9,7,11.1,0.81
27.5,32.1,24.7,83,0,6.3,7.4,11.1,0.83
27.5,32.1,24.7,83,0,6.3,7.4,11.1,0.89
27.5,31,23.9,78,0,6.3,4.8,9.4,0.89
27.5,31,23.9,78,0,6.3,4.8,9.4,0.85
27.6,31.5,24.3,77,0,6.9,5.9,11.1,0.86
27.6,31.5,24.3,77,0,6.9,5.9,11.1,0.8
26.9,31.9,23.8,83,0,6.3,5.6,11.1,0.7
26.9,31.9,23.8,83,0,6.3,5.6,11.1,0.86
27.5,31.9,24.6,82,0,6.3,6.3,14.8,0.72
27.5,31.9,24.6,82,0,6.3,6.3,14.8,0.57
28.1,32.6,23.9,74,0,6.9,9.3,11.1,0.81
28.1,32.6,23.9,74,0,6.9,9.3,11.1,0.72
27.8,33,24.6,79,0,6.3,6.9,11.1,0.84
27.8,33,24.6,79,0,6.3,6.9,11.1,0.75
27.7,32.6,24.2,78,0,6.9,8.5,11.1,0.82
27.7,32.6,24.2,78,0,6.9,8.5,11.1,0.77
27.2,33,23.9,77,0,6.3,4.8,11.1,0.74
27.2,33,23.9,77,0,6.3,4.8,11.1,0.79
28.1,33.9,24.5,73,0,6.9,4.8,9.4,0.74
28.1,33.9,24.5,73,0,6.9,4.8,9.4,0.76
27.5,33.5,23.3,69,0,6.3,6.1,11.1,0.63
27.5,33.5,23.3,69,0,6.3,6.1,11.1,0.7
27.3,33.1,23.6,78,0,6.3,5.6,11.1,0.84
27.3,33.1,23.6,78,0,6.3,5.6,11.1,0.89
27.8,32,23.7,77,0,6.3,5.9,9.4,0.85
27.8,32,23.7,77,0,6.3,5.9,9.4,0.86
27.7,33,24,80,0,6.3,4.8,9.4,0.86
27.7,33,24,80,0,6.3,4.8,9.4,0.91
28.1,33.5,23.9,75,0,6.3,3.9,9.4,0.88
28.1,33.5,23.9,75,0,6.3,3.9,9.4,1.01
26.9,33,24,82,0,6.3,5,7.6,0.94
26.9,33,24,82,0,6.3,5,7.6,0.88
28.2,33.1,25.5,78,0,5.5,4.4,7.6,0.96
28.2,33.1,25.5,78,0,5.5,4.4,7.6,0.97
27.9,32.6,25.2,83,0,5.5,5,11.1,0.94
27.9,32.6,25.2,83,0,5.5,5,11.1,0.95
25.1,32.1,23.7,93,0,4,3.9,7.6,0.72
25.1,32.1,23.7,93,0,4,3.9,7.6,0.93
27.7,32.3,24.2,81,0,4.8,3.5,9.4,0.82
27.7,32.3,24.2,81,0,4.8,3.5,9.4,0.89
27.5,32,24.3,78,0,5.5,2.2,9.4,1.04
27.5,32,24.3,78,0,5.5,2.2,9.4,0.98
27.8,32.3,23.6,75,0,6.3,2,5.4,0.89
27.8,32.3,23.6,75,0,6.3,2,5.4,1.03
27.1,32.5,23.9,86,0,4,0,6.4,0.93
27.1,32.5,23.9,86,0,4,0,6.4,1.09
26.8,32.5,24.2,86,0,4.8,1.5,5.4,1.02
26.8,32.5,24.2,86,0,4.8,1.5,5.4,0.88
26.7,30.7,24,87,0,6.3,2,9.4,0.8
26.7,30.7,24,87,0,6.3,2,9.4,1.04
27,32.4,23,85,0,5.5,0,7.95,1.02
27,32.4,23,85,0,5.5,0,7.95,0.98
28.1,33,24,71,0,6.3,1.5,7.6,0.84
28.1,33,24,71,0,6.3,1.5,7.6,0.87
27,33.7,23.8,76,0,5.5,0.9,3.5,0.82
27,33.7,23.8,76,0,5.5,0.9,3.5,0.78
25.8,33,23.2,81,0,4.8,0.9,3.5,0.87
25.8,33,23.2,81,0,4.8,0.9,3.5,0.95
26.74,33.28,23.6,77,0,5.38,1.02,4.32,1.31
