T,TM,Tm,H,PP,VV,V,VM,NOx
36.1,42,26.4,38,0,2.6,13.7,25.9,24.71
33.3,40,25.4,52,0,1.9,8.9,31.7,26.07
33.3,40,25.4,52,0,1.9,8.9,31.7,23.74
30.8,40.2,20.8,60,3.05,3.1,5.6,14.8,26.68
30.8,40.2,20.8,60,3.05,3.1,5.6,14.8,37.88
29.4,36,23,72,0,2.3,8,18.3,49.35
29.4,36,23,72,0,2.3,8,18.3,34.22
31.3125,39.1,23.4,59.125,1.27,2.55,8.0125,22.9125,40.01
31.3125,39.1,23.4,59.125,1.27,2.55,8.0125,22.9125,45.91
31.3125,39.1,23.4,59.125,1.27,2.55,8.0125,22.9125,46.01
31.3125,39.1,23.4,59.125,1.27,2.55,8.0125,22.9125,42.88
31.3125,39.1,23.4,59.125,1.27,2.55,8.0125,22.9125,33.55
31.3125,39.1,23.4,59.125,1.27,2.55,8.0125,22.9125,29.95
31.75,40.2,24.4,52.5,2.03,2.9,9.55,26.85,25.46
31.75,40.2,24.4,52.5,2.03,2.9,9.55,26.85,21.22
33.7,40,25,45,4.06,2.6,8,27.8,24.31
33.7,40,25,45,4.06,2.6,8,27.8,25.19
29.8,40.4,23.8,60,0,3.2,11.1,25.9,24.98
29.8,40.4,23.8,60,0,3.2,11.1,25.9,26.51
32.5,37,24.5,41,0,3.7,11.5,25.9,29.14
32.5,37,24.5,41,0,3.7,11.5,25.9,33.32
36.6,43,24.6,30,0,4,9.1,18.3,34.32
36.6,43,24.6,30,0,4,9.1,18.3,38.54
38.2,45,26.8,26,0,3.4,9.1,22.2,37.25
38.2,45,26.8,26,0,3.4,9.1,22.2,38.88
38.7,45,28.4,27,0,3.1,7.6,13,30.82
38.7,45,28.4,27,0,3.1,7.6,13,21.86
37.6,44.8,27.6,40,0,3.1,7.8,13,21.47
37.6,44.8,27.6,40,0,3.1,7.8,13,25.93
37.3,43.5,30.8,44,0,2.7,9.4,18.3,27.51
37.3,43.5,30.8,44,0,2.7,9.4,18.3,32.07
35.9,42.5,29.4,47,0,2.7,11.9,18.3,33.85
35.9,42.5,29.4,47,0,2.7,11.9,18.3,32.56
35,43.9,26.4,46,0,3.4,7,11.1,26.32
35,43.9,26.4,46,0,3.4,7,11.1,24.77
37.9,43,28,36,0,3.1,6.7,16.5,25.39
37.9,43,28,36,0,3.1,6.7,16.5,38.82
37.4,44,27.2,34,0,2.7,5.6,18.3,31.87
37.4,44,27.2,34,0,2.7,5.6,18.3,32.26
37,41.6,29,38,0,3.2,9.8,18.3,44.39
37,41.6,29,38,0,3.2,9.8,18.3,54.52
37.6,44,29.2,29,0,3.4,11.3,24.1,59.19
37.6,44,29.2,29,0,3.4,11.3,24.1,27.89
37.9,43.7,27.8,28,0,2.9,14.4,37,31.88
37.9,43.7,27.8,28,0,2.9,14.4,37,39.32
32.2,37,24.2,53,0,2.9,6.1,11.1,37.1
32.2,37,24.2,53,0,2.9,6.1,11.1,27.72
33.5,39,25.4,50,0,3.5,6.7,13,30.15
33.5,39,25.4,50,0,3.5,6.7,13,40.39
35.1,39,28.2,50,0,3.1,5.7,14.8,29.57
35.1,39,28.2,50,0,3.1,5.7,14.8,27.85
34.2,39,27.8,60,0,3.1,5.2,11.1,32.78
34.2,39,27.8,60,0,3.1,5.2,11.1,30.78
35.8,41,29.6,52,0,2.7,6.7,18.3,25.41
35.8,41,29.6,52,0,2.7,6.7,18.3,27.49
35.3,41.1,28.6,49,0,2.4,8,18.3,30.5
35.3,41.1,28.6,49,0,2.4,8,18.3,24.75
36.8,42.2,30.6,45,0,3.1,7.6,14.8,29.46
36.8,42.2,30.6,45,0,3.1,7.6,14.8,34.48
34.9,41.6,30,53,0,2.6,6.5,11.1,37.15
34.9,41.6,30,53,0,2.6,6.5,11.1,28.38
34.9,38.4,30.6,58,0,1.9,8.1,11.1,25.5
34.9,38.4,30.6,58,0,1.9,8.1,11.1,21.91
32.1,37,27.6,71,0,2.9,7.8,33.5,24.91
32.1,37,27.6,71,0,2.9,7.8,33.5,37.24
33.7,37,28.6,65,0,2.7,6.7,14.8,34.26
33.7,37,28.6,65,0,2.7,6.7,14.8,25.04
31.6,36.7,28.8,70,0.51,2.7,9.6,18.3,20.35
31.6,36.7,28.8,70,0.51,2.7,9.6,18.3,30.32
35.6,40,31.2,53,0,2.6,13.7,27.8,32.82
35.6,40,31.2,53,0,2.6,13.7,27.8,33.12
34.3,39.6,28.4,58,0,2.7,11.3,20.6,27.61
34.3,39.6,28.4,58,0,2.7,11.3,20.6,34.14
29.1,37.7,24,79,28.96,2.4,7.6,27.8,27.25
29.1,37.7,24,79,28.96,2.4,7.6,27.8,26.71
31.9,36,25,69,4.06,2.7,5.4,9.4,22.68
31.9,36,25,69,4.06,2.7,5.4,9.4,25.22
30.7,37,26,77,0,2.4,5.2,27.8,19.7
30.7,37,26,77,0,2.4,5.2,27.8,26.39
30.6,36.7,25.6,78,8.89,2.7,6.3,14.8,26.89
30.6,36.7,25.6,78,8.89,2.7,6.3,14.8,32.24
28.7,37.8,25,81,21.08,2.4,7.2,16.5,46.78
28.7,37.8,25,81,21.08,2.4,7.2,16.5,35.15
28.6,32,26.2,86,0.51,2.1,7.6,14.8,36.22
28.6,32,26.2,86,0.51,2.1,7.6,14.8,37.52
28.7,32.5,25.4,88,10.92,1.9,8.9,16.5,31.6
28.7,32.5,25.4,88,10.92,1.9,8.9,16.5,34.71
31.9,35.1,27.8,73,0,3.2,6.7,13,58.38
31.9,35.1,27.8,73,0,3.2,6.7,13,54.51
32.9,37,27.8,68,0,3.2,7.8,13,53.08
32.9,37,27.8,68,0,3.2,7.8,13,53.06
30.9,36.9,28,76,0,2.6,6.9,18.3,63.23
30.9,36.9,28,76,0,2.6,6.9,18.3,68.23
30.1,34.6,27.4,81,0.51,2.1,7.6,18.3,86.5
30.1,34.6,27.4,81,0.51,2.1,7.6,18.3,62.13
30.9,35,25.6,77,22.1,2.4,7.2,14.8,42.73
30.9,35,25.6,77,22.1,2.4,7.2,14.8,34.81
33.5,38,27.5,69,0,3.7,8.7,18.3,53.94
33.5,38,27.5,69,0,3.7,8.7,18.3,53.46
31.5,37.9,28.4,73,1.02,3.4,15.4,27.8,55.42
31.5,37.9,28.4,73,1.02,3.4,15.4,27.8,57.98
30.4,35,26.6,81,2.03,2.9,8.5,18.3,80.24
30.4,35,26.6,81,2.03,2.9,8.5,18.3,108.93
30.5,35.5,25.6,83,10.92,2.3,4.3,9.4,64.73
30.5,35.5,25.6,83,10.92,2.3,4.3,9.4,83.98
30.6,35,24.8,78,10.92,2.9,10,24.1,68.91
30.6,35,24.8,78,10.92,2.9,10,24.1,59.73
30.7,34,23.6,70,2.03,2.7,6.1,14.8,86.74
30.7,34,23.6,70,2.03,2.7,6.1,14.8,113.63
31.4,35,25.6,70,0,2.6,8.3,16.5,123.63
31.4,35,25.6,70,0,2.6,8.3,16.5,96.68
32,36,24.8,69,0,2.9,8.1,18.3,61.32
32,36,24.8,69,0,2.9,8.1,18.3,53.58
29.3,34,26.4,81,0.25,2.1,6.7,14.8,51.48
29.3,34,26.4,81,0.25,2.1,6.7,14.8,53.16
31.9,35,25.7,71,3.05,2.9,9.1,18.3,81.72
31.9,35,25.7,71,3.05,2.9,9.1,18.3,54.77
32.9,36.4,27.4,67,0,3.1,5.4,13,73.74
32.9,36.4,27.4,67,0,3.1,5.4,13,56.07
33,36.7,29.2,68,0.76,2.6,5.9,11.1,56.41
33,36.7,29.2,68,0.76,2.6,5.9,11.1,75.05
29.9,37,26.4,76,0.51,2.6,8,18.3,83.09
29.9,37,26.4,76,0.51,2.6,8,18.3,94.33
32.7,36.4,27.1,69,0,2.7,4.3,11.1,114.67
32.7,36.4,27.1,69,0,2.7,4.3,11.1,73.02
33.1,36.6,27.8,67,0,2.3,5.7,11.1,45.36
33.1,36.6,27.8,67,0,2.3,5.7,11.1,32.29
29.9,37.2,27.2,83,46.99,1.9,5.9,11.1,49.47
29.9,37.2,27.2,83,46.99,1.9,5.9,11.1,77.11
31.9,35.5,26.4,74,46.99,2.1,3.9,9.4,106.76
31.9,35.5,26.4,74,46.99,2.1,3.9,9.4,135.9
32.2,36,28.3,70,0,1.9,3.9,11.1,113.99
32.2,36,28.3,70,0,1.9,3.9,11.1,60.68
32.9,37.1,27.8,69,0,2.7,6.5,9.4,42.87
32.9,37.1,27.8,69,0,2.7,6.5,9.4,69.13
32,35,28.8,70,0,2.9,8.3,14.8,73.89
32,35,28.8,70,0,2.9,8.3,14.8,41.04
30.7,35.2,27.3,78,2.03,2.3,5.4,10.7,27.14
30.7,35.2,27.3,78,2.03,2.3,5.4,10.7,49.52
29.1,35.1,25.1,75,0,2.7,7.8,14.8,56.55
29.1,35.1,25.1,75,0,2.7,7.8,14.8,63.15
30.8,35,24.9,68,0,3.1,6.7,13,77.73
30.8,35,24.9,68,0,3.1,6.7,13,82.31
28,35.3,24,81,23.11,2.3,5.4,14.8,107.88
28,35.3,24,81,23.11,2.3,5.4,14.8,148.59
30.2,35,24.5,68,0,2.9,7.2,13,103.48
30.2,35,24.5,68,0,2.9,7.2,13,107.56
29.7,35.1,25.8,73,0,3.4,8.7,16.5,137.04
29.7,35.1,25.8,73,0,3.4,8.7,16.5,114.07
28.5,34,25.4,76,0,3.1,9.1,14.8,115.07
28.5,34,25.4,76,0,3.1,9.1,14.8,138.71
28.7,33,23.8,74,0,2.9,6.7,11.1,76.85
28.7,33,23.8,74,0,2.9,6.7,11.1,32.94
29.2,33,23.4,68,0,3.1,4.3,9.4,43.17
29.2,33,23.4,68,0,3.1,4.3,9.4,43.01
28.8,34.4,21.4,68,0,2.4,5.2,14.8,36
28.8,34.4,21.4,68,0,2.4,5.2,14.8,40.32
27.7,32.9,22.4,61,0,2.4,8.1,18.3,48.79
27.7,32.9,22.4,61,0,2.4,8.1,18.3,72.47
27.2,32,20.2,58,0,3.5,6.7,14.8,66.4
27.2,32,20.2,58,0,3.5,6.7,14.8,57.35
27.5,34,20.3,60,0,3.1,3.3,11.1,36.7
27.5,34,20.3,60,0,3.1,3.3,11.1,44.43
27.8,33.2,20.8,61,0,2.3,3.3,9.4,64.46
27.8,33.2,20.8,61,0,2.3,3.3,9.4,40.79
27.6,34,20.6,63,0,2.3,3.7,9.4,41.2
27.6,34,20.6,63,0,2.3,3.7,9.4,54.95
28.6,34,20.4,61,0,2.3,2.8,7.6,83.47
28.6,34,20.4,61,0,2.3,2.8,7.6,61.51
27.3,34.7,19.8,60,0,2.3,3.7,7.6,79.04
27.3,34.7,19.8,60,0,2.3,3.7,7.6,64.57
26,32.6,19,54,0,2.3,5.6,14.8,135
26,32.6,19,54,0,2.3,5.6,14.8,143.71
24.7,32.5,17.2,58,0,2.3,7.2,18.3,131.13
24.7,32.5,17.2,58,0,2.3,7.2,18.3,110.2
25.2,32.1,18.2,61,0,1.8,3.9,11.1,54.3
25.2,32.1,18.2,61,0,1.8,3.9,11.1,60.14
24.9,30.9,17.6,65,0,1.9,1.9,5.4,46.56
24.9,30.9,17.6,65,0,1.9,1.9,5.4,45.09
25.1,31.4,17.4,57,0,1.8,6.9,14.8,31.03
25.1,31.4,17.4,57,0,1.8,6.9,14.8,50.71
24.7,32,16.8,63,0,1,3,9.4,69.66
24.7,32,16.8,63,0,1,3,9.4,113.97
25.4,32,17.1,66,0,0.6,1.7,5.4,84.22
25.4,32,17.1,66,0,0.6,1.7,5.4,40.99
24.5,31.7,18.8,70,0,0.6,5,14.8,54.26
24.5,31.7,18.8,70,0,0.6,5,14.8,51.19
23.4,29.5,18.7,74,0.25,0.6,7.8,14.8,49.2
23.4,29.5,18.7,74,0.25,0.6,7.8,14.8,60.8
20.6,32.3,17,80,0.76,1,5.6,13,36.38
20.6,32.3,17,80,0.76,1,5.6,13,49.07
21.9,30,15.6,72,0,1.4,3.3,11.1,83.32
21.9,30,15.6,72,0,1.4,3.3,11.1,82.89
21.6,30.1,15.6,63,0,1.6,5.4,11.1,33.47
21.6,30.1,15.6,63,0,1.6,5.4,11.1,45.88
20.3,28.2,13.4,71,0,0.6,0.9,3.5,84.2
20.3,28.2,13.4,71,0,0.6,0.9,3.5,95.06
20.2,28.3,15.4,81,0,0.5,2.6,7.6,116.25
20.2,28.3,15.4,81,0,0.5,2.6,7.6,37.97
21.2,27.6,16,75,0,0.5,1.5,5.4,48.65
21.2,27.6,16,75,0,0.5,1.5,5.4,50.9
19,26.8,12.3,71,0,1.9,4.1,11.1,53.46
19,26.8,12.3,71,0,1.9,4.1,11.1,67.5
19.1,28.2,11.4,70,0,1.9,0.4,3.5,54.17
19.1,28.2,11.4,70,0,1.9,0.4,3.5,73.96
19.3,28.9,12.5,72,0,1.3,0.7,5.4,115.76
19.3,28.9,12.5,72,0,1.3,0.7,5.4,67.5
20,26.8,13.7,74,0,1.4,1.1,5.4,60.54
20,26.8,13.7,74,0,1.4,1.1,5.4,88.53
20.7,27.2,16.2,70,0,1.9,4.3,9.4,54.41
20.7,27.2,16.2,70,0,1.9,4.3,9.4,60.36
20.4,27.9,14.5,76,0,1.4,5.6,9.4,82.69
20.4,27.9,14.5,76,0,1.4,5.6,9.4,107.57
15.7,23.2,9.4,78,0,1.6,4.1,11.1,64.65
15.7,23.2,9.4,78,0,1.6,4.1,11.1,37.63
15.4,23.4,8,72,0,1.8,5.6,14.8,30.48
15.4,23.4,8,72,0,1.8,5.6,14.8,41.54
15.4,24.3,9.1,66,0,1.8,5.7,16.5,70.95
15.4,24.3,9.1,66,0,1.8,5.7,16.5,88.49
15.1,24.2,9.3,85,0,1.3,0.6,25.9,67.21
15.1,24.2,9.3,85,0,1.3,0.6,25.9,111.77
15.3,24.8,8.7,78,0,1,1.5,7.6,32.65
15.3,24.8,8.7,78,0,1,1.5,7.6,26.24
14.8,23.8,7.7,76,0,1.1,1.9,7.6,50.12
14.8,23.8,7.7,76,0,1.1,1.9,7.6,61.5
15.2,21.5,12.4,94,34.04,1,7.2,11.1,51.6
15.2,21.5,12.4,94,34.04,1,7.2,11.1,52.38
14.7,18.7,9.7,88,0.51,1.4,3,5.4,78.58
14.7,18.7,9.7,88,0.51,1.4,3,5.4,46.13
14.2,19.2,9.8,87,0,1.3,6.5,11.1,26.32
14.2,19.2,9.8,87,0,1.3,6.5,11.1,27.57
10.3,18,5.2,94,0,0.3,3.1,7.6,41.36
10.3,18,5.2,94,0,0.3,3.1,7.6,85.92
12.1,17.4,6.4,91,0,0.3,5.7,11.1,71.98
12.1,17.4,6.4,91,0,0.3,5.7,11.1,60.78
12.6,17.5,8.8,90,0,0.6,5.7,9.4,28.54
12.6,17.5,8.8,90,0,0.6,5.7,9.4,29.75
8.4,17.2,6,93,0,0.8,8.1,11.1,34.85
8.4,17.2,6,93,0,0.8,8.1,11.1,61.74
8.8,13,5.4,85,0,0.6,4.6,7.6,34.79
8.8,13,5.4,85,0,0.6,4.6,7.6,29.74
8.6,13.6,4.2,83,0,0.6,3.3,7.6,24.99
8.6,13.6,4.2,83,0,0.6,3.3,7.6,39.57
8.1,14.7,4.8,84,0,1,4.8,9.4,49
8.1,14.7,4.8,84,0,1,4.8,9.4,32.7
10.8,20.2,2.4,84,0,0.6,3.1,13,46.69
10.8,20.2,2.4,84,0,0.6,3.1,13,44.12
13.7,22,4.6,80,0,0.8,2,7.6,48.87
13.7,22,4.6,80,0,0.8,2,7.6,53.31
14.4,23,7.6,82,0,1.3,2,7.6,59.24
14.4,23,7.6,82,0,1.3,2,7.6,55.88
15,19.1,11.6,88,0,1.3,5.4,7.6,54.04
15,19.1,11.6,88,0,1.3,5.4,7.6,30.31
13.2,19,11,99,6.1,0.6,5,7.6,25.31
13.2,19,11,99,6.1,0.6,5,7.6,26.48
10.4,14.6,7.8,89,10.92,0.8,6.3,9.4,22.57
10.4,14.6,7.8,89,10.92,0.8,6.3,9.4,17.41
14.2,23.4,8,85,0.76,1,7.8,13,15.89
14.2,23.4,8,85,0.76,1,7.8,13,18.34
12.6,19.9,8.6,89,0,1,4.3,9.4,16.42
12.6,19.9,8.6,89,0,1,4.3,9.4,16.62
13.7,19.8,6.4,80,0,1,4.4,9.4,18.01
13.7,19.8,6.4,80,0,1,4.4,9.4,19.26
11,17.7,7,87,0,1,9.8,16.5,17.72
11,17.7,7,87,0,1,9.8,16.5,19.33
11.9,16.7,8.3,89,0,0.6,5.2,11.1,21.19
11.9,16.7,8.3,89,0,0.6,5.2,11.1,22.78
13.6,20,9.2,87,0,0.6,3.5,9.4,22.68
13.6,20,9.2,87,0,0.6,3.5,9.4,17.38
11.6,21.1,4.8,80,0,1.6,2.6,5.4,16.51
11.6,21.1,4.8,80,0,1.6,2.6,5.4,18.16
14.7,22.6,6.9,73,0,1.3,5.2,13,23.3
14.7,22.6,6.9,73,0,1.3,5.2,13,21.9
15.5,22.7,8.5,79,0,1,4.3,9.4,14.66
15.5,22.7,8.5,79,0,1,4.3,9.4,19.83
12.9,20.2,7.2,77,0,1.6,6.7,13,22.96
12.9,20.2,7.2,77,0,1.6,6.7,13,24.05
12.3,19.7,5.7,82,0,1.4,3.3,13,25.66
12.3,19.7,5.7,82,0,1.4,3.3,13,16.95
12.1,19.9,6,83,0,1.1,5.7,13,17.02
12.1,19.9,6,83,0,1.1,5.7,13,20.82
12.9,21.2,5.4,74,0,2.1,4.4,13,25.55
12.9,21.2,5.4,74,0,2.1,4.4,13,19.57
12.7,20.4,6.1,79,0,1.1,3.9,7.6,24.17
12.7,20.4,6.1,79,0,1.1,3.9,7.6,22.92
13.7,20.8,7,78,0,1.4,4.6,14.8,24.87
13.7,20.8,7,78,0,1.4,4.6,14.8,19.91
13.9,22.2,6.6,77,0,1.6,3.1,11.1,17.77
13.9,22.2,6.6,77,0,1.6,3.1,11.1,16.38
20,27.4,12.3,67,0,1.8,12,18.3,20.03
20,27.4,12.3,67,0,1.8,12,18.3,22.66
18.8,27.8,13.7,63,0,1.8,13.9,18.3,20.45
18.8,27.8,13.7,63,0,1.8,13.9,18.3,20.45
18.2,25.4,11.5,61,0,1.9,14.1,18.3,19.49
18.2,25.4,11.5,61,0,1.9,14.1,18.3,21.57
19.1,26.9,8.1,70,0,1.9,8.9,18.3,20.79
19.1,26.9,8.1,70,0,1.9,8.9,18.3,24.06
21.8,27.2,13.6,68,1.015,2.1,12.4,22.2,25.58
21.8,27.2,13.6,68,1.015,2.1,12.4,22.2,18.92
16.8,27.5,14.2,85,2.03,2.6,9.8,16.5,20.69
16.8,27.5,14.2,85,2.03,2.6,9.8,16.5,19.17
19.3,26.4,13,79,0,1.4,3.1,9.4,14.47
19.3,26.4,13,79,0,1.4,3.1,9.4,15.6
20.3,27.2,12.7,73,0,1.4,4.3,14.8,14.62
20.3,27.2,12.7,73,0,1.4,4.3,14.8,16.74
20.7,27.4,13,82,0,1.8,4.6,9.4,21.86
20.7,27.4,13,82,0,1.8,4.6,9.4,18.9
21.9,27.6,14.4,77,0,1.9,3.1,7.6,19.89
21.9,27.6,14.4,77,0,1.9,3.1,7.6,26.01
21.2,27.8,14.6,81,0,1.9,1.3,5.4,29.28
21.2,27.8,14.6,81,0,1.9,1.3,5.4,38.49
21.1,28.6,14.3,72,0,1.9,3.7,11.1,25.93
21.1,28.6,14.3,72,0,1.9,3.7,11.1,25.81
17.3,22.4,13,91,20.07,1.9,3.9,9.4,40.17
17.3,22.4,13,91,20.07,1.9,3.9,9.4,37.85
18,24.4,11.1,79,99.06,1.9,5,11.1,21.76
18,24.4,11.1,79,99.06,1.9,5,11.1,25
18.3,25,12.4,72,0,2.7,8.5,18.3,37.41
18.3,25,12.4,72,0,2.7,8.5,18.3,21.37
21.3,28,13.8,63,0,2.6,5.6,9.4,13.26
21.3,28,13.8,63,0,2.6,5.6,9.4,14.69
18.5,28.3,15.6,88,0,1.9,4.8,9.4,14.11
18.5,28.3,15.6,88,0,1.9,4.8,9.4,13.15
18.8,25,12,78,37.08,1.6,4.8,11.1,17.6
18.8,25,12,78,37.08,1.6,4.8,11.1,19.94
23.2,29.8,16,73,0,2.1,4.1,9.4,21.64
23.2,29.8,16,73,0,2.1,4.1,9.4,29.57
24.7,31.2,16.4,72,0,1.9,3.7,7.6,20.45
24.7,31.2,16.4,72,0,1.9,3.7,7.6,16.37
23.6,31.4,17.8,72,0,2.6,3.1,7.6,17.92
23.6,31.4,17.8,72,0,2.6,3.1,7.6,21.44
25.6,33,16.8,70,0,3.1,5.6,14.8,28.36
25.6,33,16.8,70,0,3.1,5.6,14.8,35.09
24.1,33.3,19,75,0,1.9,8.7,18.3,30
24.1,33.3,19,75,0,1.9,8.7,18.3,29.74
21.7,29.2,17.6,80,1.02,2.6,7.4,14.8,22.93
21.7,29.2,17.6,80,1.02,2.6,7.4,14.8,22.01
24.5,32.2,16,54,0,2.6,6.3,9.4,21.79
24.5,32.2,16,54,0,2.6,6.3,9.4,19.98
25.6,32.6,17.4,56,0,2.3,6.3,9.4,14.73
25.6,32.6,17.4,56,0,2.3,6.3,9.4,15.69
24.8,32.7,18.4,53,0,3.7,8.3,16.5,15.57
24.8,32.7,18.4,53,0,3.7,8.3,16.5,17.92
23.2,31,15.4,51,0,3.1,7.2,14.8,19.89
23.2,31,15.4,51,0,3.1,7.2,14.8,17.46
26.7,35.8,17.6,50,0,2.7,8.1,14.8,15.33
26.7,35.8,17.6,50,0,2.7,8.1,14.8,15.72
25.8,34.2,19.8,49,0,3.5,6.1,13,21.17
25.8,34.2,19.8,49,0,3.5,6.1,13,21.75
24.6,33.5,13.5,57,0,3.5,4.6,11.1,22.47
24.6,33.5,13.5,57,0,3.5,4.6,11.1,23.86
30.7,37.6,20.6,49,0,3.5,6.7,14.8,21.94
30.7,37.6,20.6,49,0,3.5,6.7,14.8,15.44
31.1,39.2,23.2,55,0,2.7,2.2,7.6,16.81
0.7,5.8,2.6,54,1.52,23.8,8.7,22.2,135.57
0.7,5.8,2.6,54,1.52,23.8,8.7,22.2,139.468
3.1,8.7,2.9,48,0,17.1,8,20.6,133.71
3.1,8.7,2.9,48,0,17.1,8,20.6,134.02
4,9.2,1.4,61,0,32.5,5.2,9.4,133.09
4,9.2,1.4,61,0,32.5,5.2,9.4,156.21
7.8,13.1,3.4,47,4.06,20,6.7,13,140.31
7.8,13.1,3.4,47,4.06,20,6.7,13,83.55
5.3,11.5,0.5,52,0,27.5,6.9,14.8,63.72
5.3,11.5,0.5,52,0,27.5,6.9,14.8,62.85
5.8,12.4,0.4,53,0,23.8,5,11.1,61.12
5.8,12.4,0.4,53,0,23.8,5,11.1,59.74
7.2,12.9,0.1,55,0,24.9,5.6,11.1,57.08
7.2,12.9,0.1,55,0,24.9,5.6,11.1,52.02
9.7,12.9,3.6,78,0.51,20,4.8,14.8,43.67
9.7,12.9,3.6,78,0.51,20,4.8,14.8,29.33
9.9,14.6,4.1,63,49.02,20,8,16.5,53.2
9.9,14.6,4.1,63,49.02,20,8,16.5,69.87
6.5,13.1,0.9,51,19.812,18.8,7.8,16.5,64.43
6.5,13.1,0.9,51,0,18.8,7.8,16.5,65.59
7.6,13,0.8,54,0,21.2,7.2,11.1,84.43
7.6,13,0.8,54,0,21.2,7.2,11.1,73.89
10.4,13.8,4.4,77,0,13,5.4,9.4,98.17
10.4,13.8,4.4,77,0,13,5.4,9.4,78.9
9.4,14,1.9,67,0,18.8,5.4,9.4,79.9
9.4,14,1.9,67,0,18.8,5.4,9.4,81.43
9.2,11.6,6.9,97,40.89,9.8,5.2,7.6,70.2
9.2,11.6,6.9,97,40.89,9.8,5.2,7.6,67
10.7,18.2,4.8,53,0,16.3,7.2,16.5,64.85
10.7,18.2,4.8,53,0,16.3,7.2,16.5,62.59
5.2,8.9,1.4,42,0.51,21.2,7.2,14.8,61.22
5.2,8.9,1.4,42,0.51,21.2,7.2,14.8,61.55
3.9,9.9,0.6,49,0,24.9,8,14.8,60.76
3.9,9.9,0.6,49,0,24.9,8,14.8,59.79
5.1,10.9,0.7,49,0,21.2,7,16.5,59.25
5.1,10.9,0.7,49,0,21.2,7,16.5,59.34
5.5,11.5,0.1,47,0,29.9,7.6,16.5,58.86
5.5,11.5,0.1,47,0,29.9,7.6,16.5,59.16
7.3,11,0.9,65,0,18.8,5.2,9.4,56.05
7.3,11,0.9,65,0,18.8,5.2,9.4,55.34
4.4,12.6,2.1,41,0,21.2,11.3,22.2,55.32
4.4,12.6,2.1,41,0,21.2,11.3,22.2,53.49
1.3,7.5,2.6,46,0,27.5,6.9,18.3,7.86
1.3,7.5,2.6,46,0,27.5,6.9,18.3,7.53
4.5,10.6,1.3,34,0,26.2,9.1,22.2,7.16
4.5,10.6,1.3,34,0,26.2,9.1,22.2,7
5.6,11.7,1.4,51,0,24.9,4.6,9.4,7.01
5.6,11.7,1.4,51,0,24.9,4.6,9.4,7.08
9.8,14.4,0.2,51,0,17.5,5.9,11.1,6.98
9.8,14.4,0.2,51,0,17.5,5.9,11.1,6.03
6.3,11.3,0.7,46,0,17.5,9.1,18.3,5.99
6.3,11.3,0.7,46,0,17.5,9.1,18.3,2.4
6.8,13.6,0.7,47,0,29.9,6.9,11.1,2.43
6.8,13.6,0.7,47,0,29.9,6.9,11.1,2.43
9.1,11.7,1.3,76,0,12.7,5.2,9.4,2.44
9.1,11.7,1.3,76,9.23,12.7,5.2,9.4,2.42
10.7,15.2,4,70,9.23,13.7,4.6,7.6,2.44
10.7,15.2,4,70,9.23,13.7,4.6,7.6,2.44
8.6,12.3,3.9,93,9.91,13.7,5,9.4,3.27
8.6,12.3,3.9,93,9.91,13.7,5,9.4,5.31
7.9,14,3.7,39,7.87,24.9,8.9,14.8,5.27
7.9,14,3.7,39,7.87,24.9,8.9,14.8,5.31
7.2,12.9,2,71,11.94,19,7,16.5,5.29
7.2,12.9,2,71,11.94,19,7,16.5,5.28
8.2,14.2,1.8,57,4.57,13.7,5.9,9.4,5.25
8.2,14.2,1.8,57,4.57,13.7,5.9,9.4,5.28
8.6,11.5,4,87,0,13.5,6.9,11.1,5.33
8.6,11.5,4,87,0,13.5,6.9,11.1,5.942
9.9,10.5,7.9,96,2.03,19.125,4.4,7.6,5.28
9.9,10.5,7.9,96,2.03,19.125,4.4,7.6,5.26
12.6,18,7.4,80,10.92,24.9,3.1,7.6,5.63
12.6,18,7.4,80,10.92,24.9,3.1,7.6,6.79
8.8,13.8,4.4,72,2.54,13.2,6.3,13,6.75
8.8,13.8,4.4,72,2.54,13.2,6.3,13,6.76
9.3,14.2,0.4,50,0,23.8,6.9,11.1,6.77
9.3,14.2,0.4,50,0,23.8,6.9,11.1,6.78
11.4,17.1,6,47,0,20,6.7,16.5,6.76
11.4,17.1,6,47,0,20,6.7,16.5,6.77
10.8,11.7,7.5,97,1.52,8.5,5.2,7.6,6.76
10.8,11.7,7.5,97,1.52,8.5,5.2,7.6,6.77
15.8,22.2,11.1,87,57.4,17.5,5.4,11.1,6.77
15.8,22.2,11.1,87,57.4,17.5,5.4,11.1,6.35
15.7,20.5,10.8,78,6.1,20,5.9,11.1,5.54
15.7,20.5,10.8,78,6.1,20,5.9,11.1,5.29
14.7,19.6,9.3,77,0,18.8,5.4,11.1,5.28
14.7,19.6,9.3,77,0,18.8,5.4,11.1,5.28
8.3,14.1,2.3,36,0,29.9,8.1,16.5,5.3
8.3,14.1,2.3,36,0,29.9,8.1,16.5,5.29
9.3,14.5,2.2,47,0,22.5,6.7,11.1,5.28
9.3,14.5,2.2,47,0,22.5,6.7,11.1,5.15
12.9,17.5,3.9,49,0,23.8,5.7,11.1,72.09
12.9,17.5,3.9,49,0,23.8,5.7,11.1,30.79
17.6,21.9,12.5,80,0,10.9,4.3,11.1,30.29
17.6,21.9,12.5,80,0,10.9,4.3,11.1,9.19
17.6,22.5,13.6,83,12.45,10.9,3.7,9.4,10.61
