T,TM,Tm,H,PP,VV,V,VM,NOx
31.7,37.8,26,62,0,4.2,18,27.8,73.4
31.7,37.8,26,62,0,4.2,18,27.8,52.81
30.7,37.2,25,57,0,4.2,16.9,25.9,58.67
30.7,37.2,25,57,0,4.2,16.9,25.9,84.61
29.6,33.4,25,61,0,4.3,13.3,22.2,86.53
29.6,33.4,25,61,0,4.3,13.3,22.2,62.86
33.7,39,28,54,0,4,13.1,22.2,64.39
33.7,39,28,54,0,4,13.1,22.2,73.54
34.4,40.4,29,52,0,4.7,13,22.2,71.96
34.4,40.4,29,52,0,4.7,13,22.2,91.2
35.2,42.4,29,45,0,4.3,10.7,22.2,94.37
35.2,42.4,29,45,0,4.3,10.7,22.2,98.56
34.1,40.4,26.6,47,0,4.2,5.7,11.1,99.28
34.1,40.4,26.6,47,0,4.2,5.7,11.1,69.02
37.1,43,30,39,0,4.3,8.1,18.3,75.21
37.1,43,30,39,0,4.3,8.1,18.3,81.16
37.8,45.4,30,32,0,4.3,11.5,22.2,97.6
37.8,45.4,30,32,0,4.3,11.5,22.2,141.74
34.7,40.8,29.8,50,0,4.3,7.2,18.3,115.78
34.7,40.8,29.8,50,0,4.3,7.2,18.3,99.05
33.2,39.4,30,56,0,4,8.3,22.2,90.8
33.2,39.4,30,56,0,4,8.3,22.2,119.9
32.2,39,28,65,2.03,4,10.2,18.3,130.35
32.2,39,28,65,2.03,4,10.2,18.3,131.91
36.2,41,30.8,49,0,4,9.1,18.3,124.91
36.2,41,30.8,49,0,4,9.1,18.3,96.2
33,39,29,58,0,4,11.3,25.9,70.53
33,39,29,58,0,4,11.3,25.9,90.82
31.2,37,26,71,7.87,3.5,6.9,9.4,84.26
31.2,37,26,71,7.87,3.5,6.9,9.4,73.98
30.9,37,26.7,77,2.03,3.2,6.3,18.3,96.95
30.9,37,26.7,77,2.03,3.2,6.3,18.3,161.95
30.2,33.2,28,75,0.51,4,21.1,29.4,117.13
30.2,33.2,28,75,0.51,4,21.1,29.4,163.1
30.4,34,27.6,73,0,4.2,15.7,27.8,197.71
30.4,34,27.6,73,0,4.2,15.7,27.8,165.36
27.3,29,27,97,0.51,2.7,9.6,22.2,126.92
27.3,29,27,97,0.51,2.7,9.6,22.2,115.49
26.9,28.6,26,99,65.02,2.6,8.7,18.3,102.79
26.9,28.6,26,99,65.02,2.6,8.7,18.3,64.03
26.7,30,25,97,49.02,2.1,9.4,18.3,103.98
26.7,30,25,97,49.02,2.1,9.4,18.3,113.68
28.3,32.4,24,84,29.97,3.1,11.1,22.2,96.69
28.3,32.4,24,84,29.97,3.1,11.1,22.2,152.09
30.3,35,23.2,77,13.97,4.2,11.5,31.7,148.93
30.3,35,23.2,77,13.97,4.2,11.5,31.7,108.66
31.9,36,27,68,0,4.2,10,22.2,126.38
31.9,36,27,68,0,4.2,10,22.2,127.25
32.2,37.4,28.4,70,0,3.9,7.8,18.3,61.08
32.2,37.4,28.4,70,0,3.9,7.8,18.3,72.16
32.8,37.2,29,69,0,4,8.5,18.3,95.65
32.8,37.2,29,69,0,4,8.5,18.3,81.91
33.1,37.4,29,66,0,4,6.9,11.1,68.27
33.1,37.4,29,66,0,4,6.9,11.1,93.46
28.7,31,27,84,5.08,3.4,5,11.1,96.74
28.7,31,27,84,5.08,3.4,5,11.1,79.46
29.4,34,27,82,0,3.1,8.1,14.8,98.58
29.4,34,27,82,0,3.1,8.1,14.8,96.77
28.4,33,26.6,87,6.1,3.1,13.5,27.8,94.16
28.4,33,26.6,87,6.1,3.1,13.5,27.8,111.01
30.6,34,27,68,0,4.3,11.1,18.3,96.2
30.6,34,27,68,0,4.3,11.1,18.3,80.49
30.1,33.6,27,78,0,3.7,12,22.2,53.75
30.1,33.6,27,78,0,3.7,12,22.2,70.27
29.6,34,26,82,1.02,3.4,11.5,18.3,80.27
29.6,34,26,82,1.02,3.4,11.5,18.3,67.04
31,35.8,28,75,0.25,3.9,9.8,16.5,64.66
31,35.8,28,75,0.25,3.9,9.8,16.5,67.25
29.9,32.2,26.4,76,11.94,3.9,18,27.8,86.43
29.9,32.2,26.4,76,11.94,3.9,18,27.8,84.2
28.6,31,26.8,80,0,3.9,20.6,27.8,66.39
28.6,31,26.8,80,0,3.9,20.6,27.8,57.98
29.4,33.8,26.7,82,0,3.9,11.1,22.2,54.3
29.4,33.8,26.7,82,0,3.9,11.1,22.2,57.58
29.7,32.6,27,79,2.03,3.7,17,27.8,64.18
29.7,32.6,27,79,2.03,3.7,17,27.8,58.24
28.4,31,26.8,87,2.03,3.2,16.5,22.2,70.61
28.4,31,26.8,87,2.03,3.2,16.5,22.2,79.79
29.2,33,27,83,0,3.2,7.8,18.3,66.81
29.2,33,27,83,0,3.2,7.8,18.3,64.96
29,32,26,83,12.95,3.5,10.7,22.2,80.41
29,32,26,83,12.95,3.5,10.7,22.2,66.72
30.4,34,27.8,81,0,3.4,7.4,14.8,65.41
30.4,34,27.8,81,0,3.4,7.4,14.8,64.28
29.5,34,25,80,7.87,3.7,8.9,22.2,59.88
29.5,34,25,80,7.87,3.7,8.9,22.2,25.29
29.2,32,26.2,81,0,3.5,11.9,18.3,24.29
29.2,32,26.2,81,0,3.5,11.9,18.3,64.97
30.4,34.4,27,76,1.02,4,11.9,22.2,68.39
30.4,34.4,27,76,1.02,4,11.9,22.2,62.84
31.1,34,27,71,1.02,4.3,11.3,20.6,51.85
31.1,34,27,71,1.02,4.3,11.3,20.6,53.03
32,35.6,28,71,0,3.9,9.6,14.8,57.79
32,35.6,28,71,0,3.9,9.6,14.8,51
31.9,36,28.8,74,0,3.9,5.7,11.1,59.45
31.9,36,28.8,74,0,3.9,5.7,11.1,72.57
31.2,36.6,28,75,0,3.9,5.4,14.8,70.26
31.2,36.6,28,75,0,3.9,5.4,14.8,46.09
30.6,35,28,78,0,3.9,11.1,22.2,50.3
30.6,35,28,78,0,3.9,11.1,22.2,46.05
30.2,33.2,28,76,0.25,4.2,15.6,22.2,49.13
30.2,33.2,28,76,0.25,4.2,15.6,22.2,42.84
29.7,33,27.8,79,0,4,15.6,22.2,54.86
29.7,33,27.8,79,0,4,15.6,22.2,51.46
29.4,33,27,83,0,3.4,10.7,14.8,50.49
29.4,33,27,83,0,3.4,10.7,14.8,47.22
28.2,33.2,25,87,3.05,2.9,11.1,22.2,39.22
28.2,33.2,25,87,3.05,2.9,11.1,22.2,50.14
29.1,34,25,83,55.88,3.2,7.2,13,48.5
29.1,34,25,83,55.88,3.2,7.2,13,47.55
30.1,34,26.6,82,0.51,3.4,3.5,9.4,42.53
30.1,34,26.6,82,0.51,3.4,3.5,9.4,55.3
28.4,33,24.8,84,0,3.5,6.1,14.8,44.52
28.4,33,24.8,84,0,3.5,6.1,14.8,54.83
29.7,34.2,26,77,0,3.7,5.4,11.1,57.37
29.7,34.2,26,77,0,3.7,5.4,11.1,58.88
27.6,34,25,87,8.89,3.5,3.7,11.1,69.42
27.6,34,25,87,8.89,3.5,3.7,11.1,61.62
27,30,24,85,7.43,3.4,15.4,22.2,92.02
27,30,24,85,7.43,3.4,15.4,22.2,90.23
24.7,26.2,24,99,11.94,2.7,7.4,14.8,76.55
24.7,26.2,24,99,11.94,2.7,7.4,14.8,76.8
24.6,26,23.8,98,18.03,2.7,6.5,16.5,53.63
24.6,26,23.8,98,18.03,2.7,6.5,16.5,44.36
25.6,29,23,89,1.02,3.9,2,9.4,71.38
25.6,29,23,89,1.02,3.9,2,9.4,53.76
27.4,30.2,23.3,83,0,3.5,5.4,11.1,54.67
27.4,30.2,23.3,83,0,3.5,5.4,11.1,54.28
27.9,32,25,86,0,2.7,4.3,11.1,65.15
27.9,32,25,86,0,2.7,4.3,11.1,55.05
28.6,33,24.6,75,0,3.1,3,14.8,76.54
28.6,33,24.6,75,0,3.1,3,14.8,66.61
27.9,33,24,78,0,3.1,6.5,16.5,55.68
27.9,33,24,78,0,3.1,6.5,16.5,73.86
27.3,31,24,82,0,3.4,3.3,9.4,91.79
27.3,31,24,82,0,3.4,3.3,9.4,76.16
27.1,32.6,22.4,71,0,3.5,4.1,9.4,57.23
27.1,32.6,22.4,71,0,3.5,4.1,9.4,55.07
26.9,32.2,22,71,0,3.5,2.8,13,54.62
26.9,32.2,22,71,0,3.5,2.8,13,54.39
26.7,32,22,73,0,2.7,1.3,9.4,58.97
26.7,32,22,73,0,2.7,1.3,9.4,39.45
25.5,28,23.8,84,2.03,1.9,2.4,16.5,30.01
25.5,28,23.8,84,2.03,1.9,2.4,16.5,11.16
25,28.4,23.3,93,0,2.4,5.7,11.1,11.37
25,28.4,23.3,93,0,2.4,5.7,11.1,11.81
25.5,28.8,23,90,0,1.9,6.9,14.8,13.18
25.5,28.8,23,90,0,1.9,6.9,14.8,18.18
22,24,21,86,0,2.9,8,14.8,13.99
22,24,21,86,0,2.9,8,14.8,11.71
22.9,26.2,20.8,88,0,2.7,4.8,11.1,23.73
22.9,26.2,20.8,88,0,2.7,4.8,11.1,27.13
23.4,28,20,85,0,2.6,3.3,9.4,54.39
23.4,28,20,85,0,2.6,3.3,9.4,35.29
25.2,30.2,21,81,0,1.8,2,9.4,45.29
25.2,30.2,21,81,0,1.8,2,9.4,46.35
25.1,31,21.4,84,0,1.6,0.9,5.4,42.41
25.1,31,21.4,84,0,1.6,0.9,5.4,50.18
25.1,30,21.4,88,0,1,1.1,7.6,43.94
25.1,30,21.4,88,0,1,1.1,7.6,34.96
26.2,31,22,81,0,1.3,4.3,11.1,48.94
26.2,31,22,81,0,1.3,4.3,11.1,35.51
23.3,30,17.4,71,0,2.4,0.6,7.6,12.47
23.3,30,17.4,71,0,2.4,0.6,7.6,19.3
23.8,29.2,18,79,0,2.4,1.5,11.1,23.62
23.8,29.2,18,79,0,2.4,1.5,11.1,25.83
24.5,29.6,20,82,0,3.1,2,7.6,27.81
24.5,29.6,20,82,0,3.1,2,7.6,24.26
21.6,30,15,67,0,2.7,2,11.1,28.38
21.6,30,15,67,0,2.7,2,11.1,25.68
22.3,30,15,68,0,2.4,0.2,3.5,33.47
22.3,30,15,68,0,2.4,0.2,3.5,36.15
22.5,30.2,16.4,66,0,3.1,3.1,9.4,33.97
22.5,30.2,16.4,66,0,3.1,3.1,9.4,28.9
20.6,28,14.2,63,0,3.2,4.4,16.5,24.65
20.6,28,14.2,63,0,3.2,4.4,16.5,22.28
19.9,26.8,15,71,0,2.4,0.9,7.6,36.76
19.9,26.8,15,71,0,2.4,0.9,7.6,47.69
19.9,27,14,72,0,2.1,1.7,9.4,52.04
19.9,27,14,72,0,2.1,1.7,9.4,57.72
26.6,31.4,22.4,78,0,6,3.9,7.6,6.2
26.6,31.4,22.4,78,0,6,3.9,7.6,6.2
26.2,33,19.8,70,0,6.9,3.3,5.4,6.2
26.2,33,19.8,70,0,6.9,3.3,5.4,3.3
26.5,33,21,70,0,6.9,1.1,5.4,4.422
26.5,33,21,70,0,6.9,1.1,5.4,3.3
26.9,32,23.5,78,0,5.8,2,5.4,6.17
26.9,32,23.5,78,0,5.8,2,5.4,4.65
27.6,32,23.7,75,0,7.4,2,9.4,4.69
27.6,32,23.7,75,0,7.4,2,9.4,4.29
27.1,32,24.3,81,0,6.3,3.1,5.4,4.13
27.1,32,24.3,81,0,6.3,3.1,5.4,5.03
26.3,32.7,20.4,65,0,5.5,3,9.4,5.22
26.3,32.7,20.4,65,0,5.5,3,9.4,4.3
26.8,33,21.5,65,0,6.3,2.8,5.4,4.71
26.8,33,21.5,65,0,6.3,2.8,5.4,3.84
27,33,23,71,0,6.9,1.1,5.4,2.57
27,33,23,71,0,6.9,1.1,5.4,3.51
27.5,33,23.5,72,0,6.9,2.4,11.1,5.3
27.5,33,23.5,72,0,6.9,2.4,11.1,4.38
27.5,33,22.5,71,0,5.5,2.2,5.4,3.99
27.5,33,22.5,71,0,5.5,2.2,5.4,4.69
27.2,32.7,22.5,75,0,6.3,3.7,7.6,6
27.2,32.7,22.5,75,0,6.3,3.7,7.6,4.3
27.6,32.8,23.7,76,0,6.3,2.2,5.4,5.31
27.6,32.8,23.7,76,0,6.3,2.2,5.4,4.21
27.3,32.6,23.8,66,0,7.7,3.1,11.1,5.55
27.3,32.6,23.8,66,0,7.7,3.1,11.1,4.69
27.7,32.6,23.1,64,0,6.9,1.9,5.4,5.3
27.7,32.6,23.1,64,0,6.9,1.9,5.4,5.4
28.4,33.8,23.9,62,0,6.9,2,5.4,4.42
28.4,33.8,23.9,62,0,6.9,2,5.4,4.83
27.9,34,23.7,67,0,6.3,3.1,7.6,4.59
27.9,34,23.7,67,0,6.3,3.1,7.6,4.04
27.8,34,23,63,0,6.8,3.1,5.4,3.72
27.8,34,23,63,0,6.8,3.1,5.4,3.79
28.6,34.4,23.4,54,0,6.9,2,7.6,4.3775
28.6,34.4,23.4,54,0,6.9,2,7.6,4.3775
28.3,34,24.4,68,0,7.7,3.5,9.4,5.96
28.3,34,24.4,68,0,7.7,3.5,9.4,4.93
28.1,34,23.7,66,0,6.3,2,5.4,6.05
28.1,34,23.7,66,0,6.3,2,5.4,4.91
28,34,22.8,67,0,6.9,1.3,3.5,5.1
28,34,22.8,67,0,6.9,1.3,3.5,4.39
28.3,33.2,24.6,75,0,6.9,1.5,5.4,3.14
28.3,33.2,24.6,75,0,6.9,1.5,5.4,5.11
28.3,33.2,24,75,0,6.3,3.1,11.1,4.17
28.3,33.2,24,75,0,6.3,3.1,11.1,5.56
28.1,33.5,23.6,71,0,7.7,3.7,11.1,4.62
28.1,33.5,23.6,71,0,7.7,3.7,11.1,5.29
27.2,33.1,21.7,67,0,6.3,4.8,11.1,5.1
27.2,33.1,21.7,67,0,6.3,4.8,11.1,4.5
27.3,33.1,21.8,71,0,6.9,2.6,7.6,6.14
27.3,33.1,21.8,71,0,6.9,2.6,7.6,4.9
27.6,33.4,22.5,60,0,6.9,2.6,7.6,5.66
27.6,33.4,22.5,60,0,6.9,2.6,7.6,5.45
28.2,33.9,23.4,70,0,6.9,1.9,7.6,4.84
28.2,33.9,23.4,70,0,6.9,1.9,7.6,5.44
27.7,33.9,24.3,74,0,5.5,2.6,7.6,4.78
27.7,33.9,24.3,74,0,5.5,2.6,7.6,5.69
28.1,33.3,24.4,74,0,6.9,1.9,5.4,4.91
28.1,33.3,24.4,74,0,6.9,1.9,5.4,4.57
28.3,33.4,23.2,72,0,6.3,3.3,5.4,5.28
28.3,33.4,23.2,72,0,6.3,3.3,5.4,4.69
28.9,33.7,25,73,0,6.9,3,7.6,4.97
28.9,33.7,25,73,0,6.9,3,7.6,4.46
27.8,33.7,24.8,78,0,6.3,1.1,5.4,4.69
27.8,33.7,24.8,78,0,6.3,1.1,5.4,4.05
29.4,34.6,25,70,0,6.6,1.3,5.4,4.77
29.4,34.6,25,70,0,6.6,1.3,5.4,5.05
28.8,34.6,25,71,0.51,6.9,2.8,7.6,4.61
28.8,34.6,25,71,0.51,6.9,2.8,7.6,4.1
27.9,33.9,21.4,73,0,6.9,4.6,11.1,4.05
27.9,33.9,21.4,73,0,6.9,4.6,11.1,4.92
29.2,34.3,25,67,0,6.9,4.3,9.4,5.13
29.2,34.3,25,67,0,6.9,4.3,9.4,5.37
25.9,34.3,24.4,85,1.02,5.5,4.6,9.4,5.01
25.9,34.3,24.4,85,1.02,5.5,4.6,9.4,3.8
27.3,34,23.4,83,19.05,5.5,2.2,9.4,4.33
27.3,34,23.4,83,19.05,5.5,2.2,9.4,4.46
28.4,33.5,24,71,0,6.9,3,9.4,3.49
28.4,33.5,24,71,0,6.9,3,9.4,3.82
28.4,33.5,23.2,67,0,6.9,2.4,5.4,3.24
28.4,33.5,23.2,67,0,6.9,2.4,5.4,5.45
28.9,34.4,23.6,66,0,6.9,2,11.1,4.46
28.9,34.4,23.6,66,0,6.9,2,11.1,4.96
29.8,35.4,25.7,72,0,6.3,2,5.4,3.71
29.8,35.4,25.7,72,0,6.3,2,5.4,4.3
29.6,36.4,24.7,71,0,6.3,3.5,14.8,3.7
29.6,36.4,24.7,71,0,6.3,3.5,14.8,4.38
29.8,36.4,24.7,65,0,7.7,3.1,5.4,4.29
29.8,36.4,24.7,65,0,7.7,3.1,5.4,5.22
29.6,34.5,25.2,69,0,6.9,1.3,5.4,4.12
29.6,34.5,25.2,69,0,6.9,1.3,5.4,4.06
28.6,34.5,25.8,80,0.51,6.3,2.4,11.1,4.4
28.6,34.5,25.8,80,0.51,6.3,2.4,11.1,3.51
27.7,34.4,25.2,82,3.05,6.9,0.9,3.5,4.04
27.7,34.4,25.2,82,3.05,6.9,0.9,3.5,4.24
29.6,34.5,24.7,73,0,7.7,4.3,11.1,5.36
29.6,34.5,24.7,73,0,7.7,4.3,11.1,4.67
29.7,35.1,26.6,77,3.05,6.3,2.6,7.6,4.39
29.7,35.1,26.6,77,3.05,6.3,2.6,7.6,5.39
27.1,35.1,22.9,86,34.04,5.5,2.2,7.6,6.33
27.1,35.1,22.9,86,34.04,5.5,2.2,7.6,5.17
28.5,33.3,25,79,3.05,6,2,5.4,6.06
28.5,33.3,25,79,3.05,6,2,5.4,4.98
26.6,32.9,23.9,83,1.02,5.5,2.2,5.4,3.89
26.6,32.9,23.9,83,1.02,5.5,2.2,5.4,1
28.1,32.8,23.5,74,27.94,6.9,2.4,5.4,0.48
28.1,32.8,23.5,74,27.94,6.9,2.4,5.4,0.83
28.9,32.8,24.5,76,0,6.3,3.9,9.4,0.97
28.9,32.8,24.5,76,0,6.3,3.9,9.4,1.18
29.2,33.8,25.3,75,0,6.9,2.6,11.1,0.68
29.2,33.8,25.3,75,0,6.9,2.6,11.1,1.56
27.4,33.7,23.6,85,1.02,6.3,1.5,7.6,0.99
27.4,33.7,23.6,85,1.02,6.3,1.5,7.6,1.8
25.4,33.3,23,91,14.99,4,3.5,11.1,0
25.4,33.3,23,91,14.99,4,3.5,11.1,0
26.9,33.6,21.5,78,0,6.6,0,7.3,0
26.9,33.6,21.5,78,0,6.6,0,7.3,0
26.3,32.5,24.2,83,1.02,6.3,3.3,5.4,0
26.3,32.5,24.2,83,1.02,6.3,3.3,5.4,0
26.8,32.3,23.4,87,4.06,5.5,0,7.3,0
26.8,32.3,23.4,87,4.06,5.5,0,8.48,0
29.6,34.2,25.5,75,0,6.9,2.8,5.4,0
29.6,34.2,25.5,75,0,6.9,2.8,5.4,2.91
29.7,34.2,25.6,76,0,6.9,4.4,11.1,0.1
29.7,34.2,25.6,76,0,6.9,4.4,11.1,0.6
29.8,34,26.2,69,0,7.4,3,9.4,0
29.8,34,26.2,69,0,7.4,3,9.4,1.41
28.9,34,26.2,80,0,6.9,2,5.4,0.1
28.9,34,26.2,80,0,6.9,2,5.4,0
28.4,34,25.7,77,0.25,6.9,3,11.1,0
28.4,34,25.7,77,0.25,6.9,3,11.1,0.13
28.2,34,25.5,82,0.1,6,2.4,9.4,0
28.2,34,25.5,82,13.87,6,2.4,9.4,0
26.9,31,24.4,91,17.02,5.5,1.5,11.1,0
26.9,31,24.4,91,17.02,5.5,1.5,11.1,5.92
28.5,32.5,24.2,80,6.1,6.9,4.8,9.4,5.43
28.5,32.5,24.2,80,6.1,6.9,4.8,9.4,6.32
28.3,32.5,24.6,85,23.11,6.3,2.8,7.6,7.04
28.3,32.5,24.6,85,23.11,6.3,2.8,7.6,6.78
25.9,31,23.8,94,0.51,4.8,4.4,7.6,5.13
25.9,31,23.8,94,0.51,4.8,4.4,7.6,7.88
28.5,32,23.4,84,40.89,6.9,4.8,11.1,7.73
28.5,32,23.4,84,40.89,6.9,4.8,11.1,9.29
28.8,32,27,88,0,6.3,5.2,11.1,7.43
28.8,32,27,88,0,6.3,5.2,11.1,8.01
29,32.8,25.3,84,17.02,6.9,0,12.025,6.76
29,32.8,25.3,84,17.02,6.9,0,12.025,7.04
29.3,32.8,26.7,83,0,6.3,6.1,11.1,9.57
29.3,32.8,26.7,83,0,6.3,6.1,11.1,9.06
29.7,34.1,26.4,78,0,6.3,6.3,14.8,8.28
29.7,34.1,26.4,78,0,6.3,6.3,14.8,9.24
27.4,33.2,25.2,90,4.06,4.8,1.7,7.6,8.57
27.4,33.2,25.2,90,4.06,4.8,1.7,7.6,7.32
26.7,31.2,24.8,88,14.99,6.3,2.8,9.4,5.33
26.7,31.2,24.8,88,14.99,6.3,2.8,9.4,6.73
28.9,32.8,24.4,81,0,6.9,2.6,7.6,6.92
28.9,32.8,24.4,81,0,6.9,2.6,7.6,7.9
28.3,33,24.6,85,0,6.8,3.1,7.6,8.42
28.3,33,24.6,85,0,6.8,3.1,7.6,8.4
28.4,32.7,24,83,0,6.9,3,7.6,10.9
28.4,32.7,24,83,0,6.9,3,7.6,7.43
26.6,32.6,24,90,48.01,5.5,1.1,5.4,8.96
26.6,32.6,24,90,48.01,5.5,1.1,5.4,8.6
28.6,32.6,24,79,6.1,7.7,5,9.4,6.23
28.6,32.6,24,79,6.1,7.7,5,9.4,3.79
28.2,33,24.4,77,0.51,7.7,7,18.3,5.23
28.2,33,24.4,77,0.51,7.7,7,18.3,5.93
26.6,31.9,24.2,89,16,6,5.4,11.1,6.47
26.6,31.9,24.2,89,16,6,5.4,11.1,5.83
26.9,31.9,24.6,90,11.94,6.3,6.1,16.5,5.755
26.9,31.9,24.6,90,11.94,6.3,6.1,16.5,5.755
28.6,31,24.7,87,17.02,6.9,9.4,11.1,8.33
28.6,31,24.7,87,17.02,6.9,9.4,11.1,4.38
28.6,31.8,26,87,0,6.9,9.6,14.8,4.48
28.6,31.8,26,87,0,6.9,9.6,14.8,4.7
28.6,31.8,25.8,87,6.1,6.3,7.6,14.8,4.77
28.6,31.8,25.8,87,6.1,6.3,7.6,14.8,4.79
27.3,31.5,24.4,89,14.99,6.3,8,18.3,4.97
27.3,31.5,24.4,89,14.99,6.3,8,18.3,6.01
26.2,31.5,23.6,91,22.1,5.3,7.2,14.8,5.85
26.2,31.5,23.6,91,22.1,5.3,7.2,14.8,6.2
24.5,30.7,22.9,96,28.96,3.5,4.4,14.8,5.38
24.5,30.7,22.9,96,28.96,3.5,4.4,14.8,5.17
28.7,32.2,26,82,0,6.9,6.9,18.3,4.64
28.7,32.2,26,82,0,6.9,6.9,18.3,4.7
28.8,32.5,26.2,81,2.03,6.9,5.6,11.1,4.16
28.8,32.5,26.2,81,2.03,6.9,5.6,11.1,4.65
28.4,32.5,25.6,80,0,6.9,8.9,20.6,3.93
28.4,32.5,25.6,80,0,6.9,8.9,20.6,4.2
27.9,32.8,25.2,82,0,6.9,8.5,20.6,3.95
27.9,32.8,25.2,82,0,6.9,8.5,20.6,4.26
28.3,32.8,25,81,0,6.9,7.4,9.4,6.49
28.3,32.8,25,81,0,6.9,7.4,9.4,6.41
27.2,32,24.4,82,2.03,6.3,8.5,18.3,7.53
27.2,32,24.4,82,2.03,6.3,8.5,18.3,7.23
28.4,33.2,24.9,79,0,6.9,11.9,22.2,5.08
28.4,33.2,24.9,79,0,6.9,11.9,22.2,6.13
28.4,33.2,25.2,81,0,6.9,7.6,13,5.59
28.4,33.2,25.2,81,0,6.9,7.6,13,7.11
27.1,32.3,25,87,0.25,6.3,10.9,20.6,10.52
27.1,32.3,25,87,0.25,6.3,10.9,20.6,9.62
25.9,31.4,24.2,87,0.25,6.9,8.1,14.8,10.12
25.9,31.4,24.2,87,0.25,6.9,8.1,14.8,6.9
26.7,31,23.5,86,0.76,6.3,5.4,7.6,10.93
26.7,31,23.5,86,0.76,6.3,5.4,7.6,11.15
27.2,31.2,24.1,86,0,7.7,9.1,14.8,9.77
27.2,31.2,24.1,86,0,7.7,9.1,14.8,9.68
27.6,32.1,24.4,81,0,7.7,8.5,14.8,9.51
27.6,32.1,24.4,81,0,7.7,8.5,14.8,9.35
27.3,32,24.5,80,0,6.9,9.1,14.8,7.08
27.3,32,24.5,80,0,6.9,9.1,14.8,9.49
27.7,32.6,24.1,77,0,6.9,8.9,14.8,10.75
27.7,32.6,24.1,77,0,6.9,8.9,14.8,10.02
27.6,31.1,25,85,0,6.9,5.9,11.1,8.88
27.6,31.1,25,85,0,6.9,5.9,11.1,10.15
28,32.6,25.4,80,0,6.9,8.1,9.4,11.55
28,32.6,25.4,80,0,6.9,8.1,9.4,8.2
27.9,32.6,24.2,77,0,6.9,7,11.1,10.76
27.9,32.6,24.2,77,0,6.9,7,11.1,9.58
27.5,32.4,24.7,82,0.25,6.9,7,14.8,8.48
27.5,32.4,24.7,82,0.25,6.9,7,14.8,7.51
28.4,32.4,25.2,82,2.03,6.9,8.5,22.2,8.92
28.4,32.4,25.2,82,2.03,6.9,8.5,22.2,7.61
28.1,32.4,25.3,82,0,6.9,5.6,9.4,8.7
28.1,32.4,25.3,82,0,6.9,5.6,9.4,10.13
27.8,32.5,24.5,78,0.25,6.3,7.6,11.1,7.84
27.8,32.5,24.5,78,0.25,6.3,7.6,11.1,8.93
27.8,32,24.5,79,1.02,5.5,8.1,11.1,6.26
27.8,32,24.5,79,1.02,5.5,8.1,11.1,5.83
27.9,32,23.8,79,5.08,6.9,8.7,11.1,10.17
27.9,32,23.8,79,5.08,6.9,8.7,11.1,7.77
28.1,32.6,25.2,79,0,6.9,11.1,18.3,7.76
28.1,32.6,25.2,79,0,6.9,11.1,18.3,7.45
28.1,33.2,24.2,81,8.89,6.3,3.7,11.1,7.41
28.1,33.2,24.2,81,8.89,6.3,3.7,11.1,9.07
27.7,32,25,86,5.08,6.9,2,5.4,9.72
27.7,32,25,86,5.08,6.9,2,5.4,7.92
28.3,32,25.3,83,5.08,6.4,2.6,9.4,12.65
28.3,32,25.3,83,5.08,6.4,2.6,9.4,11.58
28.2,33.1,24.9,78,0,7.7,6.9,9.4,11.81
28.2,33.1,24.9,78,0,7.7,6.9,9.4,11.2
28.3,33.1,24.6,74,0,7.7,7.4,14.8,12.31
28.3,33.1,24.6,74,0,7.7,7.4,14.8,12.37
28.6,33.2,24.4,74,0,6.9,6.5,14.8,11.31
28.6,33.2,24.4,74,0,6.9,6.5,14.8,9.13
29.1,34,25.5,75,0,6.9,6.3,7.6,11.44
29.1,34,25.5,75,0,6.9,6.3,7.6,11.74
29.4,34.1,25.5,76,0,6.9,9.1,14.8,12.2
29.4,34.1,25.5,76,0,6.9,9.1,14.8,10.8
29.3,34.4,25.5,75,0,6.9,8.1,11.1,12.02
29.3,34.4,25.5,75,0,6.9,8.1,11.1,11.06
29.3,34.5,25.4,75,0,7.4,7.4,11.1,11.564
29.3,34.5,25.4,75,0,7.4,7.4,11.1,9.58
26.6,31.2,24.5,85,1.02,6.9,3,18.3,9.49
26.6,31.2,24.5,85,1.02,6.9,3,18.3,10.1
27.3,32.2,22.3,82,7.11,6.3,3.1,7.6,9.56
27.3,32.2,22.3,82,7.11,6.3,3.1,7.6,8.43
25.9,32.2,23.8,90,51.05,4.5,0.4,3.5,8.42
25.9,32.2,23.8,90,51.05,4.5,0.4,3.5,8.38
28.3,33,25,79,0.25,6.9,3.1,9.4,8.7
28.3,33,25,79,0.25,6.9,3.1,9.4,8.35
28.5,33,24.2,79,0,6.8,2,9.4,9.23
28.5,33,24.2,79,0,6.8,2,9.4,9.61
27.2,32.5,25.2,87,3.05,6.3,4.6,11.1,7.44
27.2,32.5,25.2,87,3.05,6.3,4.6,11.1,9.29
27.3,31.2,24.8,87,7.87,6.9,5.7,25.9,10.29
27.3,31.2,24.8,87,7.87,6.9,5.7,25.9,9.79
27.8,31.5,24.8,86,7.11,6.9,8.9,22.2,9.43
27.8,31.5,24.8,86,7.11,6.9,8.9,22.2,7.47
28.3,32.5,25,83,0,7.7,4.6,11.1,5.92
28.3,32.5,25,83,0,7.7,4.6,11.1,5.45
28.2,33.2,24.9,89,1.02,6.9,3,5.4,7.5
28.2,33.2,24.9,89,1.02,6.9,3,5.4,8.61
28.6,33.2,24.3,87,35.05,6.9,3.5,7.6,8.26
