T,TM,Tm,H,PP,VV,V,VM,NO
26.2,33,15.6,50,0,3.5,5.6,22.2,11.35
27.9,34,17,50,0,3.5,9.1,18.3,16.68
27.9,34,17,50,0,3.5,9.1,18.3,35.73
27.3,33.2,20.2,51,0,3.9,11.1,29.4,16.77
27.3,33.2,20.2,51,0,3.9,11.1,29.4,14.08
28.2,35,19,48,0,3.9,12.6,25.9,12.14
28.2,35,19,48,0,3.9,12.6,25.9,10.81
23.2,25,20.4,70,0,2.4,12.6,25.9,16.19
23.2,25,20.4,70,0.812,2.4,12.6,25.9,15.03
22.1,29.5,17.6,76,2.03,2.7,7,27.8,18.52
22.1,29.5,17.6,76,2.03,2.7,7,27.8,13.6
25.3,32,16.2,56,0,3.9,9.1,18.3,15.9
25.3,32,16.2,56,0,3.9,9.1,18.3,25.2
29.3,36,20.4,42,0,3.9,3.7,13,21.22
29.3,36,20.4,42,0,3.9,3.7,13,12.93
30.4,38,20,39,0,3.5,8.1,24.1,24.44
30.4,38,20,39,0,3.5,8.1,24.1,16.99
30.2,37,20.5,34,0,3.9,12.6,22.2,16.39
30.2,37,20.5,34,0,3.9,12.6,22.2,10.16
28.8,36,18.7,43,0,3.5,5.4,13,14.5
28.8,36,18.7,43,0,3.5,5.4,13,9.04
30.2,37.2,20.2,47,0,3.1,4.1,9.4,29.89
30.2,37.2,20.2,47,0,3.1,4.1,9.4,38.83
31,38,23.2,54,0,2.9,7,14.8,37.1
31,38,23.2,54,0,2.9,7,14.8,42.21
29.8,36.2,23.5,55,0,3.4,8.5,27.8,18.13
29.8,36.2,23.5,55,0,3.4,8.5,27.8,27.86
28.7,34,21,51,0,3.9,18.1,29.4,20.86
28.7,34,21,51,0,3.9,18.1,29.4,20.94
28.1,33,21,60,0,4,15.9,25.9,26.86
28.1,33,21,60,0,4,15.9,25.9,23.54
29.4,35.2,21.9,65,0,3.1,13.9,18.3,15.29
29.4,35.2,21.9,65,0,3.1,13.9,18.3,36.94
33.8,41,23.2,33,0,3.9,14.1,22.2,13.16
33.8,41,23.2,33,0,3.9,14.1,22.2,15.43
35,42,24.3,31,0,4,9.3,18.3,7.07
35,42,24.3,31,0,4,9.3,18.3,25.86
34.9,42,24.6,30,0,3.9,11.1,20.6,23.06
34.9,42,24.6,30,0,3.9,11.1,20.6,34.92
34.36666667,41.46666667,23.33333333,28,0,3.966666667,10.36666667,25.4,19.48
34.36666667,41.46666667,23.33333333,28,0,3.966666667,10.36666667,25.4,27.54
34.1,41.2,22.7,27,0,4,10,27.8,13.4
34.1,41.2,22.7,27,0,4,10,27.8,47.7
34.36666667,41.46666667,23.33333333,28,0,3.966666667,10.36666667,25.4,36.13
31.45,37.5,24.1,57.5,0,3.45,13.35,20.25,40.65
33.3,40,25,50,0,3.7,11.5,18.3,40.37
33.3,40,25,50,0,3.7,11.5,18.3,29.97
29.6,35,23.2,65,0,3.2,15.2,22.2,28.51
29.6,35,23.2,65,0,3.2,15.2,22.2,23.78
31.45,37.5,24.1,57.5,0,3.45,13.35,20.25,34.85
32.14583333,38.45833333,23.82916667,50,0,3.583333333,12.55833333,21.8375,31.3
32.14583333,38.45833333,23.82916667,50,0,3.583333333,12.55833333,21.8375,32.5
32.14583333,38.45833333,23.82916667,50,0,3.583333333,12.55833333,21.8375,44.41
32.14583333,38.45833333,23.82916667,50,0,3.583333333,12.55833333,21.8375,29.26
32.14583333,38.45833333,23.82916667,50,0,3.583333333,12.55833333,21.8375,22.62
32.14583333,38.45833333,23.82916667,50,0,3.583333333,12.55833333,21.8375,32.018
34.76666667,42.46666667,22.13333333,21.33333333,0,3.933333333,10.83333333,20.9,30.11
34.7,42,21.6,18,0,3.9,12,22.2,6.62
34.7,42,21.6,18,0,3.9,12,22.2,6.29
34.76666667,42.46666667,22.13333333,21.33333333,0,3.933333333,10.83333333,20.9,7.77
34.76666667,42.46666667,22.13333333,21.33333333,0,3.933333333,10.83333333,20.9,11.96
34.9,43.4,23.2,28,0,4,8.5,18.3,16.89
34.9,43.4,23.2,28,0,4,8.5,18.3,15.668
34.9,43.4,23.2,28,0,4,8.5,18.3,15.27
34.9,43.4,23.2,28,0,4,8.5,18.3,21.14
34.9,43.4,23.2,28,0,4,8.5,18.3,20.12
34.9,43.4,23.2,28,0,4,8.5,18.3,12.25
34.9,43.4,23.2,28,0,4,8.5,18.3,9.56
32.02,37.44,24.8,46.4,0,3.96,12.86,18.5,11.17
33.8,40,25.2,32,0,3.9,4.6,11.1,8.35
33.8,40,25.2,32,0,3.9,4.6,11.1,10.99
30.7,36,24.9,56,0,3.9,18,22.2,10.97
30.7,36,24.9,56,0,3.9,18,22.2,14.76
31.1,35.2,23.8,56,0,4.2,19.1,25.9,23.88
31.1,35.2,23.8,56,0,4.2,19.1,25.9,33.5
31,35.2,23.6,48,0,4,9.4,27.8,37.49
31,35.2,23.6,48,0,4,9.4,27.8,41.67
31.8,37,23.9,49,0,4,10,18.3,28.54
31.8,37,23.9,49,0,4,10,18.3,16.92
33.5,38,26.5,48,0,4.2,12.2,18.3,22.14
33.5,38,26.5,48,0,4.2,12.2,18.3,40.11
30.9,35.4,24.2,60,0,4.3,15.6,25.9,67.12
30.9,35.4,24.2,60,0,4.3,15.6,25.9,43.25
29.6,34,23.9,69,0,3.7,16.1,22.2,2.2
29.6,34,23.9,69,0,3.7,16.1,22.2,9.66
31.7,36.4,24,67,0,3.9,13.7,18.3,15.02
31.7,36.4,24,67,0,3.9,13.7,18.3,10.26
30.8,35,25,64,0,3.7,16.9,22.2,39.15
30.8,35,25,64,0,3.7,16.9,22.2,22
30.4,34,24.7,67,0,4,18.5,27.8,28.01
30.4,34,24.7,67,0,4,18.5,27.8,27.35
26.9,29,21.2,79,0,3.1,8.7,22.2,31.12
26.9,29,21.2,79,0,3.1,8.7,22.2,22.73
29.2,34,22,64,0,3.7,9.3,22.2,19.5
29.2,34,22,64,0,3.7,9.3,22.2,32.52
31.2,36,23.2,58,0,4,7.4,18.3,30.13
31.2,36,23.2,58,0,4,7.4,18.3,40.34
31.3,36,23,65,0,3.7,15.4,22.2,24.34
31.3,36,23,65,0,3.7,15.4,22.2,27.92
32.1,37,24.2,62,0,4,10.4,18.3,23.9
32.1,37,24.2,62,0,4,10.4,18.3,89.92
30.8,34.5,24.5,67,0,3.7,12.8,22.2,47.54
30.8,34.5,24.5,67,0,3.7,12.8,22.2,81.46
32.5,37,26.6,62,0,4,11.9,18.3,111.81
32.5,37,26.6,62,0,4,11.9,18.3,109.35
34.1,38,28,58,0,3.9,13.5,25.9,60.77
34.1,38,28,58,0,3.9,13.5,25.9,84.95
33.7,37.5,28.6,61,0,4,20,27.8,84.46
33.7,37.5,28.6,61,0,4,20,27.8,79.32
32.7,37,27.5,66,0,4,15.2,22.2,90.22
32.7,37,27.5,66,0,4,15.2,22.2,35.33
33.7,39,27,58,0,3.7,11.5,22.2,22.17
33.7,39,27,58,0,3.7,11.5,22.2,50.93
31.9,37.3,24,68,0,4,8.3,14.8,42.31
31.9,37.3,24,68,0,4,8.3,14.8,32.08
31.4,37,27,70,0,3.2,13.1,20.6,35.83
31.4,37,27,70,0,3.2,13.1,20.6,25.95
31.8,37.6,26.5,67,0,3.4,11.1,14.8,26.56
31.8,37.6,26.5,67,0,3.4,11.1,14.8,19.51
32.9,37,26.5,66,0,3.7,16.7,22.2,25.35
32.9,37,26.5,66,0,3.7,16.7,22.2,18.5
33.6,38,27.4,62,0,3.9,11.7,18.3,41.72
33.6,38,27.4,62,0,3.9,11.7,18.3,51.17
29.8,37,20.6,80,0,3.1,10.7,18.3,87.29
29.8,37,20.6,80,0,3.1,10.7,18.3,56.02
31.1,35,27.3,79,0,3.5,11.5,16.5,28.96
31.1,35,27.3,79,0,3.5,11.5,16.5,23.47
33.6,38,26.6,68,0,3.7,12.4,18.3,73.86
33.6,38,26.6,68,0,3.7,12.4,18.3,97.13
31.4,35,26.7,79,0,3.1,11.1,27.8,100.19
31.4,35,26.7,79,0,3.1,11.1,27.8,25.66
32.3,36,28.2,71,0,3.4,15.2,22.2,153.27
32.3,36,28.2,71,0,3.4,15.2,22.2,119.32
31.6,35,27,75,0,3.5,15.6,24.1,31.48
31.6,35,27,75,0,3.5,15.6,24.1,12.1
29.5,32,26.6,83,0,3.2,14.3,22.2,24.86
29.5,32,26.6,83,0,3.2,14.3,22.2,33.53
30.7,34,25.3,78,0,4,17,27.8,40.33
30.7,34,25.3,78,0,4,17,27.8,35.89
31.4,34,26.1,76,0,3.7,16.5,25.9,8.72
31.4,34,26.1,76,0,3.7,16.5,25.9,100.68
31.9,35,27,71,0,4,16.5,25.9,37.9
31.9,35,27,71,0,4,16.5,25.9,19.14
31,34,26,78,0,3.9,13.1,22.2,36.6
31,34,26,78,0,3.9,13.1,22.2,34.01
31.4,34,27.1,79,0,3.2,8.1,18.3,43.54
31.4,34,27.1,79,0,3.2,8.1,18.3,72.2
30.9,34,26,81,0,3.2,10.6,74.1,102.71
30.9,34,26,81,0,3.2,10.6,74.1,35.87
28.8,31.2,24.6,87,0,3.5,9.4,18.3,14.58
28.8,31.2,24.6,87,0,3.5,9.4,18.3,22.26
29.9,32,25.4,85,0,3.9,7.8,14.8,34
29.9,32,25.4,85,0,3.9,7.8,14.8,24.91
29.5,33,24.8,84,0,3.9,6.5,16.5,32.92
29.5,33,24.8,84,0,3.9,6.5,16.5,32.77
30.4,33.5,26.1,80,0,3.9,10.7,14.8,44.33
30.4,33.5,26.1,80,0,3.9,10.7,14.8,69.36
30.2,33,26.1,78,0,3.5,17.4,22.2,55.97
30.2,33,26.1,78,0,3.5,17.4,22.2,31.87
29.8,32,25,78,0,3.9,11.5,22.2,28.93
29.8,32,25,78,0,3.9,11.5,22.2,52.48
29.9,33.2,24.6,81,0,3.4,7.2,14.8,32.35
29.9,33.2,24.6,81,0,3.4,7.2,14.8,60.44
31.1,35,25.2,78,0,3.7,8.7,14.8,108.87
31.1,35,25.2,78,0,3.7,8.7,14.8,141.51
30.4,33,24.4,78,0,4,14.3,25.9,86.81
30.4,33,24.4,78,0,4,14.3,25.9,41.66
30.4,34,25,78,0,4.2,17.4,31.7,46.39
30.4,34,25,78,0,4.2,17.4,31.7,61.56
29.3,32,25.1,86,0,3.5,17,24.1,55.95
29.3,32,25.1,86,1.02,3.5,17,24.1,36.26
31.4,35,26,77,1.02,4.2,13,22.2,53.5
31.4,35,26,77,1.02,4.2,13,22.2,64.08
29.4,32,26,87,1.02,2.9,5.9,18.3,84.05
29.4,32,26,87,1.02,2.9,5.9,18.3,167.06
30.3,33,25.3,81,1.02,3.9,15.7,22.2,163.91
30.3,33,25.3,81,1.02,3.9,15.7,22.2,39.12
30.9,34,26.2,81,0,3.4,10.4,16.5,23.33
30.9,34,26.2,81,0,3.4,10.4,16.5,19.37
31.7,36,26.4,77,0.255,3.1,12.8,22.2,27.27333333
31.7,36,26.4,77,0.255,3.1,12.8,22.2,27.27333333
30.7,34,25.4,76,0,3.5,15,25.9,27.27333333
30.7,34,25.4,76,0,3.5,15,25.9,41.83791667
30.4,33.5,25.3,80,0,3.9,6.9,14.8,41.83791667
30.4,33.5,25.3,80,0,3.9,6.9,14.8,41.83791667
31.1,34,25.2,76,0,4,11.7,18.3,41.83791667
31.1,34,25.2,76,0,4,11.7,18.3,41.83791667
31.9,36,25.8,76,0,3.5,5.9,11.1,41.83791667
31.9,36,25.8,76,0,3.5,5.9,11.1,34.395
29.4,32.2,22.9,76,0,4.2,12,25.9,34.395
29.4,32.2,22.9,76,0,4.2,12,25.9,34.395
32.3,37,26.2,73,0,3.9,10.7,16.5,34.395
32.3,37,26.2,73,0,3.9,10.7,16.5,21.36
31.6,35,26.2,79,0,3.1,10.6,18.3,47.43
31.6,35,26.2,79,0,3.1,10.6,18.3,64.16666667
30.2,35,24.6,82,10.92,3.4,7.2,18.3,64.16666667
30.2,35,24.6,82,10.92,3.4,7.2,18.3,64.16666667
29.8,34.8,26.4,87,0,2.3,8.3,16.5,6.3
29.8,34.8,26.4,87,0,2.3,8.3,16.5,61.5
29.1,33,24.7,88,4.368,2.9,5.9,27.8,124.7
29.1,33,24.7,88,1.911,2.9,5.9,27.8,103.4
27.8,30,23.6,92,1.911,3.1,5.7,14.8,102.9
27.8,30,23.6,92,1.911,3.1,5.7,14.8,119.24
28.6,31,24,91,1.911,3.1,5.6,13,34.65
28.6,31,24,91,1.911,3.1,5.6,13,78.38
29.6,32,25,88,1.911,2.6,4.4,11.1,176.54
29.6,32,25,88,0,2.6,4.4,11.1,87.74
29.3,33,24.7,85,0,2.9,10.7,14.8,120.23
29.3,33,24.7,85,0,2.9,10.7,14.8,83.4
30.2,34,24.6,82,0,3.4,8.7,14.8,97.94
30.2,34,24.6,82,0,3.4,8.7,14.8,83.338
31.5,36,25.4,75,0,3.7,8.3,16.5,27.38
31.5,36,25.4,75,0,3.7,8.3,16.5,44.41
30.6,35,24.3,78,0,3.4,3.1,11.1,13.7
30.6,35,24.3,78,0,3.4,3.1,11.1,4.66
30.2,33,25.6,87,0,2.9,5.2,13,0.72
30.2,33,25.6,87,0,2.9,5.2,13,0.7
29,33,23.3,80,0,3.7,16.7,27.8,3.22
29,33,23.3,80,0,3.7,16.7,27.8,6.14
27.8,32,22.6,86,0,3.2,14.3,22.2,5.95
27.8,32,22.6,86,0,3.2,14.3,22.2,6.59
27.2,30,23.1,88,0,3.1,11.9,18.3,8.87
27.2,30,23.1,88,0,3.1,11.9,18.3,5.17
28.3,31,23.6,86,0,2.4,9.3,16.5,5.09
28.3,31,23.6,86,0,2.4,9.3,16.5,14.33
31.1,35.5,25.5,78,0,3.9,10,18.3,8.56
31.1,35.5,25.5,78,0,3.9,10,18.3,2.05
31.2,35.2,25.2,77,0,4,6.7,13,2.03
31.2,35.2,25.2,77,0,4,6.7,13,2.12
31.7,36,25.4,74,0,4.2,4.1,18.3,4.8
31.7,36,25.4,74,0,4.2,4.1,18.3,1.92
30.3,35,25.2,77,0,3.7,10,22.2,1.86
30.3,35,25.2,77,0,3.7,10,22.2,1.8
27.6,32,22,89,0,2.4,7.4,16.5,4.24
27.6,32,22,89,0,2.4,7.4,16.5,2.02
25.9,27.5,24,97,0,2.3,6.7,11.1,4.6
25.9,27.5,24,97,0,2.3,6.7,11.1,4.39
28.9,34,22,74,0,3.4,8.3,14.8,1.67
28.9,34,22,74,0,3.4,8.3,14.8,1.76
28.2,33,22.2,74,0,3.2,5.9,11.1,4.06
28.2,33,22.2,74,0,3.2,5.9,11.1,4.12
27.6,34,21,73,0,3.5,6.1,11.1,6.59
27.6,34,21,73,0,3.5,6.1,11.1,4.1325
27.4,33,21.3,72,0,3.4,6.5,13,4.1325
27.4,33,21.3,72,0,3.4,6.5,13,4.1325
26.9,33,20.2,68,0,3.2,6.3,13,4.1325
26.9,33,20.2,68,0,3.2,6.3,13,4.1325
27.3,33.2,19.8,70,0,3.5,5,11.1,4.1325
27.3,33.2,19.8,70,0,3.5,5,11.1,4.1325
26.7,33,19.1,71,0,2.3,5.4,11.1,4.1325
26.7,33,19.1,71,0,2.3,5.4,11.1,4.1325
26.7,33,19.6,72,0,2.6,3.7,11.1,4.1325
26.7,33,19.6,72,0,2.6,3.7,11.1,3.702391304
27.5,33,20.5,69,0,2.6,5,9.4,3.702391304
27.5,33,20.5,69,0,2.6,5,9.4,3.702391304
26.8,32,19,66,0,2.6,6.1,33.5,3.702391304
26.8,32,19,66,0,2.6,6.1,33.5,3.702391304
27.2,33.2,20.4,62,0,3.4,8.1,14.8,3.702391304
27.2,33.2,20.4,62,0,3.4,8.1,14.8,3.702391304
26.7,33.2,20.2,63,0,3.2,7,16.5,3.702391304
26.7,33.2,20.2,63,0,3.2,7,16.5,3.702391304
27.4,34,18.6,59,0,2.9,5,11.1,3.702391304
27.4,34,18.6,59,0,2.9,5,11.1,3.702391304
23.8,31,16.6,66,0,2.1,6.1,11.1,3.702391304
23.8,31,16.6,66,0,2.1,6.1,11.1,3.702391304
22.2,30,15.4,73,0,1.8,3.7,11.1,3.702391304
22.2,30,15.4,73,0,1.8,3.7,11.1,3.702391304
22.4,30,15.1,70,0,1.3,2,9.4,3.702391304
22.4,30,15.1,70,0,1.3,2,9.4,3.702391304
22.575,30,15.55,69.75,0,1.775,2.95,10.725,3.702391304
22.575,30,15.55,69.75,0,1.775,2.95,10.725,3.702391304
23.3,30,16.6,66,0,2.7,4.1,13,3.702391304
23.3,30,16.6,66,0,2.7,4.1,13,3.702391304
22.9,30,14.7,63,0,3.2,5.4,13,3.702391304
22.9,30,14.7,63,0,3.2,5.4,13,3.702391304
22.1,30,14,59,0,2.9,6.9,18.3,3.702391304
22.1,30,14,59,0,2.9,6.9,18.3,3.702391304
21,28,14.4,74,0,1.6,1.9,7.6,3.702391304
21,28,14.4,74,0,1.6,1.9,7.6,3.702391304
21.1,29,15.1,75,0,1.8,3.9,11.1,3.702391304
21.1,29,15.1,75,0,1.8,3.9,11.1,3.702391304
21.3,28,14.3,73,0,1.8,4.3,13,3.702391304
21.3,28,14.3,73,0,1.8,4.3,13,3.702391304
20.2,27.5,13,71,0,2.4,2.6,13,3.702391304
20.2,27.5,13,71,0,2.4,2.6,13,3.702391304
20.5,27,14,77,0,1.4,2.2,9.4,3.702391304
20.5,27,14,77,0,1.4,2.2,9.4,3.702391304
20.2,26,15,87,0,1,1.1,9.4,3.702391304
20.2,26,15,87,0,1,1.1,9.4,3.702391304
22,28,16.6,80,0,2.6,4.1,11.1,3.702391304
22,28,16.6,80,0,2.6,4.1,11.1,3.702391304
21.9,28,16.6,84,0,1.9,1.9,11.1,3.702391304
21.9,28,16.6,84,0,1.9,1.9,11.1,3.702391304
20.2,23.5,16.9,92,0,0.6,6.9,11.1,3.702391304
20.2,23.5,16.9,92,0,0.6,6.9,11.1,3.702391304
16.2,22,12.5,88,0,1,5.4,11.1,3.702391304
16.2,22,12.5,88,0,1,5.4,11.1,3.702391304
16.5,22,12,84,0,1.3,5.2,16.5,3.702391304
16.5,22,12,84,0,1.3,5.2,16.5,3.702391304
15.8,20,11.5,81,0,1.6,5.6,11.1,3.702391304
15.8,20,11.5,81,0,1.6,5.6,11.1,3.702391304
15.7,20,12.2,85,0,1.4,6.5,11.1,3.702391304
15.7,20,12.2,85,0,1.4,6.5,11.1,3.702391304
14.4,19,9.6,91,0,0.6,3,11.1,3.702391304
14.4,19,9.6,91,0,0.6,3,11.1,3.702391304
14.9,21,10.2,90,0,0.8,2.6,11.1,3.702391304
14.9,21,10.2,90,0,0.8,2.6,11.1,3.702391304
19.1,25.5,11.6,71,0,2.4,8,14.8,3.702391304
19.1,25.5,11.6,71,0,2.4,8,14.8,3.702391304
18.2,25,11,68,0,1.9,6.1,13,3.702391304
18.2,25,11,68,0,1.9,6.1,13,3.702391304
16.9,24,10.5,77,0,1.1,2.8,7.6,3.702391304
16.9,24,10.5,77,0,1.1,2.8,7.6,3.702391304
20.1,26,13.5,81,0,1.1,4.4,11.1,3.702391304
20.1,26,13.5,81,0,1.1,4.4,11.1,3.702391304
17.8,21.2,13.2,92,0,0.6,7,18,3.702391304
17.8,21.2,13.2,92,0,0.6,7,18,3.702391304
15.5,17,11.7,93,0,1,4.8,11.1,3.702391304
15.5,17,11.7,93,0,1,4.8,11.1,3.702391304
17.34,20.48,12.66,90.2,0,0.86,5.6,13.86,3.702391304
16.78,20.8,12.8,87.6,0,1.18,4.7,12.05,3.702391304
17.1,22,13,83,0,1.4,4.8,13,3.702391304
17.1,22,13,83,0,1.4,4.8,13,3.702391304
16.4,19,12.7,91,0,1,2.8,11.1,3.702391304
16.4,19,12.7,91,0,1,2.8,11.1,3.702391304
16.9,22,12.6,90,0,1.1,8.3,12.05,3.702391304
16.9,22,12.6,90,0,1.1,8.3,11.86,3.702391304
15.3,21,10.5,86,0,1,4.8,11.1,3.702391304
15.3,21,10.5,86,0,1,4.8,11.1,3.702391304
18.4,24,13.3,73,0,2.4,5.7,13,3.702391304
18.4,24,13.3,73,0,2.4,5.7,13,3.702391304
18.3,24,11.6,76,0,1.6,3.7,11.1,3.702391304
18.3,24,11.6,76,0,1.6,3.7,11.1,3.702391304
13.4,20,5,57,0,3.1,7,22.2,3.702391304
13.4,20,5,57,0,3.1,7,22.2,3.702391304
13.7,21,4.8,59,0,1.9,5.7,13,3.702391304
13.7,21,4.8,59,0,1.9,5.7,13,3.702391304
14.7,23,5.7,69,0,2.1,4.4,11.1,3.702391304
14.7,23,5.7,69,0,2.1,4.4,11.1,3.702391304
18.2,25,10.2,58,0,3.1,7.6,16.5,3.702391304
18.2,25,10.2,58,0,3.1,7.6,16.5,3.702391304
18.5,26,10.7,60,0,2.6,11.9,22.2,3.702391304
18.5,26,10.7,60,0,2.6,11.9,22.2,3.702391304
17.4,25,9.3,63,0,2.7,6.7,14.8,3.702391304
17.4,25,9.3,63,0,2.7,6.7,14.8,3.702391304
20.5,28,11.7,68,0,2.3,1.9,9.4,3.702391304
20.5,28,11.7,68,0,2.3,1.9,9.4,3.702391304
20.6,28,12.3,71,0,2.1,3.7,13,3.702391304
20.6,28,12.3,71,0,2.1,3.7,13,3.702391304
19.9,24,15.5,75,0,2.1,6.3,14.8,3.702391304
19.9,24,15.5,75,0,2.1,6.3,14.8,3.702391304
16.9,23,9.1,78,0,1.4,2.8,7.6,3.702391304
16.9,23,9.1,78,0,1.4,2.8,7.6,3.702391304
15.9,20,11.5,87,0,1.6,2.4,7.6,3.702391304
15.9,20,11.5,87,0,1.6,2.4,7.6,3.702391304
15.9,22,8.7,81,0,1.6,3.9,14.8,3.702391304
15.9,22,8.7,81,0,1.6,3.9,14.8,3.702391304
17.3,24,10.1,79,0,1.8,3,11.1,3.702391304
17.3,24,10.1,79,0,1.8,3,11.1,3.702391304
20.3,27,14.1,59,0,3.2,7.8,18.3,3.702391304
20.3,27,14.1,59,0,3.2,7.8,18.3,3.702391304
19.1,26.2,10.6,63,0,3.2,3.3,14.8,3.702391304
19.1,26.2,10.6,63,0,3.2,3.3,14.8,3.702391304
19.9,28,10.1,59,0,2.9,1.1,11.1,3.702391304
19.9,28,10.1,59,0,2.9,1.1,11.1,3.702391304
22.1,29,13.1,63,0,3.1,3.3,11.1,3.702391304
22.1,29,13.1,63,0,3.1,3.3,11.1,3.702391304
21.7,29,14.5,64,0,2.9,3.9,11.1,3.702391304
21.7,29,14.5,64,0,2.9,3.9,11.1,3.702391304
20.2,27,12,62,0,2.9,3.7,11.1,3.702391304
20.2,27,12,62,0,2.9,3.7,11.1,3.702391304
22.8,29,15.6,73,0,1.9,3.3,11.1,3.702391304
22.8,29,15.6,73,0,1.9,3.3,11.1,3.702391304
23.9,31,16.8,70,0,2.4,6.1,14.8,3.702391304
23.9,31,16.8,70,0,2.4,6.1,14.8,3.702391304
25.4,33.5,16.3,58,0,3.5,4.6,11.1,3.702391304
25.4,33.5,16.3,58,0,3.5,4.6,11.1,3.702391304
20.3,27,11.5,50,0,3.9,5.4,11.1,3.702391304
20.3,27,11.5,50,0,3.9,5.4,11.1,3.702391304
21.2,29,12.1,54,0,3.7,3.7,14.8,3.702391304
21.2,29,12.1,54,0,3.7,3.7,14.8,3.702391304
22.3,30,12.1,48,0,3.9,4.6,13,3.702391304
22.3,30,12.1,48,0,3.9,4.6,13,27.6205
24.4,33,13.7,53,0,3.5,4.4,16.5,27.6205
24.4,33,13.7,53,0,3.5,4.4,16.5,27.6205
25.7,34,15.4,51,0,4,4.8,13,27.6205
25.7,34,15.4,51,0,4,4.8,13,27.6205
25.8,33,18.1,48,0,3.9,5.2,11.1,27.6205
25.8,33,18.1,48,0,3.9,5.2,11.1,27.6205
23.6,31,12.4,42,0,4.3,4.6,14.8,27.6205
23.6,31,12.4,42,0,4.3,4.6,14.8,27.6205
24.1,32,14.1,47,0,4,5,16.5,27.6205
24.1,32,14.1,47,0,4,5,16.5,30.05666667
24.4,30,18.2,61,0,2.7,2.8,9.4,30.05666667
24.4,30,18.2,61,0,2.7,2.8,9.4,30.05666667
20.7,28,11.7,46,0,4,8.9,18.3,30.05666667
20.7,28,11.7,46,0,4,8.9,18.3,30.05666667
22.1,29,11.2,44,0,3.9,5,11.1,30.05666667
22.1,29,11.2,44,0,3.9,5,11.1,30.05666667
22.1,29,12.1,47,0,3.7,5.9,16.5,30.05666667
22.1,29,12.1,47,0,3.7,5.9,16.5,30.05666667
21.3,26.5,15.1,67,0,1.9,3.9,11.1,30.05666667
21.3,26.5,15.1,67,0,1.9,3.9,11.1,30.05666667
24.4,31,15,55,0,3.1,6.1,13,30.05666667
24.4,31,15,55,0,3.1,6.1,13,30.05666667
24.6,31,15.6,60,0,3.5,6.3,11.1,30.05666667
24.6,31,15.6,60,0,3.5,6.3,11.1,30.05666667
30.9,38,22.5,49,0,3.7,11.1,22.2,5.81
30.9,38,22.5,49,0,3.7,11.1,22.2,66.18
27.9,34,20.6,63,0,3.1,7.4,14.8,18.18
27.9,34,20.6,63,0,3.1,7.4,14.8,3.65
29.4,35,21.6,59,0,3.2,7.8,18.3,7.74
29.4,35,21.6,59,0,3.2,7.8,18.3,7.29
28.7,33,22,68,0,2.9,4.6,11.1,8.06
28.7,33,22,68,0,2.9,4.6,11.1,14.32
31,37,22.7,63,0,2.9,4.3,18.3,14.63
31,37,22.7,63,0,2.9,4.3,18.3,14.64
30.6,37,22.6,58,0,3.1,3.1,11.1,14.26
30.6,37,22.6,58,0,3.1,3.1,11.1,5.59
32.6,40,23.8,46,0,3.1,3,18.3,16.52
32.6,40,23.8,46,0,3.1,3,18.3,15.57
31.2,36.2,23.1,65,0,3.1,7.4,14.8,19.87
31.2,36.2,23.1,65,0,3.1,7.4,14.8,96.9
32.7,39.2,23.2,44,0,3.9,3.5,11.1,12.26
32.7,39.2,23.2,44,0,3.9,3.5,11.1,10.84
31.2,38.2,21.6,25,0,4.3,9.1,22.2,4.38
31.2,38.2,21.6,25,0,4.3,9.1,22.2,17.3
31.4,38,23.2,49,0,3.9,7.4,18.3,16.55
31.4,38,23.2,49,0,3.9,7.4,18.3,13.01
31.7,37,23.6,53,0,3.2,9.4,14.8,13.14
31.7,37,23.6,53,0,3.2,9.4,14.8,15.13
29.3,34,23.7,46,0,3.2,14.3,33.5,11.43
29.3,34,23.7,46,0,3.2,14.3,33.5,15.39
32.2,37.5,26,61,0,2.4,6.9,14.8,13.62
32.2,37.5,26,61,0,2.4,6.9,14.8,44.94
27.8,31,23.5,61,0,2.7,15.6,18.3,48.95
27.8,31,23.5,61,0,2.7,15.6,18.3,45.73
28.3,32,22.9,73,0,2.7,14.4,20.6,20.02
28.3,32,22.9,73,0,2.7,14.4,20.6,20.16
33.2,40.2,23,42,0,4,7.2,18.3,57.56
33.2,40.2,23,42,0,4,7.2,18.3,31.78
32.9,40.5,22.2,31,0,4.2,6.1,18.3,48.93
32.9,40.5,22.2,31,0,4.2,6.1,18.3,23.46
33.4,41,22.3,27,0,3.9,4.6,18.3,71.418
33.4,41,22.3,27,0,3.9,4.6,18.3,36.27
28.1,31,22.6,53,0,3.2,9.3,25.9,216.65
28.1,31,22.6,53,0,3.2,9.3,25.9,131.31
30.8,37,21.7,44,0,4.2,2.4,11.1,81.14
30.8,37,21.7,44,0,4.2,2.4,11.1,45.89
33.7,40.2,22.6,40,0,4.2,2.8,11.1,35.54
33.7,40.2,22.6,40,0,4.2,2.8,11.1,64.93
31.9,37,23.7,57,0,3.9,11.5,20.6,56.73
31.9,37,23.7,57,0,3.9,11.5,20.6,220.86
31.7,36,24.8,64,0,3.2,14.4,22.2,120.78
31.7,36,24.8,64,0,3.2,14.4,22.2,56.27
25.4,29,19.5,75,0,3.2,9.4,24.1,116.65
25.4,29,19.5,75,0,3.2,9.4,24.1,137.77
32.4,37,26.1,61,0,3.4,8.3,25.9,71.19
