T,TM,Tm,H,PP,VV,V,VM,NO
30,33.8,25.2,76,0,4,10.9,22.2,21.91
30,33.8,25.2,76,0,4,10.9,22.2,18.38
31.1,35,25.6,68,0,3.5,10.2,24.1,17.7
31.1,35,25.6,68,0,3.5,10.2,24.1,16.53
30.7,34,25.4,71,0,4,10.9,22.2,15.53
30.7,34,25.4,71,0,4,10.9,22.2,20.39
31.6,35,27,69,0,4.3,11.5,29.4,20.58
31.6,35,27,69,0,4.3,11.5,29.4,14.78
33.1,37.2,26.4,46,0,4.2,9.1,22.2,11.95
33.1,37.2,26.4,46,0,4.2,9.1,22.2,15.68
30.6,34.2,25.2,67,0,4.8,10.7,24.1,17.96
30.6,34.2,25.2,67,0,4.8,10.7,24.1,22.24
30.4,34,25.7,67,0,4.3,10,25.9,23.7
30.4,34,25.7,67,0,4.3,10,25.9,25.81
30.1,33,24.4,69,0,4.8,11.5,27.8,28.29
30.1,33,24.4,69,0,4.8,11.5,27.8,27.15
30.2,33.6,25.8,69,0,4.5,11.1,27.8,26.58
30.2,33.6,25.8,69,0,4.5,11.1,27.8,25.25
30.7,33.6,27.8,72,0,4.5,12.4,24.1,27.64
19.8,25.2,14,74,0,1.8,7.4,18.3,14.41
19.8,25.2,14,74,0,1.8,7.4,18.3,25
19.8,22.5,16.6,86,5.08,1.6,8,14.8,14.29
19.8,22.5,16.6,86,5.08,1.6,8,14.8,13.03
19.1,20,18.5,95,0,1.1,4.6,11.1,10.4
19.1,20,18.5,95,0,1.1,4.6,11.1,21.02
15.2,20.8,10,82,0,1.3,3,9.4,20.35
15.2,20.8,10,82,0,1.3,3,9.4,23.38
15.7,21,10,84,0,1.3,5.6,11.1,26.99
15.7,21,10,84,0,1.3,5.6,11.1,23.36
14.9,18.7,13,84,0,1.3,10,14.8,12.19
14.9,18.7,13,84,0,1.3,10,14.8,10.67
11.4,17.1,8,92,0,0.6,4.6,11.1,3.74
11.4,17.1,8,92,0,0.6,4.6,11.1,5.44
13.4,20.4,8,85,0,1.3,3,9.4,14.37
13.4,20.4,8,85,0,1.3,3,9.4,8.25
15.9,23.7,10,85,0,1.1,3.5,7.6,27.52
15.9,23.7,10,85,0,1.1,3.5,7.6,32.22
12.6,17,8.5,80,0,1.6,8.9,11.1,24.47
12.6,17,8.5,80,0,1.6,8.9,11.1,17.33
10.8,16.9,6,85,0,1.3,4.1,9.4,17.2
10.8,16.9,6,85,0,1.3,4.1,9.4,30.72
12.7,22.5,5.6,79,0,1.3,0.2,3.5,33.96
12.7,22.5,5.6,79,0,1.3,0.2,3.5,35.74
16.5,22.4,11.5,83,0,1.4,4.6,7.6,7.53
16.5,22.4,11.5,83,0,1.4,4.6,7.6,15.62
15.3,20.3,13,86,0,1.1,4.4,11.1,34.79
15.3,20.3,13,86,0,1.1,4.4,11.1,13.08
16.8,22,11.4,82,0,1.9,5.9,11.1,30.27
16.8,22,11.4,82,0,1.9,5.9,11.1,17.85
15.1,22.3,8.8,68,0,2.7,5.2,11.1,11.88
15.1,22.3,8.8,68,0,2.7,5.2,11.1,7.17
15.9,23.1,8.8,72,0,2.3,3.3,9.4,13.19
15.9,23.1,8.8,72,0,2.3,3.3,9.4,14.19
17.6,25.5,10.2,63,0,2.3,2.2,5.4,11.59
17.6,25.5,10.2,63,0,2.3,2.2,5.4,26.97
19.6,27.9,10,62,0,2.9,2.6,7.6,21.77
19.6,27.9,10,62,0,2.9,2.6,7.6,21.41
19.1,24.4,10.4,67,0,3.2,8.5,14.8,24.96
19.1,24.4,10.4,67,0,3.2,8.5,14.8,22.02
18.6,24.8,11.9,73,0,1.9,6.7,14.8,14.63
18.6,24.8,11.9,73,0,1.9,6.7,14.8,15.01
20.3,25.6,14.4,68,0,3.2,8,14.8,16.59
20.3,25.6,14.4,68,0,3.2,8,14.8,27.16
19.2,25.4,12,66,0,3.5,7.8,14.8,8.48
19.2,25.4,12,66,0,3.5,7.8,14.8,42.75
19.7,26,12,61,0,3.2,4.4,9.4,24.5
19.7,26,12,61,0,3.2,4.4,9.4,14.25
20.8,26.6,12,65,0,2.3,12.6,18.3,13.86
20.8,26.6,12,65,0,2.3,12.6,18.3,20.77
23.2,28.9,18,69,0,3.1,3.1,9.4,17.62
23.2,28.9,18,69,0,3.1,3.1,9.4,34.66
22.2,29.5,17,78,0,1.8,2.6,7.6,35.96
22.2,29.5,17,78,0,1.8,2.6,7.6,23.98
23.1,29.9,17.6,75,0,2.4,5,11.1,18.94
23.1,29.9,17.6,75,0,2.4,5,11.1,27.59
24.1,30.5,18,75,0,1.8,2.8,9.4,15.92
24.1,30.5,18,75,0,1.8,2.8,9.4,17.32
24.9,31.2,19.1,67,0,1.9,10.7,22.2,18.18
24.9,31.2,19.1,67,0,1.9,10.7,22.2,15.62
25.3,32,17.8,61,0,3.5,5.2,9.4,18.86
25.3,32,17.8,61,0,3.5,5.2,9.4,27.52
23,26.3,18,78,0.255,1.8,8.5,13,22.32
23,26.3,18,78,0.255,1.8,8.5,13,23.79
19.5,21,17,85,1.02,2.3,8.3,22.2,14.67
19.5,21,17,85,1.02,2.3,8.3,22.2,7.78
23.2,27.4,17,72,0,3.5,6.1,18.3,35.81
23.2,27.4,17,72,0,3.5,6.1,18.3,22.39
23.1,30.4,15,54,0,3.4,8.3,14.8,21.45
23.1,30.4,15,54,0,3.4,8.3,14.8,7.73
23.9,31.4,16,56,0,3.5,4.6,11.1,31.35
23.9,31.4,16,56,0,3.5,4.6,11.1,22.73
24.2,31.6,16.8,59,0,3.5,3.3,7.6,24.37
24.2,31.6,16.8,59,0,3.5,3.3,7.6,19.37
25.4,32.4,15.3,52,0,4,9.8,18.3,17.89
25.4,32.4,15.3,52,0,4,9.8,18.3,17.19
25.5,32.5,19,59,0,3.7,10,18.3,22.01
25.5,32.5,19,59,0,3.7,10,18.3,15.03
22.2,28.5,17.7,74,0,2.6,9.3,20.6,13.91
22.2,28.5,17.7,74,0,2.6,9.3,20.6,10.13
23.8,30.4,15.7,55,0,4,10.2,18.3,13
23.8,30.4,15.7,55,0,4,10.2,18.3,31.3
25.4,32,15.5,59,0,4,6.1,13,25.05
25.4,32,15.5,59,0,4,6.1,13,24.93
26.1,33,15.3,49,0,4.2,6.3,14.8,29.38
26.1,33,15.3,49,0,4.2,6.3,14.8,18.63
30.1,37.4,20.4,46,0,3.7,5,14.8,27.68
30.1,37.4,20.4,46,0,3.7,5,14.8,33.31
31.3,37.6,23,51,0,3.7,7.8,14.8,31.19
31.3,37.6,23,51,0,3.7,7.8,14.8,22.85
29.5,34,23.8,63,0,2.4,13.1,22.2,14.43
29.5,34,23.8,63,0,2.4,13.1,22.2,11.32
26.2,31.1,18.4,69,0,3.7,3.1,7.6,9.8
26.2,31.1,18.4,69,0,3.7,3.1,7.6,8.27
30.6,34.5,21.4,48,0,4,10.2,81.7,12.57
30.6,34.5,21.4,48,0,4,10.2,81.7,9.15
29.7,37,20.5,45,0,4,9.6,25.9,9.89
29.7,37,20.5,45,0,4,9.6,25.9,7.17
29.9,37.1,21.5,49,0,3.2,6.9,14.8,13.43
29.9,37.1,21.5,49,0,3.2,6.9,14.8,10.77
28.6,35,21,56,0,3.7,5.4,14.8,5.93
28.6,35,21,56,0,3.7,5.4,14.8,16.47
29.3,36.4,21.2,43,0,4,7.4,14.8,36.6
29.3,36.4,21.2,43,0,4,7.4,14.8,53.09
29.9,36.6,20.8,34,0,4.2,13,25.9,42.458
29.9,36.6,20.8,34,0,4.2,13,25.9,58.5
27.3,32,20.8,57,0,3.4,13,18.3,47.63
27.3,32,20.8,57,0,3.4,13,18.3,39.46
27.8,33.4,21.2,59,0.51,3.4,5.2,14.8,34.71
27.8,33.4,21.2,59,0.51,3.4,5.2,14.8,37.03
27.8,33,21,61,0,2.9,5.9,24.1,39.85
27.8,33,21,61,0,2.9,5.9,24.1,41.494
28.5,34.2,22,63,0,4,15.9,22.2,56.42
28.5,34.2,22,63,0,4,15.9,22.2,48.25
29.9,34.9,23,65,0,3.7,10.9,20.6,25.87
29.9,34.9,23,65,0,3.7,10.9,20.6,19.81
32.1,39,25.5,56,0,3.2,6.7,11.1,17.58
32.1,39,25.5,56,0,3.2,6.7,11.1,53.32
24.4,27.8,20.8,71,1.02,3.1,13.5,18.3,30.02
24.4,27.8,20.8,71,1.02,3.1,13.5,18.3,32.78
28.8,32.4,21.4,57,0,4.2,15,22.2,48.94
28.8,32.4,21.4,57,0,4.2,15,22.2,29.14
29.5,34,23,58,0,4,14.4,25.9,46.71
29.5,34,23,58,0,4,14.4,25.9,35.59
31.1,36,25.2,64,0,3.7,14.8,25.9,23.79
31.1,36,25.2,64,0,3.7,14.8,25.9,47.07
32.3,38.1,25.9,60,0,3.4,8.7,14.8,51.83
32.3,38.1,25.9,60,0,3.4,8.7,14.8,50.8
32.6,39.9,25,49,0,3.5,5.2,14.8,47.1
32.6,39.9,25,49,0,3.5,5.2,14.8,61.42
32.9,37.1,26.6,59,0,3.2,11.9,18.3,50.94
32.9,37.1,26.6,59,0,3.2,11.9,18.3,65.77
31.3,35,26,60,0,3.5,15.7,22.2,65.77
31.3,35,26,60,0,3.5,15.7,22.2,65.77
32.4,37,26.3,57,0,4.2,14.1,18.3,65.77
32.4,37,26.3,57,0,4.2,14.1,18.3,65.77
32.8,39.5,25.5,55,0,4.3,8.3,14.8,65.77
32.8,39.5,25.5,55,0,4.3,8.3,14.8,73.26
34.8,41,26.8,47,0,3.4,8.5,14.8,68.42
34.8,41,26.8,47,0,3.4,8.5,14.8,161.43
33.2,38,28,49,0,3.5,10.9,18.3,76.34
33.2,38,28,49,0,3.5,10.9,18.3,19.47
32.6,36.7,26.3,62,0,3.9,14.3,18.3,42.19
32.6,36.7,26.3,62,0,3.9,14.3,18.3,43.23
32.3,39.2,25.5,55,0,3.5,8.5,14.8,38.14
32.3,39.2,25.5,55,0,3.5,8.5,14.8,39.43
35.7,42.6,26.5,42,0,4.7,9.4,22.2,116.61
35.7,42.6,26.5,42,0,4.7,9.4,22.2,59.75
33.4,38.4,25.6,61,0,4.7,14.4,29.4,56.63
33.4,38.4,25.6,61,0,4.7,14.4,29.4,107.88
33.8,39,26.7,56,0,4.2,18,22.2,32.93
33.8,39,26.7,56,0,4.2,18,22.2,39.58
33.1,38.5,25.6,52,0,4,16.1,22.2,54.12
33.1,38.5,25.6,52,0,4,16.1,22.2,124.67
35.4,42.4,26.6,52,0,4.2,10.6,14.8,74.17
35.4,42.4,26.6,52,0,4.2,10.6,14.8,71.05
33,41.1,27,63,9.91,3.2,10,27.8,33.08
33,41.1,27,63,9.91,3.2,10,27.8,43.21
34,39.5,26.5,49,0,4.3,6.9,11.1,80.22
34,39.5,26.5,49,0,4.3,6.9,11.1,89.47
35.7,40.6,27.6,48,0,4.2,9.6,18.3,65.54
35.7,40.6,27.6,48,0,4.2,9.6,18.3,79.56
37.3,44.4,27.9,33,0,4.2,8.5,18.3,57.12
37.3,44.4,27.9,33,0,4.2,8.5,18.3,31.22
38.1,44.7,28.5,32,0,4.8,9.4,18.3,39.6
38.1,44.7,28.5,32,0,4.8,9.4,18.3,42.59
36.7,43.5,29,51,0,3.7,9.8,14.8,47.53
36.7,43.5,29,51,0,3.7,9.8,14.8,51.04
29.8,33.3,25.1,78,0,3.2,6.3,14.8,57.92
29.8,33.3,25.1,78,0,3.2,6.3,14.8,54.94
32.1,36.1,26.9,64,0,3.7,10.4,18.3,51.63
32.1,36.1,26.9,64,0,3.7,10.4,18.3,85.91
33.5,37.9,26,57,0,3.9,10.9,18.3,100.47
33.5,37.9,26,57,0,3.9,10.9,18.3,167.81
34.7,38.5,29.9,54,0,3.9,15.2,22.2,221.41
34.7,38.5,29.9,54,0,3.9,15.2,22.2,145.01
35.2,39.4,29.3,49,0,4.3,17.8,25.9,123.94
35.2,39.4,29.3,49,0,4.3,17.8,25.9,78.62
33.4,37.4,28,56,0,3.9,20.9,25.9,84.94
33.4,37.4,28,56,0,3.9,20.9,25.9,124.65
30.3,34,24.8,74,2.03,3.5,7.6,11.1,75.13
30.3,34,24.8,74,2.03,3.5,7.6,11.1,66.11
30,33.1,26,72,1.02,3.4,10.9,18.3,77.93
30,33.1,26,72,1.02,3.4,10.9,18.3,99.48
27.5,28.5,26.1,92,1.02,1.9,6.9,11.1,55.75
27.5,28.5,26.1,92,1.02,1.9,6.9,11.1,54.16
30.2,35.3,26.1,78,1.02,2.9,5.4,14.8,79.11
30.2,35.3,26.1,78,1.02,2.9,5.4,14.8,92.03
31.1,36.5,26.7,75,3.05,3.1,6.1,14.8,66.75
31.1,36.5,26.7,75,3.05,3.1,6.1,14.8,61.1
30.3,35.7,25.5,81,0,3.1,4.8,11.1,42.86
30.3,35.7,25.5,81,0,3.1,4.8,11.1,50.1
28.2,32.8,25.5,86,35.05,2.7,10.4,14.8,41.55
28.2,32.8,25.5,86,35.05,2.7,10.4,14.8,46.71
29.8,34,25.9,83,1.02,2.9,11.3,14.8,57.85
29.8,34,25.9,83,1.02,2.9,11.3,14.8,55.57
31.2,35,26,74,0,3.9,14.1,22.2,53.99
31.2,35,26,74,0,3.9,14.1,22.2,42.34
32.2,36.2,27.5,72,0,3.7,6.9,11.1,70.6
32.2,36.2,27.5,72,0,3.7,6.9,11.1,89.84
32.9,36.1,28,72,0,4,8.1,14.8,68.58
32.9,36.1,28,72,0,4,8.1,14.8,65.08
28,30,24,92,5.08,2.1,8.3,14.8,199.3
28,30,24,92,5.08,2.1,8.3,14.8,81.98
31.9,35,27,68,0,3.9,12.6,18.3,88.5
31.9,35,27,68,0,3.9,12.6,18.3,107.53
30.1,32.9,26.9,76,0,4.2,18.5,27.8,86.66
30.1,32.9,26.9,76,0,4.2,18.5,27.8,32.94
31.2,35,26,70,0,4,20.2,29.4,37.1
31.2,35,26,70,0,4,20.2,29.4,73.44
29.4,33.5,26.3,83,2.03,2.4,6.5,11.1,60.67
29.4,33.5,26.3,83,2.03,2.4,6.5,11.1,45.95
32.5,36.1,25.5,69,2.03,4.3,7.8,29.4,200.37
32.5,36.1,25.5,69,2.03,4.3,7.8,29.4,195
31.4,36,27.3,75,0,3.9,8,22.2,161.83
31.4,36,27.3,75,0,3.9,8,22.2,122.14
28.8,34,25,82,0,3.1,9.1,18.3,96.86
28.8,34,25,82,0,3.1,9.1,18.3,131.69
28.3,31,24.5,83,5.08,3.9,10.2,18.3,152.73
28.3,31,24.5,83,5.08,3.9,10.2,18.3,196.42
28.8,32,25.2,79,1.02,3.7,12.4,18.3,107.17
28.8,32,25.2,79,1.02,3.7,12.4,18.3,31.8
30,33,25.6,74,0.51,3.7,17.4,22.2,30.53
30,33,25.6,74,0.51,3.7,17.4,22.2,52.24
31,35,26.2,75,3.05,3.7,7.4,13,99.54
31,35,26.2,75,3.05,3.7,7.4,13,118.1
30,34.5,26.5,81,0.25,2.3,5.2,18.3,118.54
30,34.5,26.5,81,0.25,2.3,5.2,18.3,125.48
31.9,36,26.8,75,0,2.7,3.1,7.6,78.45
31.9,36,26.8,75,0,2.7,3.1,7.6,30.28
31.7,35.5,27,73,0,3.7,10.7,18.3,25.18
31.7,35.5,27,73,0,3.7,10.7,18.3,41.78
31.9,35.5,27.5,73,0,3.9,12.6,22.2,29.91
31.9,35.5,27.5,73,0,3.9,12.6,22.2,34.16
30.3,34.8,27,81,20.07,3.1,9.6,18.3,28.16
30.3,34.8,27,81,20.07,3.1,9.6,18.3,26.06
26.9,28.2,24.6,94,20.07,1.9,8.5,14.8,34.11
26.9,28.2,24.6,94,20.07,1.9,8.5,14.8,54.77
29.5,33,25.1,86,11.94,3.2,8.9,18.3,91.57
29.5,33,25.1,86,11.94,3.2,8.9,18.3,102.57
28.3,30.7,26,91,0,2.6,4.4,11.1,54.36
28.3,30.7,26,91,0,2.6,4.4,11.1,58.16
31.2,34.5,24.5,83,46.99,2.9,5.6,13,69.83
31.2,34.5,24.5,83,46.99,2.9,5.6,13,64.48
28.2,31.2,25.9,90,1.02,2.3,6.9,13,51.42
28.2,31.2,25.9,90,1.02,2.3,6.9,13,56.72
29.1,33,25.4,88,56.9,2.4,8.9,22.2,51.58
29.1,33,25.4,88,56.9,2.4,8.9,22.2,22.75
29.8,35,25.4,84,5.08,2.6,7.6,14.8,24.33
29.8,35,25.4,84,5.08,2.6,7.6,14.8,55.28
30.9,35,25.5,78,0,3.7,10.6,20.6,42.132
30.9,35,25.5,78,0,3.7,10.6,20.6,48.555
30.9,34.4,26.2,79,0,3.5,8.3,16.5,48.555
30.9,34.4,26.2,79,0,3.5,8.3,16.5,34.27
30.4,34.9,25.5,80,0.51,3.2,5.2,14.8,32.97
30.4,34.9,25.5,80,0.51,3.2,5.2,14.8,80.01
31.8,36.4,25.6,63,0,3.9,9.8,18.3,46.97
31.8,36.4,25.6,63,0,3.9,9.8,18.3,100.45
31.6,36.5,26,69,0,3.7,7.2,14.8,83.16
31.6,36.5,26,69,0,3.7,7.2,14.8,75.46
31.1,36.1,25.6,75,0.51,3.1,5.4,16.5,144.3
31.1,36.1,25.6,75,0.51,3.1,5.4,16.5,27.1
32.1,37.1,26.5,69,0,3.7,5.7,11.1,23.25
32.1,37.1,26.5,69,0,3.7,5.7,11.1,16.67
30.9,37.1,26.2,78,3.05,3.2,7,18.3,25.64
30.9,37.1,26.2,78,3.05,3.2,7,18.3,16.67
31.1,35,26.1,74,0,3.2,14.1,20.6,15.24
31.1,35,26.1,74,0,3.2,14.1,20.6,23.64
33,37.5,27.2,68,0,3.5,8,14.8,47.8
33,37.5,27.2,68,0,3.5,8,14.8,45.84
30,35,26.7,79,0.51,3.1,14.3,22.2,27.26
30,35,26.7,79,0.51,3.1,14.3,22.2,45.56
27,29,25,94,11.94,1.9,13.7,18.3,42.28
27,29,25,94,11.94,1.9,13.7,18.3,46.43
29.2,34.4,22.8,67,0,3.7,10.7,22.2,15.84
29.2,34.4,22.8,67,0,3.7,10.7,22.2,33.61
29.9,34.5,23.5,65,0,3.5,7.6,14.8,55.02
29.9,34.5,23.5,65,0,3.5,7.6,14.8,49.02
30.2,35.5,23.5,63,0,3.9,4.6,11.1,67.39
30.2,35.5,23.5,63,0,3.9,4.6,11.1,47.69
31.1,36.4,24.1,66,0,3.7,4.4,11.1,33.58
31.1,36.4,24.1,66,0,3.7,4.4,11.1,22.51
31.2,36.9,25,71,0,3.5,6.9,18.3,12.71
31.2,36.9,25,71,0,3.5,6.9,18.3,26
31.4,36.1,25,66,0,3.7,7.4,16.5,4.96
31.4,36.1,25,66,0,3.7,7.4,16.5,5.27
29.5,35.4,23.3,69,0,3.2,4.6,11.1,14.55
29.5,35.4,23.3,69,0,3.2,4.6,11.1,30.29
29.6,35.5,23.5,71,0,3.5,3.7,7.6,22.84
29.6,35.5,23.5,71,0,3.5,3.7,7.6,12.81
29.2,35,22,67,0,3.1,7,14.8,28.65
29.2,35,22,67,0,3.1,7,14.8,45.57
28.7,33,23.2,74,1.02,2.9,5.7,9.4,9.43
28.7,33,23.2,74,1.02,2.9,5.7,9.4,12.682
28.4,34,23,72,0,3.1,6.3,14.8,12.1
28.4,34,23,72,0,3.1,6.3,14.8,3.58
28.4,33.3,22.3,69,0,3.5,5.9,13,11.04
28.4,33.3,22.3,69,0,3.5,5.9,13,24.97
29.6,34.4,23,67,0,2.9,3.5,9.4,11.72
29.6,34.4,23,67,0,2.9,3.5,9.4,12.38
28.7,34.5,23,71,0,2.7,4.3,11.1,11.23
28.7,34.5,23,71,0,2.7,4.3,11.1,6.08
28.7,34.2,22.7,70,0,3.1,4.1,9.4,10.05
28.7,34.2,22.7,70,0,3.1,4.1,9.4,10.54
26.4,33.2,18.4,61,0,2.7,1.9,5.4,5.71
26.4,33.2,18.4,61,0,2.7,1.9,5.4,5.49
26.1,33.3,19,66,0,2.7,1.5,5.4,5.17
26.1,33.3,19,66,0,2.7,1.5,5.4,7.65
26.9,33.3,20,64,0,3.1,4.1,9.4,7.84
26.9,33.3,20,64,0,3.1,4.1,9.4,5.29
24.9,31.5,16.6,71,0,3.2,3.1,9.4,3.95
24.9,31.5,16.6,71,0,3.2,3.1,9.4,5.77
26.4,31.9,20.4,72,0,2.7,5.4,11.1,8.43
26.4,31.9,20.4,72,0,2.7,5.4,11.1,5.62
26.6,33.1,20.2,71,0,3.2,2.8,11.1,3.95
26.6,33.1,20.2,71,0,3.2,2.8,11.1,3.95
27.3,32.5,20.2,69,0,3.1,2.8,7.6,2.84
27.3,32.5,20.2,69,0,3.1,2.8,7.6,17.62
24.9,32.4,19,69,0,2.3,3,9.4,3.29
24.9,32.4,19,69,0,2.3,3,9.4,50.59
25.1,31.5,18.7,69,0,2.3,4.3,14.8,32.38
25.1,31.5,18.7,69,0,2.3,4.3,14.8,24.13
25.4,31.2,18,67,0,2.3,3.7,11.1,28.98
25.4,31.2,18,67,0,2.3,3.7,11.1,28.79
23.3,31,16,63,0,2.3,3.7,11.1,77.03
23.3,31,16,63,0,2.3,3.7,11.1,30.21
24.1,30.4,16,65,0,1.8,3,5.4,35.14
24.1,30.4,16,65,0,1.8,3,5.4,52.56
25.3,30.9,16.8,67,0,1.4,2.4,9.4,49.53
25.3,30.9,16.8,67,0,1.4,2.4,9.4,39.8
22.9,29.4,17.6,79,0,1.4,1.9,5.4,32.91
22.9,29.4,17.6,79,0,1.4,1.9,5.4,10.21
22.1,30,15,72,0,1.1,1.9,7.6,9.72
22.1,30,15,72,0,1.1,1.9,7.6,5.75
22.8,29.9,15.5,67,0,1.4,1.9,9.4,5.68
22.8,29.9,15.5,67,0,1.4,1.9,9.4,5.69
22.8,29,15,72,0,1.4,2,7.6,6.02
22.8,29,15,72,0,1.4,2,7.6,6.04
21.1,29.7,14.9,66,0,1.8,2,7.6,5.5
21.1,29.7,14.9,66,0,1.8,2,7.6,5.62
20.1,29,13,65,0,1.9,1.5,7.6,5.88
20.1,29,13,65,0,1.9,1.5,7.6,5.92
24.6,30,17.7,73,0,1.3,2.6,7.6,5.89
24.6,30,17.7,73,0,1.3,2.6,7.6,17.55
23.8,29.6,17.9,68,0,1.8,6.9,14.8,76.48
23.8,29.6,17.9,68,0,1.8,6.9,14.8,14.56
21.8,26.4,15.5,75,0,1.9,5.9,14.8,13.2
21.8,26.4,15.5,75,0,1.9,5.9,14.8,13.4
21.8,26,15.6,79,0,1.3,2.4,7.6,14.77
21.8,26,15.6,79,0,1.3,2.4,7.6,11.23
19.2,23.3,15.6,89,0,0.6,3.9,11.1,20.01
19.2,23.3,15.6,89,0,0.6,3.9,11.1,12.17
17.4,20,14.6,91,0,0.6,3.1,7.6,11.87
17.4,20,14.6,91,0,0.6,3.1,7.6,13.95
17.4,24.1,13.4,83,0,1.1,4.1,9.4,13.67
17.4,24.1,13.4,83,0,1.1,4.1,9.4,32.73
17.9,24,10.5,64,0,1.6,6.1,16.5,18.26
17.9,24,10.5,64,0,1.6,6.1,16.5,17.1
16.8,23,10,63,0,1.8,5.6,14.8,14.9
16.8,23,10,63,0,1.8,5.6,14.8,14.15
15.9,23.9,8,66,0,1.3,4.3,16.5,19.43
15.9,23.9,8,66,0,1.3,4.3,16.5,13.66
16.5,24.4,7.9,58,0,1.6,2.6,7.6,14.39
16.5,24.4,7.9,58,0,1.6,2.6,7.6,16.76
15.8,23,8.9,72,0,1.3,6.5,22.2,29.12
15.8,23,8.9,72,0,1.3,6.5,22.2,21.94
15.4,22,8.4,63,0,1.4,5.9,14.8,17.93
15.4,22,8.4,63,0,1.4,5.9,14.8,16.51
16,23.5,6.1,54,0,1.8,4.3,14.8,22.7
16,23.5,6.1,54,0,1.8,4.3,14.8,15.86
16.1,23,7.6,59,0,1.4,3.7,13,15.23
16.1,23,7.6,59,0,1.4,3.7,13,8.83
16.375,23.5,8.275,75.5,0,0.9,2.325,8.95,59.81
16.375,23.5,8.275,75.5,0,0.9,2.325,8.95,18.95
16.7,23,8.2,81,0,0.6,1.5,7.6,17.51
16.7,23,8.2,81,0,0.6,1.5,7.6,6.06
16,25,9.1,81,0,1,2.6,7.6,6.08
16,25,9.1,81,0,1,2.6,7.6,15.042
16,23.4,9.8,80,0,1,3.5,11.1,7.8
16,23.4,9.8,80,0,1,3.5,11.1,21.39
18.7,27.6,11.2,69,0,1.3,2.8,7.6,13.23
18.7,27.6,11.2,69,0,1.3,2.8,7.6,10.48
19.5,26.5,11.6,68,0,1.1,2.4,13,22.31
19.5,26.5,11.6,68,0,1.1,2.4,13,22.23
18.7,25.4,13.8,68,0,1.8,5.2,14.8,15
18.7,25.4,13.8,68,0,1.8,5.2,14.8,16.72
17.2,25,9.5,69,0,1.3,1.5,7.6,12.22
17.2,25,9.5,69,0,1.3,1.5,7.6,14.85
18.1,25,10.6,71,0,1.1,1.1,3.5,12.39
18.1,25,10.6,71,0,1.1,1.1,3.5,12.85
18.4,25,10.6,70,0,1.1,3,11.1,15.69
18.4,25,10.6,70,0,1.1,3,11.1,17.02
15.9,20,11.2,81,0,1.1,5.2,14.8,22.29
15.9,20,11.2,81,0,1.1,5.2,14.8,15.28
14.9,17,12,90,0,0.8,4.4,11.1,27.69
14.9,17,12,90,0,0.8,4.4,11.1,28.05
13.5,15.2,11.3,91,0,1,9.4,14.8,33.11
13.5,15.2,11.3,91,0,1,9.4,14.8,53.86
15.3,22,6.9,65,0,1.4,5.9,16.5,46.55
15.3,22,6.9,65,0,1.4,5.9,16.5,0.7
16.1,23,7,68,0,1.8,4.1,9.4,35.86
16.1,23,7,68,0,1.8,4.1,9.4,78.98
17.3,24,8.6,63,0,1.8,4.3,9.4,40.31
17.3,24,8.6,63,0,1.8,4.3,9.4,99.66
19.9,26,12.7,77,0,1.1,3,13,17.83
19.9,26,12.7,77,0,1.1,3,13,15.29
19.2,27.2,13.2,71,0,1.3,5.2,20.6,17.98
19.2,27.2,13.2,71,0,1.3,5.2,20.6,14.44
20.4,30,12.5,58,0,1.8,5,11.1,34.9
20.4,30,12.5,58,0,1.8,5,11.1,14.71
19.1,25,11.6,51,0,2.6,10.9,22.2,13.14
19.1,25,11.6,51,0,2.6,10.9,22.2,38.31
20.9,28,11.5,64,0,1.6,8.5,14.8,32.83
20.9,28,11.5,64,0,1.6,8.5,14.8,12.02
20.5,25,15.9,69,0,1.1,5.9,18.3,10.16
20.5,25,15.9,69,0,1.1,5.9,18.3,14.58
20.7,26,13.5,70,0,1.8,5.4,11.1,8.17
20.7,26,13.5,70,0,1.8,5.4,11.1,15.93
21.6,30.2,12,56,0,2.3,4.4,11.1,6.75
21.6,30.2,12,56,0,2.3,4.4,11.1,25.39
23.3,32,13.9,51,0,2.4,5.4,18.3,26.31
23.3,32,13.9,51,0,2.4,5.4,18.3,16.63
23.4,30,13.9,49,0,2.7,4.6,18.3,9.65
23.4,30,13.9,49,0,2.7,4.6,18.3,28.17
25.3,31.4,16.8,58,0,3.2,10.4,20.6,5.58
25.3,31.4,16.8,58,0,3.2,10.4,20.6,7.07
26.2,32,18.2,60,0,2.9,9.4,18.3,14.1
26.2,32,18.2,60,0,2.9,9.4,18.3,16.36
25.2,31,19.5,59,0,3.5,15.4,27.8,27.07
25.2,31,19.5,59,0,3.5,15.4,27.8,40.33
23,31,12.4,47,0,3.4,6.7,13,10.6
23,31,12.4,47,0,3.4,6.7,13,10.02
24.2,28.4,18.5,70,0,2.3,14.3,24.1,9.19
24.2,28.4,18.5,70,0,2.3,14.3,24.1,7.7
24.8,30,18.5,71,0,2.7,6.1,18.3,20.84
24.8,30,18.5,71,0,2.7,6.1,18.3,34.4
26.2,33.2,17.5,51,0,3.4,5.4,11.1,22.91
26.2,33.2,17.5,51,0,3.4,5.4,11.1,30.05
25.6,33,16.9,52,0,3.2,5.2,13,36.12
25.6,33,16.9,52,0,3.2,5.2,13,16.51
26.2,33,15.6,50,0,3.5,5.6,22.2,13.65
