T,TM,Tm,H,PP,VV,V,VM,O3
29.6,34.7,24.6,72,0,6.4,7.8,18.3,52.51
30.2,34.6,25.2,70,0,6.6,8.5,22.2,51.3
30.2,34.6,25.2,70,0,6.6,8.5,22.2,56.23
30.9,36.6,27.2,73,0,6.8,10.9,20.6,53.18
30.9,36.6,27.2,73,0,6.8,10.9,20.6,73.43
30.7,35.6,27,69,0,6.8,8.9,20.6,52.41
30.7,35.6,27,69,0,6.8,8.9,20.6,61.97
31.2,35.6,26.4,67,0,6.9,11.3,22.2,59.9
31.2,35.6,26.4,67,0,6.9,11.3,22.2,71.42
32.3,37.5,28.7,70,0,6,14.3,22.2,69.77
32.3,37.5,28.7,70,0,6,14.3,22.2,70.18
28.1,38,22.6,82,8.89,5.1,9.3,31.7,69.8
28.1,38,22.6,82,8.89,5.1,9.3,31.7,66.85
31.2,36,26.6,77,3.05,6.3,11.1,25.9,68.51
31.2,36,26.6,77,3.05,6.3,11.1,25.9,77.45
32.3,38,28,69,0,6.6,12,25.9,62.57
32.3,38,28,69,0,6.6,12,25.9,68.75
31.9,38,28.6,70,0,6.4,10.4,22.2,48.37
25.4,32,21,70,0,4.2,6.9,24.1,29.8
25.4,32,21,70,0,4.2,6.9,24.1,25.46
26,32.2,20.4,61,0,4.2,2.4,11.1,23.45
26,32.2,20.4,61,0,4.2,2.4,11.1,17.24
25.3,32.2,20.5,68,0,4.5,3.7,13,22.96
25.3,32.2,20.5,68,0,4.5,3.7,13,21.44
25.6,32.2,19.6,64,0,4.3,3.7,13,21.6
25.6,32.2,19.6,64,0,4.3,3.7,13,26.17
25.4,32.2,21,65,0,4.3,2.8,13,24.67
25.4,32.2,21,65,0,4.3,2.8,13,32.98
24.7,31.1,21.4,70,0,3.2,4.1,11.1,24.69
24.7,31.1,21.4,70,0,3.2,4.1,11.1,29.76
23.2,29.4,16.7,52,0,5.3,4.1,14.8,25.1
23.2,29.4,16.7,52,0,5.3,4.1,14.8,23.55
23.8,29.7,17.5,56,0,4.3,3.5,14.8,22.5
23.8,29.7,17.5,56,0,4.3,3.5,14.8,20.05
24,30.3,17.9,54,0,5,3.9,14.8,22.67
24,30.3,17.9,54,0,5,3.9,14.8,24.46
24.8,31,20.5,60,0,3.4,7.2,22.2,23.45
24.8,31,20.5,60,0,3.4,7.2,22.2,21.47
24.7,30,19,55,0,4.2,5.7,18.3,21.03
24.7,30,19,55,0,4.2,5.7,18.3,16.94
25.2,31,20.3,51,0,4.5,8,18.3,16.05
25.2,31,20.3,51,0,4.5,8,18.3,17.62
25.8,32,21,57,0,5.3,11.9,22.2,18.07
25.8,32,21,57,0,5.3,11.9,22.2,17.73
25.1,30.7,19,54,0,5,10.6,22.2,18.84
25.1,30.7,19,54,0,5,10.6,22.2,15.45
25.1,31,19,56,0,5.3,10.2,22.2,20.99
25.1,31,19,56,0,5.3,10.2,22.2,21.53
26.1,31.4,21.6,53,0,4.3,14.1,24.1,15.25
26.1,31.4,21.6,53,0,4.3,14.1,24.1,17.25
25.4,31.4,19.3,53,0,4.5,8.9,18.3,16.49
25.4,31.4,19.3,53,0,4.5,8.9,18.3,23.05
25.1,31,19.4,52,0,4.5,14.4,24.1,20.52
25.1,31,19.4,52,0,4.5,14.4,24.1,20.58
25.3,31,19.5,53,0,5.3,12.4,22.2,16.45
25.3,31,19.5,53,0,5.3,12.4,22.2,22.32
25.8,31.7,20.4,51,0,4.5,9.8,18.3,25.51
25.8,31.7,20.4,51,0,4.5,9.8,18.3,22.82
25.3,31.7,19.4,50,0,4.7,9.6,16.5,21.57
25.3,31.7,19.4,50,0,4.7,9.6,16.5,21.48
25.3,31.7,20,46,0,4.7,11.1,20.6,21.14
25.3,31.7,20,46,0,4.7,11.1,20.6,22.49
27,33.6,20.8,56,0,4.8,5.7,13,22.83
27,33.6,20.8,56,0,4.8,5.7,13,23.49
27.4,34,22.6,51,0,4.7,9.6,20.6,25.3
27.4,34,22.6,51,0,4.7,9.6,20.6,20.4
27.1,33.7,20,41,0,5.1,8.9,14.8,18.9
27.1,33.7,20,41,0,5.1,8.9,14.8,19.73
27,34.2,20,40,0,4.8,7.6,16.5,19.32
27,34.2,20,40,0,4.8,7.6,16.5,17.73
26.6,33.8,20,43,0,5,12,22.2,18.86
26.6,33.8,20,43,0,5,12,22.2,18.23
26.2,33,19.5,42,0,5.3,12.4,24.1,17.98
26.2,33,19.5,42,0,5.3,12.4,24.1,15.36
27.7,34.5,20.4,40,0,5.1,7.4,13,11.49
27.7,34.5,20.4,40,0,5.1,7.4,13,11.47
26.9,34.5,22.7,63,0,4.8,7.8,18.3,21.12
26.9,34.5,22.7,63,0,4.8,7.8,18.3,21.33
27.9,34.2,23,59,0,4.3,8.9,16.5,18.33
27.9,34.2,23,59,0,4.3,8.9,16.5,13.68
27.8,34.1,22,61,0,5.1,6.1,13,17.27
27.8,34.1,22,61,0,5.1,6.1,13,21.6
28,34.4,24,63,0,4.3,8.1,24.1,23.87
28,34.4,24,63,0,4.3,8.1,24.1,18.16
27.6,34.4,24,65,0,4.7,9.4,22.2,15.78
27.6,34.4,24,65,0,4.7,9.4,22.2,17.08
27.5,33.5,21,65,0,4.8,8.7,18.3,17
27.5,33.5,21,65,0,4.8,8.7,18.3,16.9
27.8,33.5,23,58,0,5.3,10,22.2,15.24
27.8,33.5,23,58,0,5.3,10,22.2,13.29
27.7,33.4,23,56,0,5,8.7,18.3,14.73
27.7,33.4,23,56,0,5,8.7,18.3,18.66
28.7,33.5,22.5,49,0,5.3,9.6,20.6,17.4
28.7,33.5,22.5,49,0,5.3,9.6,20.6,20.4
28.2,33.5,22.6,53,0,4.5,10.9,14.8,24.99
28.2,33.5,22.6,53,0,4.5,10.9,14.8,19.63
28.3,33.4,23.8,62,0,4.8,9.6,22.2,19.59
28.3,33.4,23.8,62,0,4.8,9.6,22.2,22.78
28.3,35.7,21.7,50,0,5.3,7,16.5,19.41
28.3,35.7,21.7,50,0,5.3,7,16.5,18.18
28.8,35.7,22.3,51,0,5,8.5,14.8,17.71
28.8,35.7,22.3,51,0,5,8.5,14.8,15.98
28.9,36,22.7,41,0,5.3,9.3,22.2,13.42
28.9,36,22.7,41,0,5.3,9.3,22.2,14.89
30.1,37,23.6,45,0,4.8,9.3,18.3,15.78
30.1,37,23.6,45,0,4.8,9.3,18.3,15.92
28.6,35.9,23,48,0,5,8.9,22.2,16.01
28.6,35.9,23,48,0,5,8.9,22.2,17.62
28.9,35.2,23.6,46,0,4.8,10.2,20.6,13.55
28.9,35.2,23.6,46,0,4.8,10.2,20.6,17.55
29.3,36,24.9,60,0,5.5,7.8,16.5,18.33
29.3,36,24.9,60,0,5.5,7.8,16.5,18.34
29.8,36,25.9,57,0,5.8,7.2,18.3,17.11
29.8,36,25.9,57,0,5.8,7.2,18.3,15.53
29.8,36.9,25,59,0,5,8.3,18.3,17.23
29.8,36.9,25,59,0,5,8.3,18.3,19
29.8,37,25,59,0,5.5,10,22.2,19.51
29.8,37,25,59,0,5.5,10,22.2,19.64
30.8,37,25.8,58,0,5.5,8.3,18.3,20.65
30.8,37,25.8,58,0,5.5,8.3,18.3,19.73
29.8,37,25.3,63,0,4.5,5.9,14.8,22.24
29.8,37,25.3,63,0,4.5,5.9,14.8,18.83
29.3,37,25,61,0.51,5.3,6.1,18.3,17.68
29.3,37,25,61,0.51,5.3,6.1,18.3,16.96
25.3,33,22.8,77,24.89,4.2,5.6,14.8,16.06
25.3,33,22.8,77,24.89,4.2,5.6,14.8,18.72
26.1,32.6,22.5,72,16.76333333,4.2,5.2,18.3,25.25
26.1,32.6,22.5,72,16.76333333,4.2,5.2,18.3,25.24
26.8,33.3,23,70,16.76333333,4.8,6.7,18.3,29.28
26.8,33.3,23,70,0,4.8,6.7,18.3,22.04
28.6,34.9,23.5,60,0,4.8,5.9,11.1,39.08
28.6,34.9,23.5,60,0,4.8,5.9,11.1,37.54
29.4,34.3,24.5,65,0,4.7,5.7,18.3,34.91
29.4,34.3,24.5,65,0,4.7,5.7,18.3,46.46
29,34,25,63,0,4.8,5.9,18.3,40.39
29,34,25,63,0,4.8,5.9,18.3,41.74
27.5,35,20.6,67,7.11,5,6.3,14.8,46.68
27.5,35,20.6,67,7.11,5,6.3,14.8,37.95
27.1,34.4,23.9,70,0,3.7,6.9,24.1,29.95
27.1,34.4,23.9,70,0,3.7,6.9,24.1,33.03
28.8,34.4,23.5,61,0,5.3,4.6,18.3,34.71
28.8,34.4,23.5,61,0,5.3,4.6,18.3,30.15
29.5,36.2,22.5,57,0,5.8,8,18.3,30.66
29.5,36.2,22.5,57,0,5.8,8,18.3,20.31
29.4,36.6,24.7,66,0,5.8,5,22.2,28.91
29.4,36.6,24.7,66,0,5.8,5,22.2,24.69
29.9,36.6,25,60,0,5.1,9.1,18.3,26.69
29.9,36.6,25,60,0,5.1,9.1,18.3,29.78
26.8,34,23,75,35.05,4.3,2.8,18.3,34.36
26.8,34,23,75,35.05,4.3,2.8,18.3,31.48
27.2,35.5,22,75,0.25,3.7,4.6,25.9,20
27.2,35.5,22,75,0.25,3.7,4.6,25.9,21.79
28.4,33.6,23.3,70,0,4.3,5.4,24.1,25.7
28.4,33.6,23.3,70,0,4.3,5.4,24.1,26.31
26.3,33.1,23,81,1.02,3.4,3.3,16.5,22.77
26.3,33.1,23,81,1.02,3.4,3.3,16.5,18.75
26,30.5,23,87,19.05,4.2,2.4,16.5,24.85
26,30.5,23,87,19.05,4.2,2.4,16.5,21.08
26.9,31.2,22,86,5.08,3.5,2,27.8,24.09
26.9,31.2,22,86,5.08,3.5,2,27.8,26.59
28.7,33.3,23.4,74,0,5.1,11.9,22.2,23.59
28.7,33.3,23.4,74,0,5.1,11.9,22.2,26.22
28,33.3,24,77,0,4.8,13.5,20.6,32.72
28,33.3,24,77,0,4.8,13.5,20.6,39.01
28.8,34,24.5,72,0,6,13.5,24.1,44.09
28.8,34,24.5,72,0,6,13.5,24.1,41.21
29.2,35,25,71,0,5.3,14.4,25.9,38.86
29.2,35,25,71,0,5.3,14.4,25.9,44.38
28.9,34.6,25,71,0,5.3,13.3,22.2,46.4
28.9,34.6,25,71,0,5.3,13.3,22.2,44.49
27.7,34.5,22,74,0,5.5,11.7,22.2,37.11
27.7,34.5,22,74,0,5.5,11.7,22.2,47.02
28.4,34.4,23,68,0,5,17.2,25.9,44.47
28.4,34.4,23,68,0,5,17.2,25.9,37.82
27.5,34.4,22.6,73,0,4.8,11.1,22.2,31.05
27.5,34.4,22.6,73,0,4.8,11.1,22.2,33.48
28.2,33.1,25,70,0,6.3,9.4,20.6,44
28.2,33.1,25,70,0,6.3,9.4,20.6,39.94
28.2,34.2,23.9,69,0,5.1,6.3,18.3,20.34
28.2,34.2,23.9,69,0,5.1,6.3,18.3,24.99
29.9,34.1,25.3,59,0,5.8,17.6,22.2,24.34
29.9,34.1,25.3,59,0,5.8,17.6,22.2,29.18
28.6,34,25,62,0,6.9,16.9,31.7,32.71
28.6,34,25,62,0,6.9,16.9,31.7,39.49
28.4,34,24,68,0,5.8,15.2,22.2,45.32
28.4,34,24,68,0,5.8,15.2,22.2,34.43
27.1,33,23,71,0,6.1,16.7,27.8,35.72
27.1,33,23,71,0,6.1,16.7,27.8,23.12
27.3,33,22.8,69,0,5.5,15.7,25.9,21.37
27.3,33,22.8,69,0,5.5,15.7,25.9,15.06
27.5,33.4,23.4,71,0,5.8,17,25.9,20.39
27.5,33.4,23.4,71,0,5.8,17,25.9,18.88
26.5,33,24,75,0.51,5,16.3,25.9,19.13
26.5,33,24,75,0.51,5,16.3,25.9,31.07
27.4,32,23.9,64,2.03,5.1,17.6,25.9,44.62
27.4,32,23.9,64,2.03,5.1,17.6,25.9,45.09
25.9,32,23,74,2.03,4.7,18,25.9,50.73
25.9,32,23,74,2.03,4.7,18,25.9,38.65
27.3,32.2,23.2,73,0.25,6.3,16.7,25.9,38.32
27.3,32.2,23.2,73,0.25,6.3,16.7,25.9,39.94
26.2,32.2,23,77,0.25,5.3,19.1,25.9,38.75
26.2,32.2,23,77,0.25,5.3,19.1,25.9,46.97
27.2,33,23,75,0.76,5.8,19.4,25.9,38.29
27.2,33,23,75,0.76,5.8,19.4,25.9,19.71
27.6,33.4,24,74,0,5.6,17.2,27.8,30.83
27.6,33.4,24,74,0,5.6,17.2,27.8,32.28
27.7,34,23.8,72,0,5.6,16.7,25.9,21.65
27.7,34,23.8,72,0,5.6,16.7,25.9,23.44
28.2,34,23.4,67,0,6,16.5,24.1,17.93
28.2,34,23.4,67,0,6,16.5,24.1,27.54
27.1,33.4,22.5,66,0,5.5,14.4,25.9,33.82
27.1,33.4,22.5,66,0,5.5,14.4,25.9,42.09
26.9,33.4,23,71,0,5.6,17.6,24.1,45.61
26.9,33.4,23,71,0,5.6,17.6,24.1,44.86
26.1,32,21.9,74,0,5.5,17.6,27.8,26.17
26.1,32,21.9,74,0,5.5,17.6,27.8,28.94
27.4,33.5,23,72,0,6,16.5,25.9,37.31
27.4,33.5,23,72,0,6,16.5,25.9,44.05
27.2,34.4,23.8,74,0,5.1,15.4,25.9,47.98
27.2,34.4,23.8,74,0,5.1,15.4,25.9,46.41
25.6,34.4,23,80,0,5.1,16.7,24.1,41.59
25.6,34.4,23,80,0,5.1,16.7,24.1,32.52
23.9,31.8,22,78,0,5,15.9,24.1,22.6
23.9,31.8,22,78,0,5,15.9,24.1,18.95
26.1,32.3,21.5,75,4.06,5,14.6,24.1,25.08
26.1,32.3,21.5,75,4.06,5,14.6,24.1,25.41
26.3,32.3,23,78,0,5.8,16.1,24.1,31.52
26.3,32.3,23,78,0,5.8,16.1,24.1,31.11
25.8,32,22.8,75,0,5.6,17.8,25.9,38.13
25.8,32,22.8,75,0,5.6,17.8,25.9,46.19
26.4,33,22.7,75,0,5.1,17.6,29.4,47.16
26.4,33,22.7,75,0,5.1,17.6,29.4,39.7
26.6,33,22.6,75,0,5.8,16.7,29.4,41.11
26.6,33,22.6,75,0,5.8,16.7,29.4,45.14
27.3,34,23,69,0,6,14.3,22.2,55.24
27.3,34,23,69,0,6,14.3,22.2,64.71
26.9,34,22.6,72,0,5.5,13.5,25.9,54.34
26.9,34,22.6,72,0,5.5,13.5,25.9,43.32
25.9,32.2,22.8,78,0.25,4.7,13.9,22.2,31.39
25.9,32.2,22.8,78,0.25,4.7,13.9,22.2,33.78
26.2,32.3,23,76,2.03,5.1,15.6,25.9,42.57
26.2,32.3,23,76,2.03,5.1,15.6,25.9,56.58
26.7,33.9,23,73,0,5.8,17.2,25.9,43.74
26.7,33.9,23,73,0,5.8,17.2,25.9,25.75
27.4,33.3,22.6,69,0,5.8,17,27.8,33.75
27.4,33.3,22.6,69,0,5.8,17,27.8,49.37
27.1,33.3,22.8,72,0,5.1,19.3,29.4,54.09
27.1,33.3,22.8,72,0,5.1,19.3,29.4,52.9
27.3,33,23.5,72,0,5.6,15.2,25.9,57.03
27.3,33,23.5,72,0,5.6,15.2,25.9,45.04
27.4,33.3,23,73,0,5.1,16.3,25.9,34.4
27.4,33.3,23,73,0,5.1,16.3,25.9,36.77
27.6,34,23.5,71,0,5.6,15.4,25.9,43.26
27.6,34,23.5,71,0,5.6,15.4,25.9,49.97
28.2,34.3,23.8,70,0,5.3,10,24.1,46.42
28.2,34.3,23.8,70,0,5.3,10,24.1,39.16
28.9,34.2,23.8,59,0,6.6,13.5,25.9,44
28.9,34.2,23.8,59,0,6.6,13.5,25.9,47.42
27.2,34.2,23,70,0.0625,5.8,15,25.9,51.15
27.2,34.2,23,70,0.0625,5.8,15,25.9,52.14
26.6,33,22.9,75,0.25,5.6,16.1,24.1,47.2
26.6,33,22.9,75,0.25,5.6,16.1,24.1,50.77
26.5,33,22,71,0,5.8,17.2,25.9,48.39
26.5,33,22,71,0,5.8,17.2,25.9,43.57
26.6,32.6,23,69,0,5.6,18.1,25.9,57.01
26.6,32.6,23,69,0,5.6,18.1,25.9,56.45
27.6,34.3,23.4,70,0,5.5,13.3,24.1,76.76
27.6,34.3,23.4,70,0,5.5,13.3,24.1,72.29
27.8,34.2,23.8,70,0,6,14.4,24.1,60.73
27.8,34.2,23.8,70,0,6,14.4,24.1,60.89
28.2,34.2,23.9,68,0,5.1,13.9,24.1,64.62
28.2,34.2,23.9,68,0,5.1,13.9,24.1,45.79
28.8,33.3,24,68,0,5.3,9.3,16.5,56.96
28.8,33.3,24,68,0,5.3,9.3,16.5,38.73
27.3,33.6,24.2,66,0,5.1,13,25.9,57.68
27.3,33.6,24.2,66,0,5.1,13,25.9,60.08
26.8,31.6,24,66,0,5.8,15.7,25.9,59.67
26.8,31.6,24,66,0,5.8,15.7,25.9,47.99
27.3,32.4,23,66,0,7.2,18.7,25.9,63.33
27.3,32.4,23,66,0,7.2,18.7,25.9,55.96
28.2,34.3,23.5,60,0,7.1,18.7,27.8,57.21
28.2,34.3,23.5,60,0,7.1,18.7,27.8,57.79
27.9,34.3,24,56,0,5.6,17.6,25.9,62.12
27.9,34.3,24,56,0,5.6,17.6,25.9,68.48
27.9,33.6,23.4,59,0,6.3,19.1,27.8,49.42
27.9,33.6,23.4,59,0,6.3,19.1,27.8,31.66
27.2,33,23,72,0,5.5,18.1,27.8,47.66
27.2,33,23,72,0,5.5,18.1,27.8,33.67
27.1,32.7,24,70,0,5.6,19.1,27.8,37.6
27.1,32.7,24,70,0,5.6,19.1,27.8,40.81
27.7,34,23,66,0,5.8,13,24.1,42.77
27.7,34,23,66,0,5.8,13,24.1,41.89
28.4,35.6,23,69,2.03,5.6,9.3,18.3,39.75
28.4,35.6,23,69,2.03,5.6,9.3,18.3,33.48
27.3,34.6,24.4,79,0,5.1,11.3,20.6,40.81
27.3,34.6,24.4,79,0,5.1,11.3,20.6,48.92
26.2,33.8,22,80,10.92,4.7,10.7,18.3,36.31
26.2,33.8,22,80,10.92,4.7,10.7,18.3,33.96
27.6,33,24,72,0,5,6.1,18.3,40.21
27.6,33,24,72,0,5,6.1,18.3,33.14
27.7,33.7,23.4,69,0,6.6,12.6,24.1,36.49
27.7,33.7,23.4,69,0,6.6,12.6,24.1,28.44
26.5,33.7,23.6,77,0,6.3,13.9,22.2,34.448
26.5,33.7,23.6,77,0,6.3,13.9,22.2,26.95
27.6,33,22.9,66,0,7.6,16.3,27.8,33.07
27.6,33,22.9,66,0,7.6,16.3,27.8,37.5
27.6,32.7,23.6,65,0,6.9,13.1,25.9,39.22
27.6,32.7,23.6,65,0,6.9,13.1,25.9,41.01
27.5,32,24.5,66,0,7.6,15.7,24.1,39.8
27.5,32,24.5,66,0,7.6,15.7,24.1,37.09
27.6,32.3,23.6,69,0,6,5.6,16.5,38.04
27.6,32.3,23.6,69,0,6,5.6,16.5,46.45
27.2,32.3,23,65,0,4.8,8.5,18.3,49.48
27.2,32.3,23,65,0,4.8,8.5,18.3,44.2
28.3,33.2,23.1,60,0,5.3,9.8,18.74,42.55
28.3,33.2,23.1,60,0,5.3,9.8,17.38,42.14
28.1,33.8,24,70,0,4.5,9.6,22.2,31.9
28.1,33.8,24,70,0,4.5,9.6,22.2,41.17
27.7,33.1,23.5,70,0,5,6.5,13,21.17
27.7,33.1,23.5,70,0,5,6.5,13,23.1
27.8,33.1,24,68,0,5.5,6.9,16.5,21.62
27.8,33.1,24,68,0,5.5,6.9,16.5,33.17
27.3,33.1,22.6,61,0,5,6.5,16.5,22.09
27.3,33.1,22.6,61,0,5,6.5,16.5,22.99
27.5,32,23.8,63,0.0625,5,5,18.3,23.33
27.5,32,23.8,63,0.0625,5,5,18.3,23.65
27.4,32,23.6,70,0.25,4.5,7,14.8,19.72
27.4,32,23.6,70,0.25,4.5,7,14.8,20.31
26.4,33.7,21.8,77,8.89,4.2,8.5,22.2,20.91
26.4,33.7,21.8,77,8.89,4.2,8.5,22.2,19.43
24.7,32.7,21.6,89,7.11,4.2,6.3,18.3,19.79
24.7,32.7,21.6,89,7.11,4.2,6.3,18.3,16.86
26,31.4,22.4,82,14.99,4.3,5.4,14.8,17.59
26,31.4,22.4,82,14.99,4.3,5.4,14.8,19.37
25.7,32.2,23,82,0.25,4.3,3.7,22.2,22.63
25.7,32.2,23,82,0.25,4.3,3.7,22.2,19.03
25.9,31.7,23,79,0.51,5.3,7.2,16.5,23.64
25.9,31.7,23,79,0.51,5.3,7.2,16.5,23.09
26,31.3,22.6,80,7.11,4.7,5.9,18.3,23.81
26,31.3,22.6,80,7.11,4.7,5.9,18.3,20.38
24.7,28.9,23,89,0,3.4,5.6,14.8,27.35
24.7,28.9,23,89,0,3.4,5.6,14.8,18.06
24.3,29.5,21,76,5.08,4.7,6.9,18.3,19.23
24.3,29.5,21,76,5.08,4.7,6.9,18.3,17.1
22.5,29.4,19.9,80,0,4.2,3.3,14.8,20.16
22.5,29.4,19.9,80,0,4.2,3.3,14.8,20.58
22.9,26.6,19.4,86,2.03,4.3,4.6,11.1,22.73
22.9,26.6,19.4,86,2.03,4.3,4.6,11.1,27.27
25.3,29,22.8,84,0.25,4.2,7.2,14.8,22.64
25.3,29,22.8,84,0.25,4.2,7.2,14.8,18.95
25.4,30.8,22.8,86,12.95,4.8,9.6,16.5,21.9
25.4,30.8,22.8,86,12.95,4.8,9.6,16.5,16.71
25.3,30.8,22.4,85,0,4.3,6.1,16.5,14.26
25.3,30.8,22.4,85,0,4.3,6.1,16.5,20.546
24.8,30,21,73,0,4.7,5.2,16.5,26.89
24.8,30,21,73,0,4.7,5.2,16.5,23.26
24.9,30.4,19.4,70,0,4.8,4.4,16.5,21.61
24.9,30.4,19.4,70,0,4.8,4.4,16.5,25.1
26.6,31,20.6,66,0,4.7,5.9,16.5,23.83
26.6,31,20.6,66,0,4.7,5.9,16.5,27.28
25.2,29.4,22.5,79,0.51,5.8,6.9,16.5,17.44
25.2,29.4,22.5,79,0.51,5.8,6.9,16.5,18.08
24.6,29.4,22,85,0,4.8,5.9,14.8,13.62
24.6,29.4,22,85,0,4.8,5.9,14.8,20.06
25.4,29.1,22.5,77,0,5,8.7,18.3,15.52
25.4,29.1,22.5,77,0,5,8.7,18.3,14.93
24.6,28.2,19.4,82,8.89,4.5,9.3,18.3,17.48
24.6,28.2,19.4,82,8.89,4.5,9.3,18.3,16.71
23.3,28.2,21,82,0.51,4.3,5.6,18.3,15.53
23.3,28.2,21,82,0.51,4.3,5.6,18.3,17.48
24.8,29.2,21,83,0,4.8,8.5,20.6,21.05
24.8,29.2,21,83,0,4.8,8.5,20.6,16.23
26.2,31.2,23,78,0,4.8,6.7,14.8,17.97
26.2,31.2,23,78,0,4.8,6.7,14.8,20.58
26.5,31.6,22.5,75,0,4.7,4.1,11.1,17.53
26.5,31.6,22.5,75,0,4.7,4.1,11.1,16.14
25.4,31.6,23,82,0,4.5,5.9,14.8,13.24
25.4,31.6,23,82,0,4.5,5.9,14.8,13.28
25.7,30.6,22.4,74,0,4.5,9.3,18.3,14.03
25.7,30.6,22.4,74,0,4.5,9.3,18.3,17.02
25.4,30.6,22,74,0,4.5,7.8,22.2,20.68
25.4,30.6,22,74,0,4.5,7.8,22.2,12.87
25.4,31,21,69,0,4.3,7.6,13,11.1
25.4,31,21,69,0,4.3,7.6,13,12.35
24.5,31,20,68,0,4,7,22.2,12.38
24.5,31,20,68,0,4,7,22.2,11.23
25.3,30.8,19,62,0,4.3,10.7,25.9,11.52
25.3,30.8,19,62,0,4.3,10.7,25.9,11.71
25.1,30.6,19.5,69,0,3.5,10,22.2,13
25.1,30.6,19.5,69,0,3.5,10,22.2,10.79
24.8,30.5,18.775,65.5,0,3.95,9.95,23.125,11
24.8,30.5,18.775,65.5,0,3.95,9.95,23.125,10.25
23.7,30,17.1,62,0,4.5,9.1,22.2,11.98
23.7,30,17.1,62,0,4.5,9.1,22.2,10.2
23.3,30.2,16.8,59,0,5.1,7,18.3,12.13
23.3,30.2,16.8,59,0,5.1,7,18.3,12.35
24.2,31.7,17,47,0,4.7,8.3,22.2,11.72
24.2,31.7,17,47,0,4.7,8.3,22.2,11.49
24.2,30.6,20.5,72,0,3.9,6.3,14.8,11.68
24.2,30.6,20.5,72,0,3.9,6.3,14.8,15.42
24.5,29.3,20.4,68,0,4.3,7.4,16.5,11.45
24.5,29.3,20.4,68,0,4.3,7.4,16.5,10.09
24.4,30,20,64,0,4.7,7.2,18.3,13.85
24.4,30,20,64,0,4.7,7.2,18.3,10.59
14.9,21.6,8.8,76,0,0.8,0.9,7.6,41.68
14.9,21.6,8.8,76,0,0.8,0.9,7.6,29.97
14.7,21.6,10.2,97,5.08,0.6,3.1,9.4,19.71
14.7,21.6,10.2,97,5.08,0.6,3.1,9.4,25.36
15,16.8,13.6,94,7.11,0.5,0.9,7.6,23.2
15,16.8,13.6,94,7.11,0.5,0.9,7.6,26.83
9.8,17.6,6.4,90,0,0.5,3.9,11.1,28.96
9.8,17.6,6.4,90,0,0.5,3.9,11.1,30.51
10.1,14.5,7.2,90,0,0.3,3.3,7.6,32.94
10.1,14.5,7.2,90,0,0.3,3.3,7.6,34.12
10.5,16.3,6.8,84,0,0.5,1.5,5.4,50.37
10.5,16.3,6.8,84,0,0.5,1.5,5.4,40.08
12.3,18.3,4,81,0,0.5,4.8,9.4,39.54
12.3,18.3,4,81,0,0.5,4.8,9.4,42.05
12.1,18.3,9,86,0.51,0.6,5.2,9.4,43.25
12.1,18.3,9,86,0.51,0.6,5.2,9.4,34.7
12.3,19,5.8,82,0,0.5,0.9,7.6,25.77
12.3,19,5.8,82,0,0.5,0.9,7.6,23.22
13.9,21.6,9.4,79,0,1,1.9,14.8,25.34
13.9,21.6,9.4,79,0,1,1.9,14.8,22.69
13.4,20.7,9.8,80,0,0.8,7.2,11.1,18.56
13.4,20.7,9.8,80,0,0.8,7.2,11.1,6.94
13.3,17.5,9.5,79,0,0.8,3.7,7.6,10.91
13.3,17.5,9.5,79,0,0.8,3.7,7.6,9.35
13.1,18.3,8.5,80,0,0.8,4.1,14.8,16.65
13.1,18.3,8.5,80,0,0.8,4.1,14.8,18.18
13.7,18.3,11.6,91,1.02,0.6,0.9,7.6,17.11
13.7,18.3,11.6,91,1.02,0.6,0.9,7.6,15.23
13.3,18.4,9.8,79,0.76,1,5.2,14.8,16.29
13.3,18.4,9.8,79,0.76,1,5.2,14.8,14.91
13.8,21.5,7.2,60,0,2.4,9.1,24.1,17.51
13.8,21.5,7.2,60,0,2.4,9.1,24.1,23.28
15.1,24,6.7,66,0,1.3,5,11.1,28.38
15.1,24,6.7,66,0,1.3,5,11.1,28.56
17.3,23.8,10.4,70,0,1,11.9,18.3,15.07
17.3,23.8,10.4,70,0,1,11.9,18.3,21.7
16.7,23.8,13,75,0,0.8,7.2,14.8,33.92
16.7,23.8,13,75,0,0.8,7.2,14.8,43.44
15.7,25.6,7.4,68,0,1.4,1.9,7.6,30.43
15.7,25.6,7.4,68,0,1.4,1.9,7.6,20.62
16.7,25.6,9.3,66,0,1.4,4.4,13,19.02
16.7,25.6,9.3,66,0,1.4,4.4,13,27.17
16.9,25.5,10.5,65,0,2.3,5.6,22.2,25.58
16.9,25.5,10.5,65,0,2.3,5.6,22.2,27.62
17.2,25.5,9.3,61,0,2.4,6.7,20.6,34.22
17.2,25.5,9.3,61,0,2.4,6.7,20.6,40.91
19.3,28.6,10.6,65,0,2.6,4.3,14.8,34.36
19.3,28.6,10.6,65,0,2.6,4.3,14.8,41.62
18.9,28.6,11.2,73,0,0.8,1.5,7.6,36.54
18.9,28.6,11.2,73,0,0.8,1.5,7.6,31.88
22.9,29.3,17,78,0,1.6,7.6,14.8,31.61
22.9,29.3,17,78,0,1.6,7.6,14.8,30.11
22.8,29.3,18,72,2.03,1.9,7.2,14.8,27.19
22.8,29.3,18,72,2.03,1.9,7.2,14.8,36.86
21.9,29.1,15.2,69,0,2.3,11.3,18.3,37.39
