T,TM,Tm,H,PP,VV,V,VM,O3
18.4,25,10.6,70,0,1.1,3,11.1,12.45
15.9,20,11.2,81,0,1.1,5.2,14.8,10.68
15.9,20,11.2,81,0,1.1,5.2,14.8,11.55
14.9,17,12,90,0,0.8,4.4,11.1,9.78
14.9,17,12,90,0,0.8,4.4,11.1,7.78
13.5,15.2,11.3,91,0,1,9.4,14.8,9.42
13.5,15.2,11.3,91,0,1,9.4,14.8,9.91
15.3,22,6.9,65,0,1.4,5.9,16.5,9.23
15.3,22,6.9,65,0,1.4,5.9,16.5,8.18
16.1,23,7,68,0,1.8,4.1,9.4,8.29
16.1,23,7,68,0,1.8,4.1,9.4,10.7
17.3,24,8.6,63,0,1.8,4.3,9.4,11.75
17.3,24,8.6,63,0,1.8,4.3,9.4,15.71
19.9,26,12.7,77,0,1.1,3,13,13.68
19.9,26,12.7,77,0,1.1,3,13,12.8
19.2,27.2,13.2,71,0,1.3,5.2,20.6,9.73
19.2,27.2,13.2,71,0,1.3,5.2,20.6,11.44
20.4,30,12.5,58,0,1.8,5,11.1,10.35
20.4,30,12.5,58,0,1.8,5,11.1,12.99
19.1,25,11.6,51,0,2.6,10.9,22.2,13.37
19.1,25,11.6,51,0,2.6,10.9,22.2,16.45
20.9,28,11.5,64,0,1.6,8.5,14.8,9.56
20.9,28,11.5,64,0,1.6,8.5,14.8,10.44
20.5,25,15.9,69,0,1.1,5.9,18.3,9.13
20.5,25,15.9,69,0,1.1,5.9,18.3,11.03
20.7,26,13.5,70,0,1.8,5.4,11.1,11.39
20.7,26,13.5,70,0,1.8,5.4,11.1,9.52
21.6,30.2,12,56,0,2.3,4.4,11.1,9.68
21.6,30.2,12,56,0,2.3,4.4,11.1,11.3
23.3,32,13.9,51,0,2.4,5.4,18.3,8.86
23.3,32,13.9,51,0,2.4,5.4,18.3,8.75
23.4,30,13.9,49,0,2.7,4.6,18.3,9.03
23.4,30,13.9,49,0,2.7,4.6,18.3,8.43
25.3,31.4,16.8,58,0,3.2,10.4,20.6,10.54
25.3,31.4,16.8,58,0,3.2,10.4,20.6,7.71
26.2,32,18.2,60,0,2.9,9.4,18.3,9.54
26.2,32,18.2,60,0,2.9,9.4,18.3,7.94
25.2,31,19.5,59,0,3.5,15.4,27.8,6.91
25.2,31,19.5,59,0,3.5,15.4,27.8,7.66
23,31,12.4,47,0,3.4,6.7,13,10.34
23,31,12.4,47,0,3.4,6.7,13,9.18
24.2,28.4,18.5,70,0,2.3,14.3,24.1,5
24.2,28.4,18.5,70,0,2.3,14.3,24.1,5.93
24.8,30,18.5,71,0,2.7,6.1,18.3,12.35
24.8,30,18.5,71,0,2.7,6.1,18.3,6.43
26.2,33.2,17.5,51,0,3.4,5.4,11.1,6.92
26.2,33.2,17.5,51,0,3.4,5.4,11.1,5.35
25.6,33,16.9,52,0,3.2,5.2,13,10.7
25.6,33,16.9,52,0,3.2,5.2,13,9.73
26.2,33,15.6,50,0,3.5,5.6,22.2,10.2
26.2,33,15.6,50,0,3.5,5.6,22.2,12.75
27.9,34,17,50,0,3.5,9.1,18.3,12.14
27.9,34,17,50,0,3.5,9.1,18.3,7.98
27.3,33.2,20.2,51,0,3.9,11.1,29.4,9.23
27.3,33.2,20.2,51,0,3.9,11.1,29.4,14.17
28.2,35,19,48,0,3.9,12.6,25.9,13.93
28.2,35,19,48,0,3.9,12.6,25.9,14.54
23.2,25,20.4,70,0,2.4,12.6,25.9,12.11
23.2,25,20.4,70,0.812,2.4,12.6,25.9,15.48
22.1,29.5,17.6,76,2.03,2.7,7,27.8,14.9
22.1,29.5,17.6,76,2.03,2.7,7,27.8,17.26
25.3,32,16.2,56,0,3.9,9.1,18.3,19.15
25.3,32,16.2,56,0,3.9,9.1,18.3,17.78
29.3,36,20.4,42,0,3.9,3.7,13,17.52
29.3,36,20.4,42,0,3.9,3.7,13,11.25
30.4,38,20,39,0,3.5,8.1,24.1,8.69
30.4,38,20,39,0,3.5,8.1,24.1,10.13
30.2,37,20.5,34,0,3.9,12.6,22.2,13.91
30.2,37,20.5,34,0,3.9,12.6,22.2,13.56
28.8,36,18.7,43,0,3.5,5.4,13,13.57
28.8,36,18.7,43,0,3.5,5.4,13,15.97
30.2,37.2,20.2,47,0,3.1,4.1,9.4,12.04
30.2,37.2,20.2,47,0,3.1,4.1,9.4,10.53
31,38,23.2,54,0,2.9,7,14.8,10.1
31,38,23.2,54,0,2.9,7,14.8,10.95
29.8,36.2,23.5,55,0,3.4,8.5,27.8,12.1
29.8,36.2,23.5,55,0,3.4,8.5,27.8,8.46
28.7,34,21,51,0,3.9,18.1,29.4,10.47
28.7,34,21,51,0,3.9,18.1,29.4,10.36
28.1,33,21,60,0,4,15.9,25.9,10.07
28.1,33,21,60,0,4,15.9,25.9,13.07
29.4,35.2,21.9,65,0,3.1,13.9,18.3,13.38
29.4,35.2,21.9,65,0,3.1,13.9,18.3,8.33
33.8,41,23.2,33,0,3.9,14.1,22.2,9.79
33.8,41,23.2,33,0,3.9,14.1,22.2,10.75
35,42,24.3,31,0,4,9.3,18.3,21.51
35,42,24.3,31,0,4,9.3,18.3,14.83
34.9,42,24.6,30,0,3.9,11.1,20.6,13.78
34.9,42,24.6,30,0,3.9,11.1,20.6,12.79
34.36666667,41.46666667,23.33333333,28,0,3.966666667,10.36666667,25.4,16.3
34.36666667,41.46666667,23.33333333,28,0,3.966666667,10.36666667,25.4,10.99
34.1,41.2,22.7,27,0,4,10,27.8,9.73
34.1,41.2,22.7,27,0,4,10,27.8,8.68
34.36666667,41.46666667,23.33333333,28,0,3.966666667,10.36666667,25.4,12.75
31.45,37.5,24.1,57.5,0,3.45,13.35,20.25,10.24
33.3,40,25,50,0,3.7,11.5,18.3,9.71
33.3,40,25,50,0,3.7,11.5,18.3,9.91
29.6,35,23.2,65,0,3.2,15.2,22.2,12.68
29.6,35,23.2,65,0,3.2,15.2,22.2,9.42
31.45,37.5,24.1,57.5,0,3.45,13.35,20.25,13.92
32.14583333,38.45833333,23.82916667,50,0,3.583333333,12.55833333,21.8375,11.65
32.14583333,38.45833333,23.82916667,50,0,3.583333333,12.55833333,21.8375,10.73
32.14583333,38.45833333,23.82916667,50,0,3.583333333,12.55833333,21.8375,11.68
32.14583333,38.45833333,23.82916667,50,0,3.583333333,12.55833333,21.8375,11.09
32.14583333,38.45833333,23.82916667,50,0,3.583333333,12.55833333,21.8375,10.34
32.14583333,38.45833333,23.82916667,50,0,3.583333333,12.55833333,21.8375,11.098
34.76666667,42.46666667,22.13333333,21.33333333,0,3.933333333,10.83333333,20.9,14.05
34.7,42,21.6,18,0,3.9,12,22.2,17.24
34.7,42,21.6,18,0,3.9,12,22.2,23.7
34.76666667,42.46666667,22.13333333,21.33333333,0,3.933333333,10.83333333,20.9,22.08
34.76666667,42.46666667,22.13333333,21.33333333,0,3.933333333,10.83333333,20.9,26.4
34.9,43.4,23.2,28,0,4,8.5,18.3,25.06
34.9,43.4,23.2,28,0,4,8.5,18.3,36.58
34.9,43.4,23.2,28,0,4,8.5,18.3,25.39
34.9,43.4,23.2,28,0,4,8.5,18.3,9.78
34.9,43.4,23.2,28,0,4,8.5,18.3,17.43
34.9,43.4,23.2,28,0,4,8.5,18.3,26.28
34.9,43.4,23.2,28,0,4,8.5,18.3,25.57
32.02,37.44,24.8,46.4,0,3.96,12.86,18.5,26.54
33.8,40,25.2,32,0,3.9,4.6,11.1,24.98
33.8,40,25.2,32,0,3.9,4.6,11.1,26.35
30.7,36,24.9,56,0,3.9,18,22.2,27.23
30.7,36,24.9,56,0,3.9,18,22.2,23.82
31.1,35.2,23.8,56,0,4.2,19.1,25.9,17.26
31.1,35.2,23.8,56,0,4.2,19.1,25.9,15.93
31,35.2,23.6,48,0,4,9.4,27.8,20.27
31,35.2,23.6,48,0,4,9.4,27.8,18.37
31.8,37,23.9,49,0,4,10,18.3,17.91
31.8,37,23.9,49,0,4,10,18.3,19.87
33.5,38,26.5,48,0,4.2,12.2,18.3,19.23
33.5,38,26.5,48,0,4.2,12.2,18.3,20.89
30.9,35.4,24.2,60,0,4.3,15.6,25.9,16.08
30.9,35.4,24.2,60,0,4.3,15.6,25.9,13.59
29.6,34,23.9,69,0,3.7,16.1,22.2,33.37
29.6,34,23.9,69,0,3.7,16.1,22.2,24.83
31.7,36.4,24,67,0,3.9,13.7,18.3,18.96
31.7,36.4,24,67,0,3.9,13.7,18.3,31.45
30.8,35,25,64,0,3.7,16.9,22.2,19.55
30.8,35,25,64,0,3.7,16.9,22.2,19.08
30.4,34,24.7,67,0,4,18.5,27.8,15.87
30.4,34,24.7,67,0,4,18.5,27.8,21.19
26.9,29,21.2,79,0,3.1,8.7,22.2,19.09
26.9,29,21.2,79,0,3.1,8.7,22.2,21.31
29.2,34,22,64,0,3.7,9.3,22.2,19.64
29.2,34,22,64,0,3.7,9.3,22.2,21.4
31.2,36,23.2,58,0,4,7.4,18.3,24.17
31.2,36,23.2,58,0,4,7.4,18.3,22.68
31.3,36,23,65,0,3.7,15.4,22.2,23.46
31.3,36,23,65,0,3.7,15.4,22.2,20.18
32.1,37,24.2,62,0,4,10.4,18.3,23.32
32.1,37,24.2,62,0,4,10.4,18.3,28.75
30.8,34.5,24.5,67,0,3.7,12.8,22.2,20.25
30.8,34.5,24.5,67,0,3.7,12.8,22.2,28.99
32.5,37,26.6,62,0,4,11.9,18.3,22.22
32.5,37,26.6,62,0,4,11.9,18.3,14.59
34.1,38,28,58,0,3.9,13.5,25.9,14.68
34.1,38,28,58,0,3.9,13.5,25.9,12.39
33.7,37.5,28.6,61,0,4,20,27.8,12.66
33.7,37.5,28.6,61,0,4,20,27.8,13.64
32.7,37,27.5,66,0,4,15.2,22.2,15.52
32.7,37,27.5,66,0,4,15.2,22.2,11.12
33.7,39,27,58,0,3.7,11.5,22.2,17.87
33.7,39,27,58,0,3.7,11.5,22.2,16.35
31.9,37.3,24,68,0,4,8.3,14.8,16.52
31.9,37.3,24,68,0,4,8.3,14.8,10.96
31.4,37,27,70,0,3.2,13.1,20.6,10.99
31.4,37,27,70,0,3.2,13.1,20.6,7.67
31.8,37.6,26.5,67,0,3.4,11.1,14.8,7.71
31.8,37.6,26.5,67,0,3.4,11.1,14.8,7.31
32.9,37,26.5,66,0,3.7,16.7,22.2,10.22
32.9,37,26.5,66,0,3.7,16.7,22.2,13.19
33.6,38,27.4,62,0,3.9,11.7,18.3,13.86
33.6,38,27.4,62,0,3.9,11.7,18.3,10.95
29.8,37,20.6,80,0,3.1,10.7,18.3,18.42
29.8,37,20.6,80,0,3.1,10.7,18.3,4.16
31.1,35,27.3,79,0,3.5,11.5,16.5,0.6
31.1,35,27.3,79,0,3.5,11.5,16.5,9.33
33.6,38,26.6,68,0,3.7,12.4,18.3,15.03
33.6,38,26.6,68,0,3.7,12.4,18.3,7.06
31.4,35,26.7,79,0,3.1,11.1,27.8,5.45
31.4,35,26.7,79,0,3.1,11.1,27.8,3.6
32.3,36,28.2,71,0,3.4,15.2,22.2,7.2
32.3,36,28.2,71,0,3.4,15.2,22.2,4.86
31.6,35,27,75,0,3.5,15.6,24.1,3.24
31.6,35,27,75,0,3.5,15.6,24.1,1.95
29.5,32,26.6,83,0,3.2,14.3,22.2,7.17
29.5,32,26.6,83,0,3.2,14.3,22.2,4.28
30.7,34,25.3,78,0,4,17,27.8,5.13
30.7,34,25.3,78,0,4,17,27.8,5.09
31.4,34,26.1,76,0,3.7,16.5,25.9,2.69
31.4,34,26.1,76,0,3.7,16.5,25.9,5.88
31.9,35,27,71,0,4,16.5,25.9,4.34
31.9,35,27,71,0,4,16.5,25.9,4.16
31,34,26,78,0,3.9,13.1,22.2,5.19
31,34,26,78,0,3.9,13.1,22.2,5.03
31.4,34,27.1,79,0,3.2,8.1,18.3,8.51
31.4,34,27.1,79,0,3.2,8.1,18.3,6.99
30.9,34,26,81,0,3.2,10.6,74.1,6.71
30.9,34,26,81,0,3.2,10.6,74.1,8.5
28.8,31.2,24.6,87,0,3.5,9.4,18.3,13.17
28.8,31.2,24.6,87,0,3.5,9.4,18.3,16.93
29.9,32,25.4,85,0,3.9,7.8,14.8,14.76
29.9,32,25.4,85,0,3.9,7.8,14.8,18.1
29.5,33,24.8,84,0,3.9,6.5,16.5,17.32
29.5,33,24.8,84,0,3.9,6.5,16.5,15.81
30.4,33.5,26.1,80,0,3.9,10.7,14.8,9.11
30.4,33.5,26.1,80,0,3.9,10.7,14.8,7.53
30.2,33,26.1,78,0,3.5,17.4,22.2,10.72
30.2,33,26.1,78,0,3.5,17.4,22.2,21.18
29.8,32,25,78,0,3.9,11.5,22.2,22.35
29.8,32,25,78,0,3.9,11.5,22.2,9.84
29.9,33.2,24.6,81,0,3.4,7.2,14.8,18.3
29.9,33.2,24.6,81,0,3.4,7.2,14.8,10.86
31.1,35,25.2,78,0,3.7,8.7,14.8,7.03
31.1,35,25.2,78,0,3.7,8.7,14.8,8.56
30.4,33,24.4,78,0,4,14.3,25.9,7.46
30.4,33,24.4,78,0,4,14.3,25.9,9.89
30.4,34,25,78,0,4.2,17.4,31.7,10.97
30.4,34,25,78,0,4.2,17.4,31.7,6.13
29.3,32,25.1,86,0,3.5,17,24.1,10.46
29.3,32,25.1,86,1.02,3.5,17,24.1,12.59
31.4,35,26,77,1.02,4.2,13,22.2,5.78
31.4,35,26,77,1.02,4.2,13,22.2,10.09
29.4,32,26,87,1.02,2.9,5.9,18.3,12.33
29.4,32,26,87,1.02,2.9,5.9,18.3,15.41
30.3,33,25.3,81,1.02,3.9,15.7,22.2,18.03
30.3,33,25.3,81,1.02,3.9,15.7,22.2,23.88
30.9,34,26.2,81,0,3.4,10.4,16.5,34.67
30.9,34,26.2,81,0,3.4,10.4,16.5,33.62
31.7,36,26.4,77,0.255,3.1,12.8,22.2,30.72333333
31.7,36,26.4,77,0.255,3.1,12.8,22.2,30.72333333
30.7,34,25.4,76,0,3.5,15,25.9,30.72333333
30.7,34,25.4,76,0,3.5,15,25.9,28.34958333
30.4,33.5,25.3,80,0,3.9,6.9,14.8,28.34958333
30.4,33.5,25.3,80,0,3.9,6.9,14.8,28.34958333
31.1,34,25.2,76,0,4,11.7,18.3,28.34958333
31.1,34,25.2,76,0,4,11.7,18.3,28.34958333
31.9,36,25.8,76,0,3.5,5.9,11.1,28.34958333
31.9,36,25.8,76,0,3.5,5.9,11.1,27.905
29.4,32.2,22.9,76,0,4.2,12,25.9,27.905
29.4,32.2,22.9,76,0,4.2,12,25.9,27.905
32.3,37,26.2,73,0,3.9,10.7,16.5,27.905
32.3,37,26.2,73,0,3.9,10.7,16.5,30.97
31.6,35,26.2,79,0,3.1,10.6,18.3,24.84
31.6,35,26.2,79,0,3.1,10.6,18.3,29.68333333
30.2,35,24.6,82,10.92,3.4,7.2,18.3,29.68333333
30.2,35,24.6,82,10.92,3.4,7.2,18.3,29.68333333
29.8,34.8,26.4,87,0,2.3,8.3,16.5,50.3
29.8,34.8,26.4,87,0,2.3,8.3,16.5,23.92
29.1,33,24.7,88,4.368,2.9,5.9,27.8,14.83
29.1,33,24.7,88,1.911,2.9,5.9,27.8,14.1
27.8,30,23.6,92,1.911,3.1,5.7,14.8,15.29
27.8,30,23.6,92,1.911,3.1,5.7,14.8,20.65
28.6,31,24,91,1.911,3.1,5.6,13,29.04
28.6,31,24,91,1.911,3.1,5.6,13,27.18
29.6,32,25,88,1.911,2.6,4.4,11.1,23.5
29.6,32,25,88,0,2.6,4.4,11.1,22.15
29.3,33,24.7,85,0,2.9,10.7,14.8,14.82
29.3,33,24.7,85,0,2.9,10.7,14.8,12.99
30.2,34,24.6,82,0,3.4,8.7,14.8,13.82
30.2,34,24.6,82,0,3.4,8.7,14.8,18.424
31.5,36,25.4,75,0,3.7,8.3,16.5,28.34
31.5,36,25.4,75,0,3.7,8.3,16.5,28.39
30.6,35,24.3,78,0,3.4,3.1,11.1,23.97
30.6,35,24.3,78,0,3.4,3.1,11.1,18.72
30.2,33,25.6,87,0,2.9,5.2,13,11.87
30.2,33,25.6,87,0,2.9,5.2,13,15.86
29,33,23.3,80,0,3.7,16.7,27.8,12.25
29,33,23.3,80,0,3.7,16.7,27.8,20.24
27.8,32,22.6,86,0,3.2,14.3,22.2,23.76
27.8,32,22.6,86,0,3.2,14.3,22.2,9.53
27.2,30,23.1,88,0,3.1,11.9,18.3,5.82
27.2,30,23.1,88,0,3.1,11.9,18.3,6.43
28.3,31,23.6,86,0,2.4,9.3,16.5,10.72
28.3,31,23.6,86,0,2.4,9.3,16.5,18.51
31.1,35.5,25.5,78,0,3.9,10,18.3,8.99
31.1,35.5,25.5,78,0,3.9,10,18.3,10.04
31.2,35.2,25.2,77,0,4,6.7,13,13.69
31.2,35.2,25.2,77,0,4,6.7,13,12.5
31.7,36,25.4,74,0,4.2,4.1,18.3,16.12
31.7,36,25.4,74,0,4.2,4.1,18.3,15.91
30.3,35,25.2,77,0,3.7,10,22.2,15.59
30.3,35,25.2,77,0,3.7,10,22.2,18.49
27.6,32,22,89,0,2.4,7.4,16.5,13.35
27.6,32,22,89,0,2.4,7.4,16.5,7.61
25.9,27.5,24,97,0,2.3,6.7,11.1,9.87
25.9,27.5,24,97,0,2.3,6.7,11.1,15.6
28.9,34,22,74,0,3.4,8.3,14.8,3.31
28.9,34,22,74,0,3.4,8.3,14.8,16.77
28.2,33,22.2,74,0,3.2,5.9,11.1,18.05
28.2,33,22.2,74,0,3.2,5.9,11.1,19.05
27.6,34,21,73,0,3.5,6.1,11.1,19.66
27.6,34,21,73,0,3.5,6.1,11.1,18.3825
27.4,33,21.3,72,0,3.4,6.5,13,18.3825
27.4,33,21.3,72,0,3.4,6.5,13,18.3825
26.9,33,20.2,68,0,3.2,6.3,13,18.3825
26.9,33,20.2,68,0,3.2,6.3,13,18.3825
27.3,33.2,19.8,70,0,3.5,5,11.1,18.3825
27.3,33.2,19.8,70,0,3.5,5,11.1,18.3825
26.7,33,19.1,71,0,2.3,5.4,11.1,18.3825
26.7,33,19.1,71,0,2.3,5.4,11.1,18.3825
26.7,33,19.6,72,0,2.6,3.7,11.1,18.3825
26.7,33,19.6,72,0,2.6,3.7,11.1,16.22630435
27.5,33,20.5,69,0,2.6,5,9.4,16.22630435
27.5,33,20.5,69,0,2.6,5,9.4,16.22630435
26.8,32,19,66,0,2.6,6.1,33.5,16.22630435
26.8,32,19,66,0,2.6,6.1,33.5,16.22630435
27.2,33.2,20.4,62,0,3.4,8.1,14.8,16.22630435
27.2,33.2,20.4,62,0,3.4,8.1,14.8,16.22630435
26.7,33.2,20.2,63,0,3.2,7,16.5,16.22630435
26.7,33.2,20.2,63,0,3.2,7,16.5,16.22630435
27.4,34,18.6,59,0,2.9,5,11.1,16.22630435
27.4,34,18.6,59,0,2.9,5,11.1,16.22630435
23.8,31,16.6,66,0,2.1,6.1,11.1,16.22630435
23.8,31,16.6,66,0,2.1,6.1,11.1,16.22630435
22.2,30,15.4,73,0,1.8,3.7,11.1,16.22630435
22.2,30,15.4,73,0,1.8,3.7,11.1,16.22630435
22.4,30,15.1,70,0,1.3,2,9.4,16.22630435
22.4,30,15.1,70,0,1.3,2,9.4,16.22630435
22.575,30,15.55,69.75,0,1.775,2.95,10.725,16.22630435
22.575,30,15.55,69.75,0,1.775,2.95,10.725,16.22630435
23.3,30,16.6,66,0,2.7,4.1,13,16.22630435
23.3,30,16.6,66,0,2.7,4.1,13,16.22630435
22.9,30,14.7,63,0,3.2,5.4,13,16.22630435
22.9,30,14.7,63,0,3.2,5.4,13,16.22630435
22.1,30,14,59,0,2.9,6.9,18.3,16.22630435
22.1,30,14,59,0,2.9,6.9,18.3,16.22630435
21,28,14.4,74,0,1.6,1.9,7.6,16.22630435
21,28,14.4,74,0,1.6,1.9,7.6,16.22630435
21.1,29,15.1,75,0,1.8,3.9,11.1,16.22630435
21.1,29,15.1,75,0,1.8,3.9,11.1,16.22630435
21.3,28,14.3,73,0,1.8,4.3,13,16.22630435
21.3,28,14.3,73,0,1.8,4.3,13,16.22630435
20.2,27.5,13,71,0,2.4,2.6,13,16.22630435
20.2,27.5,13,71,0,2.4,2.6,13,16.22630435
20.5,27,14,77,0,1.4,2.2,9.4,16.22630435
20.5,27,14,77,0,1.4,2.2,9.4,16.22630435
20.2,26,15,87,0,1,1.1,9.4,16.22630435
20.2,26,15,87,0,1,1.1,9.4,16.22630435
22,28,16.6,80,0,2.6,4.1,11.1,16.22630435
22,28,16.6,80,0,2.6,4.1,11.1,16.22630435
21.9,28,16.6,84,0,1.9,1.9,11.1,16.22630435
21.9,28,16.6,84,0,1.9,1.9,11.1,16.22630435
20.2,23.5,16.9,92,0,0.6,6.9,11.1,16.22630435
20.2,23.5,16.9,92,0,0.6,6.9,11.1,16.22630435
16.2,22,12.5,88,0,1,5.4,11.1,16.22630435
16.2,22,12.5,88,0,1,5.4,11.1,16.22630435
16.5,22,12,84,0,1.3,5.2,16.5,16.22630435
16.5,22,12,84,0,1.3,5.2,16.5,16.22630435
15.8,20,11.5,81,0,1.6,5.6,11.1,16.22630435
15.8,20,11.5,81,0,1.6,5.6,11.1,16.22630435
15.7,20,12.2,85,0,1.4,6.5,11.1,16.22630435
15.7,20,12.2,85,0,1.4,6.5,11.1,16.22630435
14.4,19,9.6,91,0,0.6,3,11.1,16.22630435
14.4,19,9.6,91,0,0.6,3,11.1,16.22630435
14.9,21,10.2,90,0,0.8,2.6,11.1,16.22630435
14.9,21,10.2,90,0,0.8,2.6,11.1,16.22630435
19.1,25.5,11.6,71,0,2.4,8,14.8,16.22630435
19.1,25.5,11.6,71,0,2.4,8,14.8,16.22630435
18.2,25,11,68,0,1.9,6.1,13,16.22630435
18.2,25,11,68,0,1.9,6.1,13,16.22630435
16.9,24,10.5,77,0,1.1,2.8,7.6,16.22630435
16.9,24,10.5,77,0,1.1,2.8,7.6,16.22630435
20.1,26,13.5,81,0,1.1,4.4,11.1,16.22630435
20.1,26,13.5,81,0,1.1,4.4,11.1,16.22630435
17.8,21.2,13.2,92,0,0.6,7,18,16.22630435
17.8,21.2,13.2,92,0,0.6,7,18,16.22630435
15.5,17,11.7,93,0,1,4.8,11.1,16.22630435
15.5,17,11.7,93,0,1,4.8,11.1,16.22630435
17.34,20.48,12.66,90.2,0,0.86,5.6,13.86,16.22630435
16.78,20.8,12.8,87.6,0,1.18,4.7,12.05,16.22630435
17.1,22,13,83,0,1.4,4.8,13,16.22630435
17.1,22,13,83,0,1.4,4.8,13,16.22630435
16.4,19,12.7,91,0,1,2.8,11.1,16.22630435
16.4,19,12.7,91,0,1,2.8,11.1,16.22630435
16.9,22,12.6,90,0,1.1,8.3,12.05,16.22630435
16.9,22,12.6,90,0,1.1,8.3,11.86,16.22630435
15.3,21,10.5,86,0,1,4.8,11.1,16.22630435
15.3,21,10.5,86,0,1,4.8,11.1,16.22630435
18.4,24,13.3,73,0,2.4,5.7,13,16.22630435
18.4,24,13.3,73,0,2.4,5.7,13,16.22630435
18.3,24,11.6,76,0,1.6,3.7,11.1,16.22630435
18.3,24,11.6,76,0,1.6,3.7,11.1,16.22630435
13.4,20,5,57,0,3.1,7,22.2,16.22630435
13.4,20,5,57,0,3.1,7,22.2,16.22630435
13.7,21,4.8,59,0,1.9,5.7,13,16.22630435
13.7,21,4.8,59,0,1.9,5.7,13,16.22630435
14.7,23,5.7,69,0,2.1,4.4,11.1,16.22630435
14.7,23,5.7,69,0,2.1,4.4,11.1,16.22630435
18.2,25,10.2,58,0,3.1,7.6,16.5,16.22630435
18.2,25,10.2,58,0,3.1,7.6,16.5,16.22630435
18.5,26,10.7,60,0,2.6,11.9,22.2,16.22630435
18.5,26,10.7,60,0,2.6,11.9,22.2,16.22630435
17.4,25,9.3,63,0,2.7,6.7,14.8,16.22630435
17.4,25,9.3,63,0,2.7,6.7,14.8,16.22630435
20.5,28,11.7,68,0,2.3,1.9,9.4,16.22630435
20.5,28,11.7,68,0,2.3,1.9,9.4,16.22630435
20.6,28,12.3,71,0,2.1,3.7,13,16.22630435
20.6,28,12.3,71,0,2.1,3.7,13,16.22630435
19.9,24,15.5,75,0,2.1,6.3,14.8,16.22630435
19.9,24,15.5,75,0,2.1,6.3,14.8,16.22630435
16.9,23,9.1,78,0,1.4,2.8,7.6,16.22630435
16.9,23,9.1,78,0,1.4,2.8,7.6,16.22630435
15.9,20,11.5,87,0,1.6,2.4,7.6,16.22630435
15.9,20,11.5,87,0,1.6,2.4,7.6,16.22630435
15.9,22,8.7,81,0,1.6,3.9,14.8,16.22630435
15.9,22,8.7,81,0,1.6,3.9,14.8,16.22630435
17.3,24,10.1,79,0,1.8,3,11.1,16.22630435
17.3,24,10.1,79,0,1.8,3,11.1,16.22630435
20.3,27,14.1,59,0,3.2,7.8,18.3,16.22630435
20.3,27,14.1,59,0,3.2,7.8,18.3,16.22630435
19.1,26.2,10.6,63,0,3.2,3.3,14.8,16.22630435
19.1,26.2,10.6,63,0,3.2,3.3,14.8,16.22630435
19.9,28,10.1,59,0,2.9,1.1,11.1,16.22630435
19.9,28,10.1,59,0,2.9,1.1,11.1,16.22630435
22.1,29,13.1,63,0,3.1,3.3,11.1,16.22630435
22.1,29,13.1,63,0,3.1,3.3,11.1,16.22630435
21.7,29,14.5,64,0,2.9,3.9,11.1,16.22630435
21.7,29,14.5,64,0,2.9,3.9,11.1,16.22630435
20.2,27,12,62,0,2.9,3.7,11.1,16.22630435
20.2,27,12,62,0,2.9,3.7,11.1,16.22630435
22.8,29,15.6,73,0,1.9,3.3,11.1,16.22630435
22.8,29,15.6,73,0,1.9,3.3,11.1,16.22630435
23.9,31,16.8,70,0,2.4,6.1,14.8,16.22630435
23.9,31,16.8,70,0,2.4,6.1,14.8,16.22630435
25.4,33.5,16.3,58,0,3.5,4.6,11.1,16.22630435
25.4,33.5,16.3,58,0,3.5,4.6,11.1,16.22630435
20.3,27,11.5,50,0,3.9,5.4,11.1,16.22630435
20.3,27,11.5,50,0,3.9,5.4,11.1,16.22630435
21.2,29,12.1,54,0,3.7,3.7,14.8,16.22630435
21.2,29,12.1,54,0,3.7,3.7,14.8,16.22630435
22.3,30,12.1,48,0,3.9,4.6,13,16.22630435
22.3,30,12.1,48,0,3.9,4.6,13,10.8131
24.4,33,13.7,53,0,3.5,4.4,16.5,10.8131
24.4,33,13.7,53,0,3.5,4.4,16.5,10.8131
25.7,34,15.4,51,0,4,4.8,13,10.8131
25.7,34,15.4,51,0,4,4.8,13,10.8131
25.8,33,18.1,48,0,3.9,5.2,11.1,10.8131
25.8,33,18.1,48,0,3.9,5.2,11.1,10.8131
23.6,31,12.4,42,0,4.3,4.6,14.8,10.8131
23.6,31,12.4,42,0,4.3,4.6,14.8,10.8131
24.1,32,14.1,47,0,4,5,16.5,10.8131
24.1,32,14.1,47,0,4,5,16.5,11.08
24.4,30,18.2,61,0,2.7,2.8,9.4,11.08
24.4,30,18.2,61,0,2.7,2.8,9.4,11.08
20.7,28,11.7,46,0,4,8.9,18.3,11.08
20.7,28,11.7,46,0,4,8.9,18.3,11.08
22.1,29,11.2,44,0,3.9,5,11.1,11.08
22.1,29,11.2,44,0,3.9,5,11.1,11.08
22.1,29,12.1,47,0,3.7,5.9,16.5,11.08
22.1,29,12.1,47,0,3.7,5.9,16.5,11.08
21.3,26.5,15.1,67,0,1.9,3.9,11.1,11.08
21.3,26.5,15.1,67,0,1.9,3.9,11.1,11.08
24.4,31,15,55,0,3.1,6.1,13,11.08
24.4,31,15,55,0,3.1,6.1,13,11.08
24.6,31,15.6,60,0,3.5,6.3,11.1,11.08
24.6,31,15.6,60,0,3.5,6.3,11.1,11.08
30.9,38,22.5,49,0,3.7,11.1,22.2,16.44
30.9,38,22.5,49,0,3.7,11.1,22.2,3.48
