T,TM,Tm,H,PP,VV,V,VM,SO2
26.4,31.9,20.4,72,0,2.7,5.4,11.1,9.53
26.6,33.1,20.2,71,0,3.2,2.8,11.1,9.11
26.6,33.1,20.2,71,0,3.2,2.8,11.1,8.61
27.3,32.5,20.2,69,0,3.1,2.8,7.6,7.02
27.3,32.5,20.2,69,0,3.1,2.8,7.6,7.32
24.9,32.4,19,69,0,2.3,3,9.4,10.11
24.9,32.4,19,69,0,2.3,3,9.4,4.02
25.1,31.5,18.7,69,0,2.3,4.3,14.8,10.54
25.1,31.5,18.7,69,0,2.3,4.3,14.8,5.84
25.4,31.2,18,67,0,2.3,3.7,11.1,19.03
25.4,31.2,18,67,0,2.3,3.7,11.1,14.89
23.3,31,16,63,0,2.3,3.7,11.1,8.8
23.3,31,16,63,0,2.3,3.7,11.1,7.25
24.1,30.4,16,65,0,1.8,3,5.4,7.57
24.1,30.4,16,65,0,1.8,3,5.4,7.9
25.3,30.9,16.8,67,0,1.4,2.4,9.4,1.42
25.3,30.9,16.8,67,0,1.4,2.4,9.4,3.1
22.9,29.4,17.6,79,0,1.4,1.9,5.4,2.41
22.9,29.4,17.6,79,0,1.4,1.9,5.4,15.96
22.1,30,15,72,0,1.1,1.9,7.6,4.06
22.1,30,15,72,0,1.1,1.9,7.6,5.15
22.8,29.9,15.5,67,0,1.4,1.9,9.4,18.6
22.8,29.9,15.5,67,0,1.4,1.9,9.4,15.5
22.8,29,15,72,0,1.4,2,7.6,7.37
22.8,29,15,72,0,1.4,2,7.6,7.06
21.1,29.7,14.9,66,0,1.8,2,7.6,6.68
21.1,29.7,14.9,66,0,1.8,2,7.6,10.81
20.1,29,13,65,0,1.9,1.5,7.6,7.4
20.1,29,13,65,0,1.9,1.5,7.6,5.76
24.6,30,17.7,73,0,1.3,2.6,7.6,6.33
24.6,30,17.7,73,0,1.3,2.6,7.6,6.63
23.8,29.6,17.9,68,0,1.8,6.9,14.8,16.05
23.8,29.6,17.9,68,0,1.8,6.9,14.8,7.01
21.8,26.4,15.5,75,0,1.9,5.9,14.8,5.63
21.8,26.4,15.5,75,0,1.9,5.9,14.8,5.87
21.8,26,15.6,79,0,1.3,2.4,7.6,6.13
21.8,26,15.6,79,0,1.3,2.4,7.6,5.13
19.2,23.3,15.6,89,0,0.6,3.9,11.1,10.55
19.2,23.3,15.6,89,0,0.6,3.9,11.1,4
17.4,20,14.6,91,0,0.6,3.1,7.6,6
17.4,20,14.6,91,0,0.6,3.1,7.6,5.91
17.4,24.1,13.4,83,0,1.1,4.1,9.4,6.88
17.4,24.1,13.4,83,0,1.1,4.1,9.4,7.45
17.9,24,10.5,64,0,1.6,6.1,16.5,5.57
17.9,24,10.5,64,0,1.6,6.1,16.5,5.55
16.8,23,10,63,0,1.8,5.6,14.8,5.52
16.8,23,10,63,0,1.8,5.6,14.8,6.12
15.9,23.9,8,66,0,1.3,4.3,16.5,6.34
15.9,23.9,8,66,0,1.3,4.3,16.5,2.16
16.5,24.4,7.9,58,0,1.6,2.6,7.6,9.88
16.5,24.4,7.9,58,0,1.6,2.6,7.6,2.41
15.8,23,8.9,72,0,1.3,6.5,22.2,2.42
15.8,23,8.9,72,0,1.3,6.5,22.2,2.46
15.4,22,8.4,63,0,1.4,5.9,14.8,5.21
15.4,22,8.4,63,0,1.4,5.9,14.8,6.27
16,23.5,6.1,54,0,1.8,4.3,14.8,3.39
16,23.5,6.1,54,0,1.8,4.3,14.8,6.61
16.1,23,7.6,59,0,1.4,3.7,13,6.61
16.1,23,7.6,59,0,1.4,3.7,13,2.95
16.375,23.5,8.275,75.5,0,0.9,2.325,8.95,52.74
16.375,23.5,8.275,75.5,0,0.9,2.325,8.95,9.38
16.7,23,8.2,81,0,0.6,1.5,7.6,7.72
16.7,23,8.2,81,0,0.6,1.5,7.6,2.04
16,25,9.1,81,0,1,2.6,7.6,1.65
16,25,9.1,81,0,1,2.6,7.6,6.018
16,23.4,9.8,80,0,1,3.5,11.1,0.92
16,23.4,9.8,80,0,1,3.5,11.1,8.59
18.7,27.6,11.2,69,0,1.3,2.8,7.6,4.73
18.7,27.6,11.2,69,0,1.3,2.8,7.6,0.74
19.5,26.5,11.6,68,0,1.1,2.4,13,15.11
19.5,26.5,11.6,68,0,1.1,2.4,13,7.99
18.7,25.4,13.8,68,0,1.8,5.2,14.8,5.24
18.7,25.4,13.8,68,0,1.8,5.2,14.8,5.35
17.2,25,9.5,69,0,1.3,1.5,7.6,11.76
17.2,25,9.5,69,0,1.3,1.5,7.6,2.01
18.1,25,10.6,71,0,1.1,1.1,3.5,2.42
18.1,25,10.6,71,0,1.1,1.1,3.5,7.34
18.4,25,10.6,70,0,1.1,3,11.1,2.25
18.4,25,10.6,70,0,1.1,3,11.1,6.12
15.9,20,11.2,81,0,1.1,5.2,14.8,2.22
15.9,20,11.2,81,0,1.1,5.2,14.8,2.06
14.9,17,12,90,0,0.8,4.4,11.1,6.69
14.9,17,12,90,0,0.8,4.4,11.1,2.11
13.5,15.2,11.3,91,0,1,9.4,14.8,2.3
13.5,15.2,11.3,91,0,1,9.4,14.8,6.31
15.3,22,6.9,65,0,1.4,5.9,16.5,1.93
15.3,22,6.9,65,0,1.4,5.9,16.5,2.39
16.1,23,7,68,0,1.8,4.1,9.4,6.38
16.1,23,7,68,0,1.8,4.1,9.4,6.36
17.3,24,8.6,63,0,1.8,4.3,9.4,7.29
17.3,24,8.6,63,0,1.8,4.3,9.4,18.06
19.9,26,12.7,77,0,1.1,3,13,2.56
19.9,26,12.7,77,0,1.1,3,13,6.3
19.2,27.2,13.2,71,0,1.3,5.2,20.6,6.17
19.2,27.2,13.2,71,0,1.3,5.2,20.6,8.15
20.4,30,12.5,58,0,1.8,5,11.1,12.61
20.4,30,12.5,58,0,1.8,5,11.1,5.45
19.1,25,11.6,51,0,2.6,10.9,22.2,1.82
19.1,25,11.6,51,0,2.6,10.9,22.2,56.87
20.9,28,11.5,64,0,1.6,8.5,14.8,21.15
20.9,28,11.5,64,0,1.6,8.5,14.8,6.23
20.5,25,15.9,69,0,1.1,5.9,18.3,6.08
20.5,25,15.9,69,0,1.1,5.9,18.3,6.21
20.7,26,13.5,70,0,1.8,5.4,11.1,2.15
20.7,26,13.5,70,0,1.8,5.4,11.1,2.13
21.6,30.2,12,56,0,2.3,4.4,11.1,2.02
21.6,30.2,12,56,0,2.3,4.4,11.1,8.31
23.3,32,13.9,51,0,2.4,5.4,18.3,8.59
23.3,32,13.9,51,0,2.4,5.4,18.3,6.76
23.4,30,13.9,49,0,2.7,4.6,18.3,2
23.4,30,13.9,49,0,2.7,4.6,18.3,2.36
25.3,31.4,16.8,58,0,3.2,10.4,20.6,2.2
25.3,31.4,16.8,58,0,3.2,10.4,20.6,2.18
26.2,32,18.2,60,0,2.9,9.4,18.3,1.68
26.2,32,18.2,60,0,2.9,9.4,18.3,2.28
25.2,31,19.5,59,0,3.5,15.4,27.8,2.34
25.2,31,19.5,59,0,3.5,15.4,27.8,21.48
23,31,12.4,47,0,3.4,6.7,13,0.98
23,31,12.4,47,0,3.4,6.7,13,2.76
24.2,28.4,18.5,70,0,2.3,14.3,24.1,0.86
24.2,28.4,18.5,70,0,2.3,14.3,24.1,2.57
24.8,30,18.5,71,0,2.7,6.1,18.3,1.03
24.8,30,18.5,71,0,2.7,6.1,18.3,5.61
26.2,33.2,17.5,51,0,3.4,5.4,11.1,0.79
26.2,33.2,17.5,51,0,3.4,5.4,11.1,5.84
25.6,33,16.9,52,0,3.2,5.2,13,0.83
25.6,33,16.9,52,0,3.2,5.2,13,0.61
26.2,33,15.6,50,0,3.5,5.6,22.2,5.19
26.2,33,15.6,50,0,3.5,5.6,22.2,5.87
27.9,34,17,50,0,3.5,9.1,18.3,4.74
27.9,34,17,50,0,3.5,9.1,18.3,5.76
27.3,33.2,20.2,51,0,3.9,11.1,29.4,7.79
27.3,33.2,20.2,51,0,3.9,11.1,29.4,0.92
28.2,35,19,48,0,3.9,12.6,25.9,1.89
28.2,35,19,48,0,3.9,12.6,25.9,1.93
23.2,25,20.4,70,0,2.4,12.6,25.9,1.86
23.2,25,20.4,70,0.812,2.4,12.6,25.9,2.7
22.1,29.5,17.6,76,2.03,2.7,7,27.8,2.08
22.1,29.5,17.6,76,2.03,2.7,7,27.8,2.98
25.3,32,16.2,56,0,3.9,9.1,18.3,2.43
25.3,32,16.2,56,0,3.9,9.1,18.3,9.27
29.3,36,20.4,42,0,3.9,3.7,13,2.67
29.3,36,20.4,42,0,3.9,3.7,13,2.22
30.4,38,20,39,0,3.5,8.1,24.1,5.86
30.4,38,20,39,0,3.5,8.1,24.1,5.99
30.2,37,20.5,34,0,3.9,12.6,22.2,10.17
30.2,37,20.5,34,0,3.9,12.6,22.2,2.27
28.8,36,18.7,43,0,3.5,5.4,13,5.14
28.8,36,18.7,43,0,3.5,5.4,13,2.11
30.2,37.2,20.2,47,0,3.1,4.1,9.4,6.78
30.2,37.2,20.2,47,0,3.1,4.1,9.4,5.72
31,38,23.2,54,0,2.9,7,14.8,2.19
31,38,23.2,54,0,2.9,7,14.8,20.72
29.8,36.2,23.5,55,0,3.4,8.5,27.8,11.43
29.8,36.2,23.5,55,0,3.4,8.5,27.8,2.95
28.7,34,21,51,0,3.9,18.1,29.4,2.86
28.7,34,21,51,0,3.9,18.1,29.4,2.58
28.1,33,21,60,0,4,15.9,25.9,4.76
28.1,33,21,60,0,4,15.9,25.9,10.25
29.4,35.2,21.9,65,0,3.1,13.9,18.3,6.36
29.4,35.2,21.9,65,0,3.1,13.9,18.3,3.11
33.8,41,23.2,33,0,3.9,14.1,22.2,3.36
33.8,41,23.2,33,0,3.9,14.1,22.2,3.44
35,42,24.3,31,0,4,9.3,18.3,2.68
35,42,24.3,31,0,4,9.3,18.3,9.01
34.9,42,24.6,30,0,3.9,11.1,20.6,6.01
34.9,42,24.6,30,0,3.9,11.1,20.6,6.3
34.36666667,41.46666667,23.33333333,28,0,3.966666667,10.36666667,25.4,6.08
34.36666667,41.46666667,23.33333333,28,0,3.966666667,10.36666667,25.4,6.2
34.1,41.2,22.7,27,0,4,10,27.8,1.78
34.1,41.2,22.7,27,0,4,10,27.8,2.47
34.36666667,41.46666667,23.33333333,28,0,3.966666667,10.36666667,25.4,6.88
31.45,37.5,24.1,57.5,0,3.45,13.35,20.25,5.83
33.3,40,25,50,0,3.7,11.5,18.3,2.23
33.3,40,25,50,0,3.7,11.5,18.3,6.96
29.6,35,23.2,65,0,3.2,15.2,22.2,2.34
29.6,35,23.2,65,0,3.2,15.2,22.2,2.38
31.45,37.5,24.1,57.5,0,3.45,13.35,20.25,5.08
32.14583333,38.45833333,23.82916667,50,0,3.583333333,12.55833333,21.8375,9.15
32.14583333,38.45833333,23.82916667,50,0,3.583333333,12.55833333,21.8375,15.48
32.14583333,38.45833333,23.82916667,50,0,3.583333333,12.55833333,21.8375,36.16
32.14583333,38.45833333,23.82916667,50,0,3.583333333,12.55833333,21.8375,7.43
32.14583333,38.45833333,23.82916667,50,0,3.583333333,12.55833333,21.8375,6.1
32.14583333,38.45833333,23.82916667,50,0,3.583333333,12.55833333,21.8375,14.864
34.76666667,42.46666667,22.13333333,21.33333333,0,3.933333333,10.83333333,20.9,8.64
34.7,42,21.6,18,0,3.9,12,22.2,0.74
34.7,42,21.6,18,0,3.9,12,22.2,5.19
34.76666667,42.46666667,22.13333333,21.33333333,0,3.933333333,10.83333333,20.9,4.96
34.76666667,42.46666667,22.13333333,21.33333333,0,3.933333333,10.83333333,20.9,6.62
34.9,43.4,23.2,28,0,4,8.5,18.3,6.25
34.9,43.4,23.2,28,0,4,8.5,18.3,1.37
34.9,43.4,23.2,28,0,4,8.5,18.3,6.58
34.9,43.4,23.2,28,0,4,8.5,18.3,1.18
34.9,43.4,23.2,28,0,4,8.5,18.3,5.28
34.9,43.4,23.2,28,0,4,8.5,18.3,6.62
34.9,43.4,23.2,28,0,4,8.5,18.3,5.6
32.02,37.44,24.8,46.4,0,3.96,12.86,18.5,5.24
33.8,40,25.2,32,0,3.9,4.6,11.1,5.11
33.8,40,25.2,32,0,3.9,4.6,11.1,6.2
30.7,36,24.9,56,0,3.9,18,22.2,2.63
30.7,36,24.9,56,0,3.9,18,22.2,6.9
31.1,35.2,23.8,56,0,4.2,19.1,25.9,7.23
31.1,35.2,23.8,56,0,4.2,19.1,25.9,11.1
31,35.2,23.6,48,0,4,9.4,27.8,2.12
31,35.2,23.6,48,0,4,9.4,27.8,7.92
31.8,37,23.9,49,0,4,10,18.3,9.1
31.8,37,23.9,49,0,4,10,18.3,9.45
33.5,38,26.5,48,0,4.2,12.2,18.3,9.68
33.5,38,26.5,48,0,4.2,12.2,18.3,9.83
30.9,35.4,24.2,60,0,4.3,15.6,25.9,8.85
30.9,35.4,24.2,60,0,4.3,15.6,25.9,1.5
29.6,34,23.9,69,0,3.7,16.1,22.2,2.16
29.6,34,23.9,69,0,3.7,16.1,22.2,7.51
31.7,36.4,24,67,0,3.9,13.7,18.3,2.43
31.7,36.4,24,67,0,3.9,13.7,18.3,10.38
30.8,35,25,64,0,3.7,16.9,22.2,2.91
30.8,35,25,64,0,3.7,16.9,22.2,8.9
30.4,34,24.7,67,0,4,18.5,27.8,2.34
30.4,34,24.7,67,0,4,18.5,27.8,6.85
26.9,29,21.2,79,0,3.1,8.7,22.2,8.43
26.9,29,21.2,79,0,3.1,8.7,22.2,6.8
29.2,34,22,64,0,3.7,9.3,22.2,6.73
29.2,34,22,64,0,3.7,9.3,22.2,7.21
31.2,36,23.2,58,0,4,7.4,18.3,7.42
31.2,36,23.2,58,0,4,7.4,18.3,9.49
31.3,36,23,65,0,3.7,15.4,22.2,6.02
31.3,36,23,65,0,3.7,15.4,22.2,5.74
32.1,37,24.2,62,0,4,10.4,18.3,7
32.1,37,24.2,62,0,4,10.4,18.3,10.51
30.8,34.5,24.5,67,0,3.7,12.8,22.2,2.32
30.8,34.5,24.5,67,0,3.7,12.8,22.2,1.56
32.5,37,26.6,62,0,4,11.9,18.3,2.4
32.5,37,26.6,62,0,4,11.9,18.3,2.03
34.1,38,28,58,0,3.9,13.5,25.9,8.46
34.1,38,28,58,0,3.9,13.5,25.9,8.38
33.7,37.5,28.6,61,0,4,20,27.8,12.52
33.7,37.5,28.6,61,0,4,20,27.8,7.02
32.7,37,27.5,66,0,4,15.2,22.2,10.03
32.7,37,27.5,66,0,4,15.2,22.2,6.01
33.7,39,27,58,0,3.7,11.5,22.2,5.62
33.7,39,27,58,0,3.7,11.5,22.2,6.26
31.9,37.3,24,68,0,4,8.3,14.8,7.16
31.9,37.3,24,68,0,4,8.3,14.8,6.42
31.4,37,27,70,0,3.2,13.1,20.6,6.79
31.4,37,27,70,0,3.2,13.1,20.6,5.74
31.8,37.6,26.5,67,0,3.4,11.1,14.8,4.72
31.8,37.6,26.5,67,0,3.4,11.1,14.8,4.13
32.9,37,26.5,66,0,3.7,16.7,22.2,7.05
32.9,37,26.5,66,0,3.7,16.7,22.2,7.46
33.6,38,27.4,62,0,3.9,11.7,18.3,1.71
33.6,38,27.4,62,0,3.9,11.7,18.3,6.58
29.8,37,20.6,80,0,3.1,10.7,18.3,22.56
29.8,37,20.6,80,0,3.1,10.7,18.3,8.91
31.1,35,27.3,79,0,3.5,11.5,16.5,1.29
31.1,35,27.3,79,0,3.5,11.5,16.5,8.29
33.6,38,26.6,68,0,3.7,12.4,18.3,8.76
33.6,38,26.6,68,0,3.7,12.4,18.3,8.37
31.4,35,26.7,79,0,3.1,11.1,27.8,12.42
31.4,35,26.7,79,0,3.1,11.1,27.8,6.35
32.3,36,28.2,71,0,3.4,15.2,22.2,12.23
32.3,36,28.2,71,0,3.4,15.2,22.2,9.02
31.6,35,27,75,0,3.5,15.6,24.1,6.63
31.6,35,27,75,0,3.5,15.6,24.1,0.88
29.5,32,26.6,83,0,3.2,14.3,22.2,4.4
29.5,32,26.6,83,0,3.2,14.3,22.2,2.57
30.7,34,25.3,78,0,4,17,27.8,3
30.7,34,25.3,78,0,4,17,27.8,1.19
31.4,34,26.1,76,0,3.7,16.5,25.9,0.95
31.4,34,26.1,76,0,3.7,16.5,25.9,4.88
31.9,35,27,71,0,4,16.5,25.9,1.49
31.9,35,27,71,0,4,16.5,25.9,5.77
31,34,26,78,0,3.9,13.1,22.2,9.2
31,34,26,78,0,3.9,13.1,22.2,11.88
31.4,34,27.1,79,0,3.2,8.1,18.3,8.79
31.4,34,27.1,79,0,3.2,8.1,18.3,9.47
30.9,34,26,81,0,3.2,10.6,74.1,12.9
30.9,34,26,81,0,3.2,10.6,74.1,11.81
28.8,31.2,24.6,87,0,3.5,9.4,18.3,14.23
28.8,31.2,24.6,87,0,3.5,9.4,18.3,9.79
29.9,32,25.4,85,0,3.9,7.8,14.8,8.88
29.9,32,25.4,85,0,3.9,7.8,14.8,15.99
29.5,33,24.8,84,0,3.9,6.5,16.5,8.45
29.5,33,24.8,84,0,3.9,6.5,16.5,8.73
30.4,33.5,26.1,80,0,3.9,10.7,14.8,4.95
30.4,33.5,26.1,80,0,3.9,10.7,14.8,4.28
30.2,33,26.1,78,0,3.5,17.4,22.2,4.13
30.2,33,26.1,78,0,3.5,17.4,22.2,4.28
29.8,32,25,78,0,3.9,11.5,22.2,3.96
29.8,32,25,78,0,3.9,11.5,22.2,4.21
29.9,33.2,24.6,81,0,3.4,7.2,14.8,2.01
29.9,33.2,24.6,81,0,3.4,7.2,14.8,1.41
31.1,35,25.2,78,0,3.7,8.7,14.8,0.63
31.1,35,25.2,78,0,3.7,8.7,14.8,1.14
30.4,33,24.4,78,0,4,14.3,25.9,3.14
30.4,33,24.4,78,0,4,14.3,25.9,2.73
30.4,34,25,78,0,4.2,17.4,31.7,0.36
30.4,34,25,78,0,4.2,17.4,31.7,0.67
29.3,32,25.1,86,0,3.5,17,24.1,1.9
29.3,32,25.1,86,1.02,3.5,17,24.1,1.29
31.4,35,26,77,1.02,4.2,13,22.2,8.97
31.4,35,26,77,1.02,4.2,13,22.2,14.68
29.4,32,26,87,1.02,2.9,5.9,18.3,21.77
29.4,32,26,87,1.02,2.9,5.9,18.3,4.85
30.3,33,25.3,81,1.02,3.9,15.7,22.2,3.48
30.3,33,25.3,81,1.02,3.9,15.7,22.2,2.61
30.9,34,26.2,81,0,3.4,10.4,16.5,4.92
30.9,34,26.2,81,0,3.4,10.4,16.5,2.84
31.7,36,26.4,77,0.255,3.1,12.8,22.2,3.456666667
31.7,36,26.4,77,0.255,3.1,12.8,22.2,3.456666667
30.7,34,25.4,76,0,3.5,15,25.9,3.456666667
30.7,34,25.4,76,0,3.5,15,25.9,2.277916667
30.4,33.5,25.3,80,0,3.9,6.9,14.8,2.277916667
30.4,33.5,25.3,80,0,3.9,6.9,14.8,2.277916667
31.1,34,25.2,76,0,4,11.7,18.3,2.277916667
31.1,34,25.2,76,0,4,11.7,18.3,2.277916667
31.9,36,25.8,76,0,3.5,5.9,11.1,2.277916667
31.9,36,25.8,76,0,3.5,5.9,11.1,2.295
29.4,32.2,22.9,76,0,4.2,12,25.9,2.295
29.4,32.2,22.9,76,0,4.2,12,25.9,2.295
32.3,37,26.2,73,0,3.9,10.7,16.5,2.295
32.3,37,26.2,73,0,3.9,10.7,16.5,2.08
31.6,35,26.2,79,0,3.1,10.6,18.3,2.51
31.6,35,26.2,79,0,3.1,10.6,18.3,2.226666667
30.2,35,24.6,82,10.92,3.4,7.2,18.3,2.226666667
30.2,35,24.6,82,10.92,3.4,7.2,18.3,2.226666667
29.8,34.8,26.4,87,0,2.3,8.3,16.5,2.23
29.8,34.8,26.4,87,0,2.3,8.3,16.5,2.22
29.1,33,24.7,88,4.368,2.9,5.9,27.8,2.23
29.1,33,24.7,88,1.911,2.9,5.9,27.8,2.23
27.8,30,23.6,92,1.911,3.1,5.7,14.8,10.43
27.8,30,23.6,92,1.911,3.1,5.7,14.8,2.15
28.6,31,24,91,1.911,3.1,5.6,13,2.19
28.6,31,24,91,1.911,3.1,5.6,13,2.21
29.6,32,25,88,1.911,2.6,4.4,11.1,2.18
29.6,32,25,88,0,2.6,4.4,11.1,2.24
29.3,33,24.7,85,0,2.9,10.7,14.8,2.26
29.3,33,24.7,85,0,2.9,10.7,14.8,2.46
30.2,34,24.6,82,0,3.4,8.7,14.8,2.71
30.2,34,24.6,82,0,3.4,8.7,14.8,2.334
31.5,36,25.4,75,0,3.7,8.3,16.5,2
31.5,36,25.4,75,0,3.7,8.3,16.5,2.33
30.6,35,24.3,78,0,3.4,3.1,11.1,1.93
30.6,35,24.3,78,0,3.4,3.1,11.1,2.13
30.2,33,25.6,87,0,2.9,5.2,13,2.13
30.2,33,25.6,87,0,2.9,5.2,13,2.13
29,33,23.3,80,0,3.7,16.7,27.8,2.13
29,33,23.3,80,0,3.7,16.7,27.8,2.73
27.8,32,22.6,86,0,3.2,14.3,22.2,2.73
27.8,32,22.6,86,0,3.2,14.3,22.2,1.96
27.2,30,23.1,88,0,3.1,11.9,18.3,2.17
27.2,30,23.1,88,0,3.1,11.9,18.3,1.38
28.3,31,23.6,86,0,2.4,9.3,16.5,5.41
28.3,31,23.6,86,0,2.4,9.3,16.5,9.22
31.1,35.5,25.5,78,0,3.9,10,18.3,2.29
31.1,35.5,25.5,78,0,3.9,10,18.3,3.75
31.2,35.2,25.2,77,0,4,6.7,13,4.57
31.2,35.2,25.2,77,0,4,6.7,13,4.21
31.7,36,25.4,74,0,4.2,4.1,18.3,4.58
31.7,36,25.4,74,0,4.2,4.1,18.3,3.91
30.3,35,25.2,77,0,3.7,10,22.2,4.01
30.3,35,25.2,77,0,3.7,10,22.2,4.21
27.6,32,22,89,0,2.4,7.4,16.5,3.99
27.6,32,22,89,0,2.4,7.4,16.5,3.93
25.9,27.5,24,97,0,2.3,6.7,11.1,3.97
25.9,27.5,24,97,0,2.3,6.7,11.1,4.13
28.9,34,22,74,0,3.4,8.3,14.8,4.14
28.9,34,22,74,0,3.4,8.3,14.8,4.1
28.2,33,22.2,74,0,3.2,5.9,11.1,4.4
28.2,33,22.2,74,0,3.2,5.9,11.1,5.33
27.6,34,21,73,0,3.5,6.1,11.1,4.95
27.6,34,21,73,0,3.5,6.1,11.1,4.695
27.4,33,21.3,72,0,3.4,6.5,13,4.695
27.4,33,21.3,72,0,3.4,6.5,13,4.695
26.9,33,20.2,68,0,3.2,6.3,13,4.695
26.9,33,20.2,68,0,3.2,6.3,13,4.695
27.3,33.2,19.8,70,0,3.5,5,11.1,4.695
27.3,33.2,19.8,70,0,3.5,5,11.1,4.695
26.7,33,19.1,71,0,2.3,5.4,11.1,4.695
26.7,33,19.1,71,0,2.3,5.4,11.1,4.695
26.7,33,19.6,72,0,2.6,3.7,11.1,4.695
26.7,33,19.6,72,0,2.6,3.7,11.1,4.460869565
27.5,33,20.5,69,0,2.6,5,9.4,4.460869565
27.5,33,20.5,69,0,2.6,5,9.4,4.460869565
26.8,32,19,66,0,2.6,6.1,33.5,4.460869565
26.8,32,19,66,0,2.6,6.1,33.5,4.460869565
27.2,33.2,20.4,62,0,3.4,8.1,14.8,4.460869565
27.2,33.2,20.4,62,0,3.4,8.1,14.8,4.460869565
26.7,33.2,20.2,63,0,3.2,7,16.5,4.460869565
26.7,33.2,20.2,63,0,3.2,7,16.5,4.460869565
27.4,34,18.6,59,0,2.9,5,11.1,4.460869565
27.4,34,18.6,59,0,2.9,5,11.1,4.460869565
23.8,31,16.6,66,0,2.1,6.1,11.1,4.460869565
23.8,31,16.6,66,0,2.1,6.1,11.1,4.460869565
22.2,30,15.4,73,0,1.8,3.7,11.1,4.460869565
22.2,30,15.4,73,0,1.8,3.7,11.1,4.460869565
22.4,30,15.1,70,0,1.3,2,9.4,4.460869565
22.4,30,15.1,70,0,1.3,2,9.4,4.460869565
22.575,30,15.55,69.75,0,1.775,2.95,10.725,4.460869565
22.575,30,15.55,69.75,0,1.775,2.95,10.725,4.460869565
23.3,30,16.6,66,0,2.7,4.1,13,4.460869565
23.3,30,16.6,66,0,2.7,4.1,13,4.460869565
22.9,30,14.7,63,0,3.2,5.4,13,4.460869565
22.9,30,14.7,63,0,3.2,5.4,13,4.460869565
22.1,30,14,59,0,2.9,6.9,18.3,4.460869565
22.1,30,14,59,0,2.9,6.9,18.3,4.460869565
21,28,14.4,74,0,1.6,1.9,7.6,4.460869565
21,28,14.4,74,0,1.6,1.9,7.6,4.460869565
21.1,29,15.1,75,0,1.8,3.9,11.1,4.460869565
21.1,29,15.1,75,0,1.8,3.9,11.1,4.460869565
21.3,28,14.3,73,0,1.8,4.3,13,4.460869565
21.3,28,14.3,73,0,1.8,4.3,13,4.460869565
20.2,27.5,13,71,0,2.4,2.6,13,4.460869565
20.2,27.5,13,71,0,2.4,2.6,13,4.460869565
20.5,27,14,77,0,1.4,2.2,9.4,4.460869565
20.5,27,14,77,0,1.4,2.2,9.4,4.460869565
20.2,26,15,87,0,1,1.1,9.4,4.460869565
20.2,26,15,87,0,1,1.1,9.4,4.460869565
22,28,16.6,80,0,2.6,4.1,11.1,4.460869565
22,28,16.6,80,0,2.6,4.1,11.1,4.460869565
21.9,28,16.6,84,0,1.9,1.9,11.1,4.460869565
21.9,28,16.6,84,0,1.9,1.9,11.1,4.460869565
20.2,23.5,16.9,92,0,0.6,6.9,11.1,4.460869565
20.2,23.5,16.9,92,0,0.6,6.9,11.1,4.460869565
16.2,22,12.5,88,0,1,5.4,11.1,4.460869565
16.2,22,12.5,88,0,1,5.4,11.1,4.460869565
16.5,22,12,84,0,1.3,5.2,16.5,4.460869565
16.5,22,12,84,0,1.3,5.2,16.5,4.460869565
15.8,20,11.5,81,0,1.6,5.6,11.1,4.460869565
15.8,20,11.5,81,0,1.6,5.6,11.1,4.460869565
15.7,20,12.2,85,0,1.4,6.5,11.1,4.460869565
15.7,20,12.2,85,0,1.4,6.5,11.1,4.460869565
14.4,19,9.6,91,0,0.6,3,11.1,4.460869565
14.4,19,9.6,91,0,0.6,3,11.1,4.460869565
14.9,21,10.2,90,0,0.8,2.6,11.1,4.460869565
14.9,21,10.2,90,0,0.8,2.6,11.1,4.460869565
19.1,25.5,11.6,71,0,2.4,8,14.8,4.460869565
19.1,25.5,11.6,71,0,2.4,8,14.8,4.460869565
18.2,25,11,68,0,1.9,6.1,13,4.460869565
18.2,25,11,68,0,1.9,6.1,13,4.460869565
16.9,24,10.5,77,0,1.1,2.8,7.6,4.460869565
16.9,24,10.5,77,0,1.1,2.8,7.6,4.460869565
20.1,26,13.5,81,0,1.1,4.4,11.1,4.460869565
20.1,26,13.5,81,0,1.1,4.4,11.1,4.460869565
17.8,21.2,13.2,92,0,0.6,7,18,4.460869565
17.8,21.2,13.2,92,0,0.6,7,18,4.460869565
15.5,17,11.7,93,0,1,4.8,11.1,4.460869565
15.5,17,11.7,93,0,1,4.8,11.1,4.460869565
17.34,20.48,12.66,90.2,0,0.86,5.6,13.86,4.460869565
16.78,20.8,12.8,87.6,0,1.18,4.7,12.05,4.460869565
17.1,22,13,83,0,1.4,4.8,13,4.460869565
17.1,22,13,83,0,1.4,4.8,13,4.460869565
16.4,19,12.7,91,0,1,2.8,11.1,4.460869565
16.4,19,12.7,91,0,1,2.8,11.1,4.460869565
16.9,22,12.6,90,0,1.1,8.3,12.05,4.460869565
16.9,22,12.6,90,0,1.1,8.3,11.86,4.460869565
15.3,21,10.5,86,0,1,4.8,11.1,4.460869565
15.3,21,10.5,86,0,1,4.8,11.1,4.460869565
18.4,24,13.3,73,0,2.4,5.7,13,4.460869565
18.4,24,13.3,73,0,2.4,5.7,13,4.460869565
18.3,24,11.6,76,0,1.6,3.7,11.1,4.460869565
18.3,24,11.6,76,0,1.6,3.7,11.1,4.460869565
13.4,20,5,57,0,3.1,7,22.2,4.460869565
